Original_Text,Formatted_Date,Generated_Full_Response,Extracted_Key_Response,Category
42 people killed and 60 injured in hospital fire,13 July 2021,"13 July 2021 - 42 people killed and 60 injured in hospital fire
The cause of the hospital fire in India, which killed 42 people, has yet to be determined, the government says.
Officials in the eastern state of Odisha said firefighters had rushed to the building after it was reported on fire in the early hours of Wednesday.
It took firefighters some three hours to bring the blaze under control.
The fire in the building housing several medical facilities is being probed by officials. An inquiry into the cause of the blaze is also underway.
More than 60 people were hospitalised, of whom 16 were in critical condition.
The fire broke out at 01:00 (5:30 GMT) at a private hospital building in the city of Cuttack. Odisha government officials told reporters that 12 fire tenders had been deployed to fight the blaze.
Firefighters were able to contain the fire and extinguish it around 04:00.
The state government has announced Rs 4m (£45,000; $59,000) in compensation","
The cause of the hospital fire in India, which killed 42 people, has yet to be determined, the government says.
Officials in the eastern state of Odisha said firefighters had rushed to the building after it was reported on fire in the early hours of Wednesday.
It took firefighters some three hours to bring the blaze under control.
The fire in the building housing several medical facilities is being probed by officials. An inquiry into the cause of the blaze is also underway.
More than 60 people were hospitalised, of whom 16 were in critical condition.
The fire broke out at 01:00 (5:30 GMT) at a private hospital building in the city of Cuttack. Odisha government officials told reporters that 12 fire tenders had been deployed to fight the blaze.
Firefighters were able to contain the fire and extinguish it around 04:00.
The state government has announced Rs 4m (£45,000; $59,000) in compensation",Health
laura jean mckay pandemic fiction the animals in that country,01 February 2021,"01 February 2021 - laura jean mckay pandemic fiction the animals in that country by benjamin markovits
The Animals in That Country by Benjamin Markovits
The Animals in That Country is Benjamin Markovits’ first book since 2019’s The Last Dancer. It follows the lives of two very different men who meet as young adults in 1977 in the fictional village of Woodlands End in a county in England. One of them, the younger, is an English teacher and poet named Stephen, and the other is a Romanian migrant named Gheorghe. Both have left their homes and gone to a new country in search of a better life. Neither have much luck.
The novel, which starts in May 1977 and continues up to 1980, tells us what happens when Gheorghe and Stephen cross paths. As Stephen struggles to make his teaching job a success, and with his marriage to a fellow teacher in a downward spiral, he meets a stranger who seems like he could provide a way out of a rut. At first"," by benjamin markovits
The Animals in That Country by Benjamin Markovits
The Animals in That Country is Benjamin Markovits’ first book since 2019’s The Last Dancer. It follows the lives of two very different men who meet as young adults in 1977 in the fictional village of Woodlands End in a county in England. One of them, the younger, is an English teacher and poet named Stephen, and the other is a Romanian migrant named Gheorghe. Both have left their homes and gone to a new country in search of a better life. Neither have much luck.
The novel, which starts in May 1977 and continues up to 1980, tells us what happens when Gheorghe and Stephen cross paths. As Stephen struggles to make his teaching job a success, and with his marriage to a fellow teacher in a downward spiral, he meets a stranger who seems like he could provide a way out of a rut. At first",Health
calls to make cost of vaccines accessible for,02 August 2021,"02 August 2021 - calls to make cost of vaccines accessible for those who need it most
Today the TUC published a new report calling on the Government to make cost-of-living measures a national priority.
The TUC also urges the Government to ensure that the vaccine is affordable for those who need it most.
The TUC says the cost of the vaccine means that poorer people will face the risk of catching Covid-19 and spreading it to their loved ones and neighbours.
The TUC calls for a cost of living package that would help millions of people get the vaccine and pay their bills.
In the report, The TUC said:
“ The Government must make cost-of-living measures a national priority.
“ The pandemic has exposed the gaping holes in our social security system and created a climate of extreme insecurity.
“ Millions of people are living in poverty with many more on the verge of poverty. Many more still have been pushed to the brink by the crisis.
“ The cost of the vaccine means that poorer people will face the risk of catching Covid-19 and"," those who need it most
Today the TUC published a new report calling on the Government to make cost-of-living measures a national priority.
The TUC also urges the Government to ensure that the vaccine is affordable for those who need it most.
The TUC says the cost of the vaccine means that poorer people will face the risk of catching Covid-19 and spreading it to their loved ones and neighbours.
The TUC calls for a cost of living package that would help millions of people get the vaccine and pay their bills.
In the report, The TUC said:
“ The Government must make cost-of-living measures a national priority.
“ The pandemic has exposed the gaping holes in our social security system and created a climate of extreme insecurity.
“ Millions of people are living in poverty with many more on the verge of poverty. Many more still have been pushed to the brink by the crisis.
“ The cost of the vaccine means that poorer people will face the risk of catching Covid-19 and",Health
brothers bought gang gang during lockdown; risk paid off,08 February 2021,"08 February 2021 - brothers bought gang gang during lockdown; risk paid off
A group of friends who bought a share in a popular coffee van during lockdown have told how their “risk” paid off when they were able to reopen for trade.
In the past three months the group of six friends, who met in primary school and have been lifelong friends, have sold 4,000 cups of coffee.
It has allowed the friends, who all work in financial services, to be more flexible with their hours and to continue working as a group.
One of the group, who did not wish to be named, said: “We’ve always wanted to own our own business, but never thought we would have the opportunity.
“We’ve been working together for a long time, and we are used to working together as a team. We decided to buy a share in Gang Gang after the lockdown restrictions had eased, and we’ve been working non-stop ever since.
“We’ve managed to work with a very tight team, and we’re proud of that. When people come in, they","
A group of friends who bought a share in a popular coffee van during lockdown have told how their “risk” paid off when they were able to reopen for trade.
In the past three months the group of six friends, who met in primary school and have been lifelong friends, have sold 4,000 cups of coffee.
It has allowed the friends, who all work in financial services, to be more flexible with their hours and to continue working as a group.
One of the group, who did not wish to be named, said: “We’ve always wanted to own our own business, but never thought we would have the opportunity.
“We’ve been working together for a long time, and we are used to working together as a team. We decided to buy a share in Gang Gang after the lockdown restrictions had eased, and we’ve been working non-stop ever since.
“We’ve managed to work with a very tight team, and we’re proud of that. When people come in, they",Health
nsw records 344 local cases as dubbo enters lockdown from 1pm,11 August 2021,"11 August 2021 - nsw records 344 local cases as dubbo enters lockdown from 1pm
As of 11 August 2021, there have been 344 new locally acquired cases of COVID-19, 1,029,853 total cases, and 2,260 total deaths. There are 4,500 active cases of COVID-19 in New South Wales. There are 30 people in hospital with COVID-19, 13 of whom are in intensive care, and seven of whom require ventilation.","
As of 11 August 2021, there have been 344 new locally acquired cases of COVID-19, 1,029,853 total cases, and 2,260 total deaths. There are 4,500 active cases of COVID-19 in New South Wales. There are 30 people in hospital with COVID-19, 13 of whom are in intensive care, and seven of whom require ventilation.",Health
vaccine eligibility to open up as australia hits,19 August 2021,"19 August 2021 - vaccine eligibility to open up as australia hits 80% target
The federal government will open up vaccine eligibility to people aged 16 and over from Tuesday in a bid to get Australia back to normal before the Christmas holiday season. Australia’s chief medical officer Paul Kelly said the country had hit an 80% adult double-dose target and had reached a 71% fully vaccinated rate. The prime minister Scott Morrison announced on Saturday the country would move to Phase B3 of the vaccination program, opening up eligibility to people aged 16 and over. “We have met the vaccination target for adults and we can now turn our focus to our children and teenagers,” he said. “Our schools are safe again and we can plan ahead with confidence.” There will be a vaccine clinic for 12 to 15 year olds at Sydney Olympic Park on Tuesday, while the clinic for 16 to 17 year olds will be held at Parramatta Stadium on Saturday. Eligible people must be accompanied by a parent or guardian, and will be vaccinated with"," 80% target
The federal government will open up vaccine eligibility to people aged 16 and over from Tuesday in a bid to get Australia back to normal before the Christmas holiday season. Australia’s chief medical officer Paul Kelly said the country had hit an 80% adult double-dose target and had reached a 71% fully vaccinated rate. The prime minister Scott Morrison announced on Saturday the country would move to Phase B3 of the vaccination program, opening up eligibility to people aged 16 and over. “We have met the vaccination target for adults and we can now turn our focus to our children and teenagers,” he said. “Our schools are safe again and we can plan ahead with confidence.” There will be a vaccine clinic for 12 to 15 year olds at Sydney Olympic Park on Tuesday, while the clinic for 16 to 17 year olds will be held at Parramatta Stadium on Saturday. Eligible people must be accompanied by a parent or guardian, and will be vaccinated with",Health
abc news coronavirus,01 July 2021,"01 July 2021 - abc news coronavirus update australia today
What is the latest with the coronavirus in Australia and across the world?
Coronavirus Australia: NSW records 10 new local cases, 20 in Victoria
NSW and Victoria have recorded new COVID-19 infections today, with all new cases in the latter state in quarantine.
Coronavirus Australia: Victoria records two cases, NSW 17 as national death toll climbs to 908
Victoria has recorded two new coronavirus cases today, with NSW reporting 17 new local infections. A national death toll has also climbed to 908.
Coronavirus Australia: Queensland reports first COVID-19 cases since mid-June, NSW records 12 new cases
Queensland and NSW have both recorded new coronavirus cases today.
Coronavirus Australia: ACT records three new COVID-19 cases, NSW reports seven
The ACT and NSW have both recorded new COVID-19 cases today.
Coronavirus Australia: ACT records one new local case, NSW has two, as national death toll"," update australia today
What is the latest with the coronavirus in Australia and across the world?
Coronavirus Australia: NSW records 10 new local cases, 20 in Victoria
NSW and Victoria have recorded new COVID-19 infections today, with all new cases in the latter state in quarantine.
Coronavirus Australia: Victoria records two cases, NSW 17 as national death toll climbs to 908
Victoria has recorded two new coronavirus cases today, with NSW reporting 17 new local infections. A national death toll has also climbed to 908.
Coronavirus Australia: Queensland reports first COVID-19 cases since mid-June, NSW records 12 new cases
Queensland and NSW have both recorded new coronavirus cases today.
Coronavirus Australia: ACT records three new COVID-19 cases, NSW reports seven
The ACT and NSW have both recorded new COVID-19 cases today.
Coronavirus Australia: ACT records one new local case, NSW has two, as national death toll",Health
melbourne lord mayor fourth lockdown will take toll,28 May 2021,"28 May 2021 - melbourne lord mayor fourth lockdown will take toll on mental health of melbourne
Mental health services across Melbourne will be inundated with demands from the public in the coming weeks as the fourth wave of COVID-19 restrictions sees many isolated, depressed or anxious residents looking for help, health experts have warned.
Victorian Chief Mental Health Commissioner Judy Slinn says the health system will be forced to prioritise those with more serious issues, leaving many people with less severe problems to seek help from community services.
She said the number of calls to Lifeline during the pandemic had surged by almost 10 per cent and the organisation had expanded the hours of its helpline, which received more than 10,000 calls on one day alone.
The federal government has announced it will establish a new mental health crisis line, called Beyond Blue 131 114, to connect Victorians who are struggling with mental health issues with mental health and wellbeing services.
The new hotline will be available for Victorians aged 18 and over who are experiencing a mental health crisis"," on mental health of melbourne
Mental health services across Melbourne will be inundated with demands from the public in the coming weeks as the fourth wave of COVID-19 restrictions sees many isolated, depressed or anxious residents looking for help, health experts have warned.
Victorian Chief Mental Health Commissioner Judy Slinn says the health system will be forced to prioritise those with more serious issues, leaving many people with less severe problems to seek help from community services.
She said the number of calls to Lifeline during the pandemic had surged by almost 10 per cent and the organisation had expanded the hours of its helpline, which received more than 10,000 calls on one day alone.
The federal government has announced it will establish a new mental health crisis line, called Beyond Blue 131 114, to connect Victorians who are struggling with mental health issues with mental health and wellbeing services.
The new hotline will be available for Victorians aged 18 and over who are experiencing a mental health crisis",Health
meat processing sector on covid vaccine,29 January 2021,"29 January 2021 - meat processing sector on covid vaccine roll-out list
The European Commission has confirmed that the meat processing sector is eligible for covid vaccine rollout from Monday 1 February. Meat companies have been on the waiting list for vaccines and will be prioritised for vaccinations.
The list of eligible sectors includes meat processing plants, abattoirs, slaughterhouses and butcheries, and also includes slaughterhouses that produce pigs, cattle, sheep and goats, and their meat products.
EU Commissioner for Health and Food Safety Stella Kyriakides has confirmed that the meat processing sector will be included on the vaccine rollout list.
This was a key request from meat companies across Europe. The European Meat Processors Association (Europa Meat) and the Federation of European Meat Industry (FEMI) have pushed for this for some time. 
The meat processing sector is a high-risk sector and the need for vaccination has been underlined in recent weeks.
Earlier this month the UK’s National Food Crime Unit (NFCU) reported that meat and poultry has become"," roll-out list
The European Commission has confirmed that the meat processing sector is eligible for covid vaccine rollout from Monday 1 February. Meat companies have been on the waiting list for vaccines and will be prioritised for vaccinations.
The list of eligible sectors includes meat processing plants, abattoirs, slaughterhouses and butcheries, and also includes slaughterhouses that produce pigs, cattle, sheep and goats, and their meat products.
EU Commissioner for Health and Food Safety Stella Kyriakides has confirmed that the meat processing sector will be included on the vaccine rollout list.
This was a key request from meat companies across Europe. The European Meat Processors Association (Europa Meat) and the Federation of European Meat Industry (FEMI) have pushed for this for some time. 
The meat processing sector is a high-risk sector and the need for vaccination has been underlined in recent weeks.
Earlier this month the UK’s National Food Crime Unit (NFCU) reported that meat and poultry has become",Health
these are the coronavirus face mask rules for perth and peel wa,09 February 2021,"09 February 2021 - these are the coronavirus face mask rules for perth and peel wa
WA has been praised by medical experts for its decision to make it mandatory for residents to wear masks when they leave home.
The change took effect on Monday and was welcomed by doctors who say it’s the right step to keep the virus under control.
Dr Robyn Holland, director of the Australian Centre for Health Law Research at Bond University in Queensland, told 6PR today she believes it’s a step in the right direction.
“Certainly, it’s a step in the right direction,” Dr Holland said.
“Hopefully, it’s a step to try to reduce the spread of the virus.”
Dr Holland said it was important for people to wear masks and that the change in WA was a good decision.
“It is important to wear masks, and I think it’s very helpful for people to be wearing them,” she said.
“I think it will help reduce the spread of the virus, so it’s a good step in that regard.”
WA premier Mark McGowan announced that residents must wear a mask in","
WA has been praised by medical experts for its decision to make it mandatory for residents to wear masks when they leave home.
The change took effect on Monday and was welcomed by doctors who say it’s the right step to keep the virus under control.
Dr Robyn Holland, director of the Australian Centre for Health Law Research at Bond University in Queensland, told 6PR today she believes it’s a step in the right direction.
“Certainly, it’s a step in the right direction,” Dr Holland said.
“Hopefully, it’s a step to try to reduce the spread of the virus.”
Dr Holland said it was important for people to wear masks and that the change in WA was a good decision.
“It is important to wear masks, and I think it’s very helpful for people to be wearing them,” she said.
“I think it will help reduce the spread of the virus, so it’s a good step in that regard.”
WA premier Mark McGowan announced that residents must wear a mask in",Health
tracking australias covid 19 vaccine rollout september 24,24 September 2021,"24 September 2021 - tracking australias covid 19 vaccine rollout september 24 2021
Tracking Australia’s COVID-19 vaccine rollout: September 24, 2021
The Government has set a target to vaccinate 70% of the adult population by the end of 2021. On September 23, 2021, 62.5% of the eligible population have been vaccinated (with at least one dose) and 53.3% have been fully vaccinated. See Figure 1.
There are 19,175,000 Australians aged 12 years and over (66.5% of the population) who are eligible for vaccination (those aged 12 years and over, including those born in 2009).1
Of those eligible, 11,895,000 (61.8%) have received at least one dose of a COVID-19 vaccine.2
Of those eligible, 6,895,000 (35.8%) have been fully vaccinated (with two doses).3
Figure 1. Number of doses"," 2021
Tracking Australia’s COVID-19 vaccine rollout: September 24, 2021
The Government has set a target to vaccinate 70% of the adult population by the end of 2021. On September 23, 2021, 62.5% of the eligible population have been vaccinated (with at least one dose) and 53.3% have been fully vaccinated. See Figure 1.
There are 19,175,000 Australians aged 12 years and over (66.5% of the population) who are eligible for vaccination (those aged 12 years and over, including those born in 2009).1
Of those eligible, 11,895,000 (61.8%) have received at least one dose of a COVID-19 vaccine.2
Of those eligible, 6,895,000 (35.8%) have been fully vaccinated (with two doses).3
Figure 1. Number of doses",Health
government prime minister travel mask covid coronavirus,08 January 2021,"08 January 2021 - government prime minister travel mask covid coronavirus health medical
New Delhi, Jan 07 : The National Task Force for COVID-19 Management is planning to issue revised guidelines with new rules on wearing masks, and social distancing in the wake of the new coronavirus mutation spreading in the country.
The meeting of the Task Force will be chaired by Health Minister Harsh Vardhan on Friday. The Task Force will also discuss ways to tackle the rising number of COVID cases in the country.
As per the new guidelines, it is mandatory to wear masks in public places and on public transport in the country.
According to the current guidelines, the Central government has asked state governments to ensure that the general public wears face masks in public places, including restaurants, hotels, shopping malls, markets, public transport, religious places and places of entertainment.
It is also mandatory to wear masks in public places, according to the revised guidelines.
In its advisory, the Health Ministry had also asked state governments to ensure that the general public wore masks in public places, including restaurants,"," health medical
New Delhi, Jan 07 : The National Task Force for COVID-19 Management is planning to issue revised guidelines with new rules on wearing masks, and social distancing in the wake of the new coronavirus mutation spreading in the country.
The meeting of the Task Force will be chaired by Health Minister Harsh Vardhan on Friday. The Task Force will also discuss ways to tackle the rising number of COVID cases in the country.
As per the new guidelines, it is mandatory to wear masks in public places and on public transport in the country.
According to the current guidelines, the Central government has asked state governments to ensure that the general public wears face masks in public places, including restaurants, hotels, shopping malls, markets, public transport, religious places and places of entertainment.
It is also mandatory to wear masks in public places, according to the revised guidelines.
In its advisory, the Health Ministry had also asked state governments to ensure that the general public wore masks in public places, including restaurants,",Health
covid 19 immune system common cold coronavirus cross protection,20 January 2021,"20 January 2021 - covid 19 immune system common cold coronavirus cross protection
It’s now well established that the coronavirus SARS-CoV-2 that causes covid-19 has a very similar spike protein to a cold virus called HKU1 that causes the common cold.
We’ve known for a while that SARS-CoV-2 is also very similar to the coronavirus MERS-CoV that causes Middle East respiratory syndrome (MERS), another virus that causes a more serious disease in some people. This was discovered when scientists analysed genetic sequences of the virus.
The common cold coronavirus HKU1 is the same family as the common cold coronavirus 229E.
Now it seems the SARS-CoV-2 and HKU1 viruses share another protein, which could help explain why some people with the common cold are also more resistant to SARS-CoV-2, which causes Covid-19.
The new study, published in Nature, suggests that this protein is part of the SARS-CoV-2 spike, which plays an important role in the coronavirus binding to","
It’s now well established that the coronavirus SARS-CoV-2 that causes covid-19 has a very similar spike protein to a cold virus called HKU1 that causes the common cold.
We’ve known for a while that SARS-CoV-2 is also very similar to the coronavirus MERS-CoV that causes Middle East respiratory syndrome (MERS), another virus that causes a more serious disease in some people. This was discovered when scientists analysed genetic sequences of the virus.
The common cold coronavirus HKU1 is the same family as the common cold coronavirus 229E.
Now it seems the SARS-CoV-2 and HKU1 viruses share another protein, which could help explain why some people with the common cold are also more resistant to SARS-CoV-2, which causes Covid-19.
The new study, published in Nature, suggests that this protein is part of the SARS-CoV-2 spike, which plays an important role in the coronavirus binding to",Health
unemployed worry coronavirus supplement cut with jobseeker rise,24 February 2021,"24 February 2021 - unemployed worry coronavirus supplement cut with jobseeker rise
With the coronavirus supplement for unemployed people ending, more people could end up on the jobseeker.
The coronavirus supplement, introduced in March 2020 and set at $550 a fortnight, will end at the end of this month for people who can work.
In December, the federal government announced the coronavirus supplement would be cut for unemployed people who can work.
The new payment of $250 a fortnight will end on 27 February 2021.
Employment Minister Michaelia Cash said the coronavirus supplement had helped people to cope with the impacts of the pandemic, but it was time for people to return to the job market.
The coronavirus supplement had been extended in three tranches.
""Since March 2020, the government has provided $12.9 billion to more than 1.6 million people through the coronavirus supplement,"" Ms Cash said.
Ms Cash said the government was also increasing the payment to $40 a week for eligible Australians who need additional support through the jobseeker","
With the coronavirus supplement for unemployed people ending, more people could end up on the jobseeker.
The coronavirus supplement, introduced in March 2020 and set at $550 a fortnight, will end at the end of this month for people who can work.
In December, the federal government announced the coronavirus supplement would be cut for unemployed people who can work.
The new payment of $250 a fortnight will end on 27 February 2021.
Employment Minister Michaelia Cash said the coronavirus supplement had helped people to cope with the impacts of the pandemic, but it was time for people to return to the job market.
The coronavirus supplement had been extended in three tranches.
""Since March 2020, the government has provided $12.9 billion to more than 1.6 million people through the coronavirus supplement,"" Ms Cash said.
Ms Cash said the government was also increasing the payment to $40 a week for eligible Australians who need additional support through the jobseeker",Health
perth covid coronavirus infection hotel quarantine,31 January 2021,"31 January 2021 - perth covid coronavirus infection hotel quarantine 31 January 2021 - perth covid coronavirus infection hotel quarantine
The first case of COVID-19 has been detected in hotel quarantine in Perth.
31 January 2021 - perth covid coronavirus infection hotel quarantine 31 January 2021 - perth covid coronavirus infection hotel quarantine
WA’s first COVID-19 case has been detected in hotel quarantine in Perth.
31 January 2021 - perth covid coronavirus infection hotel quarantine 31 January 2021 - perth covid coronavirus infection hotel quarantine
The first case of COVID-19 has been detected in hotel quarantine in Perth."," 
The first case of COVID-19 has been detected in hotel quarantine in Perth.
 
WA’s first COVID-19 case has been detected in hotel quarantine in Perth.
 
The first case of COVID-19 has been detected in hotel quarantine in Perth.",Health
covid 19 pfizer astrazeneca vaccine ingredients components,03 March 2021,"03 March 2021 - covid 19 pfizer astrazeneca vaccine ingredients components
Kings of Convenience 2021
TikTok 2021
Muse 2021
The Prodigy 2021
Tory Lanez 2021
Sergio Aguero 2021
BTS 2021
H.E.R. 2021
Saweetie 2021
Bryan Adams 2021
Pete Davidson 2021
Gavin and Stacey 2021
Gareth Bale 2021
The Weeknd 2021
Rihanna 2021
Beyoncé 2021
The Weeknd 2021
Dua Lipa 2021
K-pop 2021
BTS 2021
Beyoncé 2021
G-Eazy 2021
Bryson Tiller 2021
Jhené Aiko 2021
Saweetie 2021
Davido 2021
G-Eazy 2021
","
Kings of Convenience 2021
TikTok 2021
Muse 2021
The Prodigy 2021
Tory Lanez 2021
Sergio Aguero 2021
BTS 2021
H.E.R. 2021
Saweetie 2021
Bryan Adams 2021
Pete Davidson 2021
Gavin and Stacey 2021
Gareth Bale 2021
The Weeknd 2021
Rihanna 2021
Beyoncé 2021
The Weeknd 2021
Dua Lipa 2021
K-pop 2021
BTS 2021
Beyoncé 2021
G-Eazy 2021
Bryson Tiller 2021
Jhené Aiko 2021
Saweetie 2021
Davido 2021
G-Eazy 2021
",Health
brisbane goes into three day lockdown,29 March 2021,"29 March 2021 - brisbane goes into three day lockdown
Brisbane will be put into a three-day lockdown as a result of two COVID-19 clusters, with people advised to stay at home.
Queensland Health said the lockdown would be in place from 5pm on Friday and until at least 5pm on Monday.
People in Greater Brisbane will need to stay at home and will not be allowed to leave the area unless it is essential.
People in other parts of the state will still need to comply with existing restrictions on gathering sizes and social distancing.
Premier Annastacia Palaszczuk said the three-day lockdown was necessary because there was no way to determine the number of people who had caught COVID-19.
""This is just about giving us the three days to try and track down the cases we need to track down, to make sure we don't have any other cases,"" Ms Palaszczuk said.
She said police would be out in force, ensuring people were complying with the restrictions.
""It's important to know we","
Brisbane will be put into a three-day lockdown as a result of two COVID-19 clusters, with people advised to stay at home.
Queensland Health said the lockdown would be in place from 5pm on Friday and until at least 5pm on Monday.
People in Greater Brisbane will need to stay at home and will not be allowed to leave the area unless it is essential.
People in other parts of the state will still need to comply with existing restrictions on gathering sizes and social distancing.
Premier Annastacia Palaszczuk said the three-day lockdown was necessary because there was no way to determine the number of people who had caught COVID-19.
""This is just about giving us the three days to try and track down the cases we need to track down, to make sure we don't have any other cases,"" Ms Palaszczuk said.
She said police would be out in force, ensuring people were complying with the restrictions.
""It's important to know we",Health
tracking australias covid 19 vaccine rollout september 1,01 September 2021,"01 September 2021 - tracking australias covid 19 vaccine rollout september 1 2021 The Australian Government is providing a summary of the key facts about the vaccine roll-out. In total, there are 10 different vaccines approved for use by the TGA. The Pfizer vaccine is the only vaccine currently available to the Australian public. This summary is regularly updated to reflect any changes in supply or progress in the rollout.
02 September 2021 - tracking australias covid 19 vaccine rollout september 2 2021 The Australian Government is providing a summary of the key facts about the vaccine roll-out. In total, there are 10 different vaccines approved for use by the TGA. The Pfizer vaccine is the only vaccine currently available to the Australian public. This summary is regularly updated to reflect any changes in supply or progress in the rollout.
03 September 2021 - tracking australias covid 19 vaccine rollout september 3 2021 The Australian Government is providing a summary of the key facts about the vaccine roll-out. In total, there are 10 different"," 2021 The Australian Government is providing a summary of the key facts about the vaccine roll-out. In total, there are 10 different vaccines approved for use by the TGA. The Pfizer vaccine is the only vaccine currently available to the Australian public. This summary is regularly updated to reflect any changes in supply or progress in the rollout.
02 September 2021 - tracking australias covid 19 vaccine rollout september 2 2021 The Australian Government is providing a summary of the key facts about the vaccine roll-out. In total, there are 10 different vaccines approved for use by the TGA. The Pfizer vaccine is the only vaccine currently available to the Australian public. This summary is regularly updated to reflect any changes in supply or progress in the rollout.
03 September 2021 - tracking australias covid 19 vaccine rollout september 3 2021 The Australian Government is providing a summary of the key facts about the vaccine roll-out. In total, there are 10 different",Health
greater sydney lockdown extended for one week,07 July 2021,"07 July 2021 - greater sydney lockdown extended for one week to 28 July, but what about the rest of NSW?
The government has decided to extend the Greater Sydney lockdown until at least 28 July. This is despite the virus no longer being able to be transmitted in the community in Sydney, the rest of NSW, or in most of Australia, so what's the deal? Is this a ploy to try to get more Australians vaccinated?
A few days ago the government had been considering removing Greater Sydney from lockdown in the week starting 19 July. A decision was due by 7 July. The announcement of the 1 week extension came late on 7 July.
The reason given for the extension is ""because it will take time to restore testing and contact tracing services to normal"". The government says there has been a shortage of contact tracers and that this has been addressed, but the number of people getting tested for COVID-19 remains low, and there is no indication that this will increase over the next 1 week. So why is the"," to 28 July, but what about the rest of NSW?
The government has decided to extend the Greater Sydney lockdown until at least 28 July. This is despite the virus no longer being able to be transmitted in the community in Sydney, the rest of NSW, or in most of Australia, so what's the deal? Is this a ploy to try to get more Australians vaccinated?
A few days ago the government had been considering removing Greater Sydney from lockdown in the week starting 19 July. A decision was due by 7 July. The announcement of the 1 week extension came late on 7 July.
The reason given for the extension is ""because it will take time to restore testing and contact tracing services to normal"". The government says there has been a shortage of contact tracers and that this has been addressed, but the number of people getting tested for COVID-19 remains low, and there is no indication that this will increase over the next 1 week. So why is the",Health
astrazeneca pfizer what is the difference in covid 19 vaccines,12 January 2021,"12 January 2021 - astrazeneca pfizer what is the difference in covid 19 vaccines
The vaccines that have received EUA for use in people 12 years of age and older, Moderna and Johnson & Johnson, are safe and effective. But what is the difference between the vaccines? 
The FDA authorized the Pfizer and Moderna vaccines for emergency use in people 16 years and older. A third vaccine, developed by Johnson & Johnson, received an EUA for people 18 and older on February 26, 2021. The vaccines are similar in several ways, and there are some differences.
In terms of safety, all three vaccines received FDA authorization under Emergency Use Authorization (EUA). The EUA process is used for products that are in short supply, when no other adequate, approved, and available alternative exists. Because these vaccines were not previously authorized or approved, the FDA is using its emergency authority to allow their use.
The Pfizer and Moderna vaccines were authorized based on data from Phase 3 clinical trials. The Phase 3 trial evaluated efficacy and safety in","
The vaccines that have received EUA for use in people 12 years of age and older, Moderna and Johnson & Johnson, are safe and effective. But what is the difference between the vaccines? 
The FDA authorized the Pfizer and Moderna vaccines for emergency use in people 16 years and older. A third vaccine, developed by Johnson & Johnson, received an EUA for people 18 and older on February 26, 2021. The vaccines are similar in several ways, and there are some differences.
In terms of safety, all three vaccines received FDA authorization under Emergency Use Authorization (EUA). The EUA process is used for products that are in short supply, when no other adequate, approved, and available alternative exists. Because these vaccines were not previously authorized or approved, the FDA is using its emergency authority to allow their use.
The Pfizer and Moderna vaccines were authorized based on data from Phase 3 clinical trials. The Phase 3 trial evaluated efficacy and safety in",Health
covid continues to cause lockdowns and disruptions,12 August 2021,"12 August 2021 - covid continues to cause lockdowns and disruptions, and the U.S. Supreme Court's decision to permit abortion providers to continue their efforts to block Texas's new law restricting the procedure is welcome news. In June, the law, known as S.B. 8, took effect. It prohibits abortions after about six weeks, before many people know they're pregnant. It also allows private citizens to sue abortion providers and anyone who ""aids and abets"" an abortion after six weeks.
The decision, which permits providers to continue to challenge the law, says the federal courts have the authority to hear cases involving state law that ""interfere with the exercise of the federal right"" to an abortion.
The Court's opinion, authored by Justice Samuel A. Alito, Jr., and joined by Chief Justice John G. Roberts, Jr., and Justices Brett M. Kavanaugh and Amy Coney Barrett, said the lower courts have failed to take ""an independent, plenary, and unhesitating look"" at the law's ""intr",", and the U.S. Supreme Court's decision to permit abortion providers to continue their efforts to block Texas's new law restricting the procedure is welcome news. In June, the law, known as S.B. 8, took effect. It prohibits abortions after about six weeks, before many people know they're pregnant. It also allows private citizens to sue abortion providers and anyone who ""aids and abets"" an abortion after six weeks.
The decision, which permits providers to continue to challenge the law, says the federal courts have the authority to hear cases involving state law that ""interfere with the exercise of the federal right"" to an abortion.
The Court's opinion, authored by Justice Samuel A. Alito, Jr., and joined by Chief Justice John G. Roberts, Jr., and Justices Brett M. Kavanaugh and Amy Coney Barrett, said the lower courts have failed to take ""an independent, plenary, and unhesitating look"" at the law's ""intr",Health
