Original_Text,Formatted_Date,Generated_Full_Response,Extracted_Key_Response,Category
big cow named russell sells at weekly naracoorte market,10 February 2021,"10 February 2021 - big cow named russell sells at weekly naracoorte market
The Naracoorte Saleyards in South Australia sold a 3yo Charbray cow, Russell’s Lady of the West at 4000gns.
She has been in the Russell family since the beginning and is one of 7 calves from this cow by the famous stud sire, Russell’s Legend. 
This heifer has been used for years as a breeding cow by the family and her calf this year, by Russell’s Top Shot, was sold for $8000 last week.
The cow is a real looker and stands head and shoulders above the rest.","
The Naracoorte Saleyards in South Australia sold a 3yo Charbray cow, Russell’s Lady of the West at 4000gns.
She has been in the Russell family since the beginning and is one of 7 calves from this cow by the famous stud sire, Russell’s Legend. 
This heifer has been used for years as a breeding cow by the family and her calf this year, by Russell’s Top Shot, was sold for $8000 last week.
The cow is a real looker and stands head and shoulders above the rest.",Economy
aldi changed supermarket shopping in australia in two decades,22 January 2021,"22 January 2021 - aldi changed supermarket shopping in australia in two decades with a single innovation
Aldi, Australia's fifth largest grocery retailer, has announced a strategic review of its business after reporting a $2.6 billion fall in sales during the year to June 2020.
In its annual report, the discount chain said sales fell to $24.3 billion during the year after the impact of the COVID-19 pandemic, and that like-for-like sales, which strips out the effect of new stores and expansion, fell 1.4%.
Like-for-like sales fell 1.4% in the year to 30 June 2020
While sales in Australia grew by 0.6%, those in the UK fell 7.5% and in Germany by 3.5%. The supermarket, which has 16 stores in the UK, said it has been impacted by a ""weaker than expected consumer environment"".
The report said: ""Aldi is well-positioned to navigate the impacts of the pandemic as it benefits from having"," with a single innovation
Aldi, Australia's fifth largest grocery retailer, has announced a strategic review of its business after reporting a $2.6 billion fall in sales during the year to June 2020.
In its annual report, the discount chain said sales fell to $24.3 billion during the year after the impact of the COVID-19 pandemic, and that like-for-like sales, which strips out the effect of new stores and expansion, fell 1.4%.
Like-for-like sales fell 1.4% in the year to 30 June 2020
While sales in Australia grew by 0.6%, those in the UK fell 7.5% and in Germany by 3.5%. The supermarket, which has 16 stores in the UK, said it has been impacted by a ""weaker than expected consumer environment"".
The report said: ""Aldi is well-positioned to navigate the impacts of the pandemic as it benefits from having",Economy
australian man arrested allegedly running dark net marketplace,13 January 2021,"13 January 2021 - australian man arrested allegedly running dark net marketplace - latest news
Australian Man Arrested Allegedly Running Dark Net Marketplace
The Dark Web is a hidden network of sites accessible only by the Tor browser. The site’s name is derived from the dark net because the network is often used for illegal activities. There is a plethora of illegal drugs and other illicit goods available on the Dark Web, as well as a number of sites that sell these goods. The site’s administrators have been arrested, and an Australian man has been charged with running the site. This is the first time an Australian has been charged with running a Dark Web marketplace.
What is a dark net marketplace?
Dark net marketplaces are websites that operate on the dark web and offer a wide range of products and services. They typically use the Tor network, which is a network of onion sites that are encrypted and cannot be accessed by normal web browsers. They are often used to buy and sell illegal goods and services, such as drugs, firearms, and hacking tools.
The first dark net marketplace"," - latest news
Australian Man Arrested Allegedly Running Dark Net Marketplace
The Dark Web is a hidden network of sites accessible only by the Tor browser. The site’s name is derived from the dark net because the network is often used for illegal activities. There is a plethora of illegal drugs and other illicit goods available on the Dark Web, as well as a number of sites that sell these goods. The site’s administrators have been arrested, and an Australian man has been charged with running the site. This is the first time an Australian has been charged with running a Dark Web marketplace.
What is a dark net marketplace?
Dark net marketplaces are websites that operate on the dark web and offer a wide range of products and services. They typically use the Tor network, which is a network of onion sites that are encrypted and cannot be accessed by normal web browsers. They are often used to buy and sell illegal goods and services, such as drugs, firearms, and hacking tools.
The first dark net marketplace",Economy
seouls housing market makes australias look tame,06 May 2021,"06 May 2021 - seouls housing market makes australias look tame - Property Market Trends
Seoul’s housing market makes Australia’s look tame
Housing market conditions in Sydney are not just tame; they are downright meek. For years, Sydney home values have grown so slowly that they’ve been compared to a garden snail. According to the latest Domain report, Sydney home values have increased by 1.2 per cent over the past three months, which is just 4.5 per cent above their level of a year ago. For a time, even Sydney’s housing market looked more active than Melbourne’s. But over the past month, the Sydney market has slowed, with sales down 14 per cent on the previous month. The average price of a house in Sydney has increased by just 1.8 per cent over the past year. A snail, perhaps, but a slow-moving one. Sydney’s home prices are up 19.7 per cent over the past decade. In contrast, Seoul, South Korea’s capital city, has"," - Property Market Trends
Seoul’s housing market makes Australia’s look tame
Housing market conditions in Sydney are not just tame; they are downright meek. For years, Sydney home values have grown so slowly that they’ve been compared to a garden snail. According to the latest Domain report, Sydney home values have increased by 1.2 per cent over the past three months, which is just 4.5 per cent above their level of a year ago. For a time, even Sydney’s housing market looked more active than Melbourne’s. But over the past month, the Sydney market has slowed, with sales down 14 per cent on the previous month. The average price of a house in Sydney has increased by just 1.8 per cent over the past year. A snail, perhaps, but a slow-moving one. Sydney’s home prices are up 19.7 per cent over the past decade. In contrast, Seoul, South Korea’s capital city, has",Economy
just what is the cost of covid to our economy,19 August 2021,"19 August 2021 - just what is the cost of covid to our economy?
The latest Covid-19 stats show 13, 500 new cases reported yesterday and 27 deaths. A total of 1.7m people have tested positive for the virus in the UK, and 134, 000 people have died with the virus. 
In Scotland, where I live, there are currently over 3,500 people in hospital with covid and 70 deaths over the last 7 days.  As of 4pm today (19 August) there were 12, 198 confirmed cases of Covid-19 in Scotland. The number of patients in hospital with confirmed or suspected Covid-19 increased by 20 in the past 24 hours. This brings the number of patients in hospital with confirmed or suspected Covid-19 to 3, 501.
The number of people admitted to hospital with confirmed or suspected Covid-19 in the past 7 days has risen by 23 to 2, 430. Of these, 31 are in intensive care","?
The latest Covid-19 stats show 13, 500 new cases reported yesterday and 27 deaths. A total of 1.7m people have tested positive for the virus in the UK, and 134, 000 people have died with the virus. 
In Scotland, where I live, there are currently over 3,500 people in hospital with covid and 70 deaths over the last 7 days.  As of 4pm today (19 August) there were 12, 198 confirmed cases of Covid-19 in Scotland. The number of patients in hospital with confirmed or suspected Covid-19 increased by 20 in the past 24 hours. This brings the number of patients in hospital with confirmed or suspected Covid-19 to 3, 501.
The number of people admitted to hospital with confirmed or suspected Covid-19 in the past 7 days has risen by 23 to 2, 430. Of these, 31 are in intensive care",Economy
wattleseed boosts economy,14 February 2021,"14 February 2021 - wattleseed boosts economy
Wattleseed is the only indigenous Australian superfood with proven medicinal and culinary value. It has a rich history in Australia and was traditionally eaten by Aboriginal people. However, it was only in 2009 that Australian wattleseed was named a superfood by the Australian Government and it was added to the Therapeutic Goods Administration (TGA) in 2015. Since then, the global market for wattleseed has increased 250% from 2015 to 2019.
Wattleseed is an ancient food in Australia and the name comes from the Latin for willow. The Australian Native Wattle Tree is a plant species in the pea family. It is the national floral emblem of Australia, and was adopted as such in 1988. Its scientific name is Acacia pycnantha.
Aboriginal people have used the wattle tree seeds and leaves to make food, medicine and tools for thousands of years. In the late 1800s, a German botan","
Wattleseed is the only indigenous Australian superfood with proven medicinal and culinary value. It has a rich history in Australia and was traditionally eaten by Aboriginal people. However, it was only in 2009 that Australian wattleseed was named a superfood by the Australian Government and it was added to the Therapeutic Goods Administration (TGA) in 2015. Since then, the global market for wattleseed has increased 250% from 2015 to 2019.
Wattleseed is an ancient food in Australia and the name comes from the Latin for willow. The Australian Native Wattle Tree is a plant species in the pea family. It is the national floral emblem of Australia, and was adopted as such in 1988. Its scientific name is Acacia pycnantha.
Aboriginal people have used the wattle tree seeds and leaves to make food, medicine and tools for thousands of years. In the late 1800s, a German botan",Economy
global markets see increased concern over inflation,29 September 2021,"29 September 2021 - global markets see increased concern over inflationary pressures
The S&P/ASX200 closed down 1.8% to 7101 while the SPI futures are down 0.8% at the time of writing. The AUD/USD is down at US66 cents while US stocks have rallied in line with tech stocks. Overnight China markets saw 10-year bond yields spike above 2.5% for the first time in 13 years.
The Australian labour market will get the spotlight this week with the release of the August labour force report. The consensus is for employment to grow by 15k, however, with the RBA in favour of maintaining the pace of tapering until the labour market has improved significantly from its current levels. The unemployment rate is expected to remain unchanged at 4.8%.
Oil prices have dropped this morning following the weekend’s OPEC+ announcement that will see it begin to increase production levels by 400k bpd. The US dollar remains a strong contender as a safe-haven currency","ary pressures
The S&P/ASX200 closed down 1.8% to 7101 while the SPI futures are down 0.8% at the time of writing. The AUD/USD is down at US66 cents while US stocks have rallied in line with tech stocks. Overnight China markets saw 10-year bond yields spike above 2.5% for the first time in 13 years.
The Australian labour market will get the spotlight this week with the release of the August labour force report. The consensus is for employment to grow by 15k, however, with the RBA in favour of maintaining the pace of tapering until the labour market has improved significantly from its current levels. The unemployment rate is expected to remain unchanged at 4.8%.
Oil prices have dropped this morning following the weekend’s OPEC+ announcement that will see it begin to increase production levels by 400k bpd. The US dollar remains a strong contender as a safe-haven currency",Economy
property market still rising but at a slower pace;,01 November 2021,"01 November 2021 - property market still rising but at a slower pace; no increase in prices
On 1st November 2021 the latest property index (HPI) was published by the ONS (Office for National Statistics).
The average house price in the UK was up 7.6% in the 12 months to October 2021, the lowest increase for six months.
Average house prices in England were up 8.1% year-on-year and in Wales they were up 8.7%, but house prices fell in Scotland by 0.2%. In Northern Ireland they were up 5.1%.
The average price paid for a property in the UK was £271,000 in October 2021, up £19,000 (+7.6%) compared with October 2020. House prices rose by 2.1% in the three months to October 2021.
Prices rose in all regions of the UK in the year to October 2021, with the highest increases in the North West (+12.0"," no increase in prices
On 1st November 2021 the latest property index (HPI) was published by the ONS (Office for National Statistics).
The average house price in the UK was up 7.6% in the 12 months to October 2021, the lowest increase for six months.
Average house prices in England were up 8.1% year-on-year and in Wales they were up 8.7%, but house prices fell in Scotland by 0.2%. In Northern Ireland they were up 5.1%.
The average price paid for a property in the UK was £271,000 in October 2021, up £19,000 (+7.6%) compared with October 2020. House prices rose by 2.1% in the three months to October 2021.
Prices rose in all regions of the UK in the year to October 2021, with the highest increases in the North West (+12.0",Economy
minister for finance simon birmingham joins,11 May 2021,"11 May 2021 - minister for finance simon birmingham joins the latest episode of the daily business podcast
5 May 2021 - minister for finance simon birmingham discusses how the covid-19 crisis is driving changes in the global economy
30 April 2021 - minister for finance simon birmingham discusses how the government is using the covid-19 crisis to reform the economy
29 April 2021 - minister for finance simon birmingham discusses the covid-19 crisis and its effects on the global economy
28 April 2021 - minister for finance simon birmingham talks about the covid-19 crisis and its effects on the global economy
12 April 2021 - minister for finance simon birmingham discusses the economic impact of the covid-19 crisis and its effects on the global economy
7 April 2021 - minister for finance simon birmingham talks about the impact of the covid-19 crisis and the economic reforms that the government is implementing
6 April 2021 - minister for finance simon birmingham talks about"," the latest episode of the daily business podcast
5 May 2021 - minister for finance simon birmingham discusses how the covid-19 crisis is driving changes in the global economy
30 April 2021 - minister for finance simon birmingham discusses how the government is using the covid-19 crisis to reform the economy
29 April 2021 - minister for finance simon birmingham discusses the covid-19 crisis and its effects on the global economy
28 April 2021 - minister for finance simon birmingham talks about the covid-19 crisis and its effects on the global economy
12 April 2021 - minister for finance simon birmingham discusses the economic impact of the covid-19 crisis and its effects on the global economy
7 April 2021 - minister for finance simon birmingham talks about the impact of the covid-19 crisis and the economic reforms that the government is implementing
6 April 2021 - minister for finance simon birmingham talks about",Economy
shearer shortage bites as australian wool market recovers,06 March 2021,"06 March 2021 - shearer shortage bites as australian wool market recovers
05 February 2021 - australia's sheep and wool industry has a bright future
05 November 2020 - wool industry welcomes woolmark's first online-only auction
27 October 2020 - shearing sector in dire straits amid covid-19 and a shearing shortage
06 October 2020 - wool industry applauds government's $1.6 billion support package for primary producers
30 July 2020 - the wool industry has lost $1.3 billion since the onset of covid-19
29 July 2020 - woolmark launches the global wool design challenge
29 July 2020 - wool industry welcomes support for wool and lamb producers during coronavirus crisis
13 May 2020 - woolmark and merino sheep society collaborate on global virtual shearing competition
12 May 2020 - wool industry applauds sheep and wool industry covid-19 support package
30 April 2020 - wool industry looks forward to continued support as covid-19 crisis eases","
05 February 2021 - australia's sheep and wool industry has a bright future
05 November 2020 - wool industry welcomes woolmark's first online-only auction
27 October 2020 - shearing sector in dire straits amid covid-19 and a shearing shortage
06 October 2020 - wool industry applauds government's $1.6 billion support package for primary producers
30 July 2020 - the wool industry has lost $1.3 billion since the onset of covid-19
29 July 2020 - woolmark launches the global wool design challenge
29 July 2020 - wool industry welcomes support for wool and lamb producers during coronavirus crisis
13 May 2020 - woolmark and merino sheep society collaborate on global virtual shearing competition
12 May 2020 - wool industry applauds sheep and wool industry covid-19 support package
30 April 2020 - wool industry looks forward to continued support as covid-19 crisis eases",Economy
china australia trade war winemakers look for new markets covid,02 January 2021,"02 January 2021 - china australia trade war winemakers look for new markets covid 19 pandemic australian trade mission
The Australian wine sector has been one of the worst hit in the country by the COVID-19 pandemic, as global travel restrictions and the ongoing China-Australia trade war have impacted the industry.
Despite the ongoing economic uncertainty and disruption, winemakers in Australia are now focusing their attention on new markets in an effort to continue trading amid the ongoing global trade war.
With exports of Australian wine in China facing a number of problems in the past few years, the wine sector in Australia is now turning its attention to Japan and the United States. However, the Australian wine sector is also expecting some challenges from the Japanese government due to some ongoing issues with alcohol consumption in the country.
The global wine industry has been affected by the pandemic as travel restrictions have put a halt on international trade. As a result, winemakers in Australia have been forced to look for new export markets as the Chinese market has shrunk due to the ongoing trade war between Australia and China.
During"," 19 pandemic australian trade mission
The Australian wine sector has been one of the worst hit in the country by the COVID-19 pandemic, as global travel restrictions and the ongoing China-Australia trade war have impacted the industry.
Despite the ongoing economic uncertainty and disruption, winemakers in Australia are now focusing their attention on new markets in an effort to continue trading amid the ongoing global trade war.
With exports of Australian wine in China facing a number of problems in the past few years, the wine sector in Australia is now turning its attention to Japan and the United States. However, the Australian wine sector is also expecting some challenges from the Japanese government due to some ongoing issues with alcohol consumption in the country.
The global wine industry has been affected by the pandemic as travel restrictions have put a halt on international trade. As a result, winemakers in Australia have been forced to look for new export markets as the Chinese market has shrunk due to the ongoing trade war between Australia and China.
During",Economy
asx share market wall street tech european covid19,25 March 2021,"25 March 2021 - asx share market wall street tech european covid19
Share market live: ASX up, Wall St drops as Fed minutes, EU COVID19 rules released
The US Federal Reserve has released minutes from its March meeting. Read our live updates as the Australian share market rises and Wall Street falls.
The US Federal Reserve has released minutes from its March meeting.
It shows Fed officials saw “substantial further monetary easing as likely to be needed” to support the US economy.
Minutes from the March meeting showed officials were aware of risks posed by a pandemic resurgence, the potential for a recession and the US presidential election in November.
The Australian share market is now up 0.45 per cent or 39 points at 8732.
Shares in Fortescue Metals, BHP and Newcrest are all up.
Shares in Qantas and Virgin Australia are down, but still higher than yesterday’s close.
The US Dow Jones Industrial Average is down 0.4 per cent or 103 points at 26,000.
European shares are down 0","
Share market live: ASX up, Wall St drops as Fed minutes, EU COVID19 rules released
The US Federal Reserve has released minutes from its March meeting. Read our live updates as the Australian share market rises and Wall Street falls.
The US Federal Reserve has released minutes from its March meeting.
It shows Fed officials saw “substantial further monetary easing as likely to be needed” to support the US economy.
Minutes from the March meeting showed officials were aware of risks posed by a pandemic resurgence, the potential for a recession and the US presidential election in November.
The Australian share market is now up 0.45 per cent or 39 points at 8732.
Shares in Fortescue Metals, BHP and Newcrest are all up.
Shares in Qantas and Virgin Australia are down, but still higher than yesterday’s close.
The US Dow Jones Industrial Average is down 0.4 per cent or 103 points at 26,000.
European shares are down 0",Economy
beyond the coal economy: part 1,01 February 2021,"01 February 2021 - beyond the coal economy: part 1
For many of the world’s countries, the pandemic has had a devastating effect on their economies. But one region of the world is poised to bounce back from the effects of the coronavirus with surprising speed. That’s because of its location, its mineral wealth and its size.
China is home to around 19 percent of the world’s population and, as we have just heard, has become the world’s largest importer of minerals in recent years. That means China is heavily reliant on the mineral supply chain, which can be seen in the graph above.
But China also has a lot of its own mineral reserves, and the vast majority of those are found in the Xinjiang region in the far west of China.
Xinjiang contains more than 25,000 tonnes of copper and almost 5,000 tonnes of cobalt. There’s also a massive amount of rare earths and other minerals found in Xinjiang, such as niobium, magnesium, lithium and uranium.
As we have just","
For many of the world’s countries, the pandemic has had a devastating effect on their economies. But one region of the world is poised to bounce back from the effects of the coronavirus with surprising speed. That’s because of its location, its mineral wealth and its size.
China is home to around 19 percent of the world’s population and, as we have just heard, has become the world’s largest importer of minerals in recent years. That means China is heavily reliant on the mineral supply chain, which can be seen in the graph above.
But China also has a lot of its own mineral reserves, and the vast majority of those are found in the Xinjiang region in the far west of China.
Xinjiang contains more than 25,000 tonnes of copper and almost 5,000 tonnes of cobalt. There’s also a massive amount of rare earths and other minerals found in Xinjiang, such as niobium, magnesium, lithium and uranium.
As we have just",Economy
life after china: new markets for australian,14 February 2021,"14 February 2021 - life after china: new markets for australian wine
We are in the midst of a great change for Australian wine – and our nation’s international market share is about to grow. Australia has been a consistent export destination for Australian wine since the 1970s. In that time, our exports have grown by 800% from 70 million litres of wine to 570 million litres in 2019.
China has been the single biggest export market for Australian wine since 2009. In 2019 we sent over 200 million litres of wine there. It was a very good year, but the Covid-19 pandemic in 2020 took its toll and we dropped to just 120 million litres. In the 2019/20 financial year, our wine exports hit an all-time high of over $2.7 billion. In 2020, that figure fell by a third to $1.9 billion. But China’s market is set to bounce back this year, with 150 million litres expected to be shipped to"," wine
We are in the midst of a great change for Australian wine – and our nation’s international market share is about to grow. Australia has been a consistent export destination for Australian wine since the 1970s. In that time, our exports have grown by 800% from 70 million litres of wine to 570 million litres in 2019.
China has been the single biggest export market for Australian wine since 2009. In 2019 we sent over 200 million litres of wine there. It was a very good year, but the Covid-19 pandemic in 2020 took its toll and we dropped to just 120 million litres. In the 2019/20 financial year, our wine exports hit an all-time high of over $2.7 billion. In 2020, that figure fell by a third to $1.9 billion. But China’s market is set to bounce back this year, with 150 million litres expected to be shipped to",Economy
thursday markets with elizabeth tian,01 April 2021,"01 April 2021 - thursday markets with elizabeth tian
Our regular Thursday Markets are back! Come join us in the morning for a little market action.
Elizabeth Tian is our guest curator for the Thursday Markets.
Elizabeth Tian is an independent curator, producer and a public arts worker based in Sydney, Australia. She is a 2020 recipient of the Australia Council New Work Residency and currently a 2021 City of Sydney Creative Fellowship recipient. Her curatorial practice is grounded in social engagement, and a desire to cultivate community through the arts. Elizabeth believes that art can play a pivotal role in the process of re-evaluation and critical thinking. Through art, she is able to challenge and provoke an audience’s understanding of the world around them. Her past curatorial projects include: The Migrant Project (a multi-disciplinary collaboration with a group of Syrian refugee artists), Migrant Stories, and My Kitchen Table: Cooking for Change, which explores the concept of “home” in an urban context.
Thursday 1 April 2021 - 9am","
Our regular Thursday Markets are back! Come join us in the morning for a little market action.
Elizabeth Tian is our guest curator for the Thursday Markets.
Elizabeth Tian is an independent curator, producer and a public arts worker based in Sydney, Australia. She is a 2020 recipient of the Australia Council New Work Residency and currently a 2021 City of Sydney Creative Fellowship recipient. Her curatorial practice is grounded in social engagement, and a desire to cultivate community through the arts. Elizabeth believes that art can play a pivotal role in the process of re-evaluation and critical thinking. Through art, she is able to challenge and provoke an audience’s understanding of the world around them. Her past curatorial projects include: The Migrant Project (a multi-disciplinary collaboration with a group of Syrian refugee artists), Migrant Stories, and My Kitchen Table: Cooking for Change, which explores the concept of “home” in an urban context.
Thursday 1 April 2021 - 9am",Economy
inflation rises despite covid 19 recession,27 January 2021,"27 January 2021 - inflation rises despite covid 19 recession
After a 0.5% rise in the UK Consumer Price Index (CPI) in November 2020, it rose by 0.7% in December 2020.
The ONS said the rise in December was mainly due to rises in clothing, footwear, furniture, household goods and recreation and culture.
The Consumer Price Index (CPI) measures the change in the prices of a fixed range of goods and services which are representative of the change in the cost of living for consumers. The change in CPI over time reflects the increase or decrease in the cost of a fixed basket of goods and services.
The ONS said that the annual growth rate was 0.4%, up from 0.1% in November.
The Consumer Prices Index including owner occupiers' housing costs (CPIH) rose 0.8% between November 2020 and December 2020, and 0.5% over the last 12 months. This was due to","
After a 0.5% rise in the UK Consumer Price Index (CPI) in November 2020, it rose by 0.7% in December 2020.
The ONS said the rise in December was mainly due to rises in clothing, footwear, furniture, household goods and recreation and culture.
The Consumer Price Index (CPI) measures the change in the prices of a fixed range of goods and services which are representative of the change in the cost of living for consumers. The change in CPI over time reflects the increase or decrease in the cost of a fixed basket of goods and services.
The ONS said that the annual growth rate was 0.4%, up from 0.1% in November.
The Consumer Prices Index including owner occupiers' housing costs (CPIH) rose 0.8% between November 2020 and December 2020, and 0.5% over the last 12 months. This was due to",Economy
vietnam communist party congress five years economy covid rights,27 January 2021,"27 January 2021 - vietnam communist party congress five years economy covid rights democracy elections politics
Party to launch a 5-year development plan in June, says Politburo member Tran Quoc Vuong
The 13th Communist Party of Vietnam Central Committee (CPVCC) has set the target of completing a five-year development plan by June 2022, Politburo member Tran Quoc Vuong told a conference held in Hanoi on January 27.
The plan will cover the period from 2021-2025 and will be the sixth five-year development plan for Vietnam.
It will also be the first five-year plan to be approved by the 13th National Assembly, said Vuong, who is also CPVCC’s Standing Member on the Central Inspection Commission.
During the upcoming session, the 13th NA is expected to approve the draft five-year development plan in the second half of 2021.
Vuong emphasized that the next plan must address the issues and problems arising from the Covid-19 pandemic, while at the same time making"," democracy elections politics
Party to launch a 5-year development plan in June, says Politburo member Tran Quoc Vuong
The 13th Communist Party of Vietnam Central Committee (CPVCC) has set the target of completing a five-year development plan by June 2022, Politburo member Tran Quoc Vuong told a conference held in Hanoi on January 27.
The plan will cover the period from 2021-2025 and will be the sixth five-year development plan for Vietnam.
It will also be the first five-year plan to be approved by the 13th National Assembly, said Vuong, who is also CPVCC’s Standing Member on the Central Inspection Commission.
During the upcoming session, the 13th NA is expected to approve the draft five-year development plan in the second half of 2021.
Vuong emphasized that the next plan must address the issues and problems arising from the Covid-19 pandemic, while at the same time making",Economy
inflation cpi data abs december quarter,27 January 2021,"27 January 2021 - inflation cpi data abs december quarter 2020
27 January 2021 - inflation cpi data abs december quarter 2020
The annual increase in the CPI for the December quarter 2020 is 2.3 per cent, following a 0.9 per cent fall in the December quarter 2019.
The main contributors to the increase in the December quarter 2020 were: a 6.0 per cent rise in the price of fruit; a 5.2 per cent rise in the price of education and tuition; a 4.0 per cent rise in the price of accommodation hire; a 3.4 per cent rise in the price of restaurants and cafes; a 2.8 per cent rise in the price of recreation and culture; and a 2.7 per cent rise in the price of petrol. 
For further information, please see the table on CPI data (below) and the full December quarter 2020 release. 
The ABS has published the CPI in two"," 2020
 2020
The annual increase in the CPI for the December quarter 2020 is 2.3 per cent, following a 0.9 per cent fall in the December quarter 2019.
The main contributors to the increase in the December quarter 2020 were: a 6.0 per cent rise in the price of fruit; a 5.2 per cent rise in the price of education and tuition; a 4.0 per cent rise in the price of accommodation hire; a 3.4 per cent rise in the price of restaurants and cafes; a 2.8 per cent rise in the price of recreation and culture; and a 2.7 per cent rise in the price of petrol. 
For further information, please see the table on CPI data (below) and the full December quarter 2020 release. 
The ABS has published the CPI in two",Economy
impact of evergrande debt on aus markets,21 September 2021,"21 September 2021 - impact of evergrande debt on aus markets
21 September 2021 - impact of evergrande debt on aus markets
This morning, the S&P/ASX 200 index fell by 0.2% to 7,437.0. All sectors closed lower with the materials sector falling the most at 0.7%. The ASX 200 finished 0.3% higher for the week. The S&P/ASX 200 closed lower for the week as investors reacted to the debt default of Chinese property developer Evergrande Group.
Evergrande’s debt default triggered a selloff in Chinese equities and bonds. The sell-off sent the CSI 300 Index down by 3.2% on Monday, the largest one-day drop since 2015. The move in Chinese equities spread to other markets in Asia including the Nikkei 225 which fell by 1.5% and the Hang Seng which fell by 1.1%. The move also sent gold prices higher","

This morning, the S&P/ASX 200 index fell by 0.2% to 7,437.0. All sectors closed lower with the materials sector falling the most at 0.7%. The ASX 200 finished 0.3% higher for the week. The S&P/ASX 200 closed lower for the week as investors reacted to the debt default of Chinese property developer Evergrande Group.
Evergrande’s debt default triggered a selloff in Chinese equities and bonds. The sell-off sent the CSI 300 Index down by 3.2% on Monday, the largest one-day drop since 2015. The move in Chinese equities spread to other markets in Asia including the Nikkei 225 which fell by 1.5% and the Hang Seng which fell by 1.1%. The move also sent gold prices higher",Economy
vegan wool weganool marketing angers woolgrowers,12 March 2021,"12 March 2021 - vegan wool weganool marketing angers woolgrowers, the new woolen clothing line is a hot topic in the news these days. it’s the brainchild of vegan wool brand Weganool, and is being marketed as a way for animal agriculture to end. “we’re excited to bring together the two industries, wool and veganism, to create a […]
12 March 2021 - vegan wool weganool marketing angers woolgrowers, the new woolen clothing line is a hot topic in the news these days. it’s the brainchild of vegan wool brand Weganool, and is being marketed as a way for animal agriculture to end. “we’re excited to bring together the two industries, wool and veganism, to create a clothing line that’s both sustainable and cruelty-free,” says founder and CEO of Weganool, Chris Wittenberg. “our goal is to provide a product that people will want to wear, and that can also help end animal agriculture.”
wolfram von kieseritch, the",", the new woolen clothing line is a hot topic in the news these days. it’s the brainchild of vegan wool brand Weganool, and is being marketed as a way for animal agriculture to end. “we’re excited to bring together the two industries, wool and veganism, to create a […]
, the new woolen clothing line is a hot topic in the news these days. it’s the brainchild of vegan wool brand Weganool, and is being marketed as a way for animal agriculture to end. “we’re excited to bring together the two industries, wool and veganism, to create a clothing line that’s both sustainable and cruelty-free,” says founder and CEO of Weganool, Chris Wittenberg. “our goal is to provide a product that people will want to wear, and that can also help end animal agriculture.”
wolfram von kieseritch, the",Economy
bitcoin record high 52000 asx wall street stocks tech,18 February 2021,"18 February 2021 - bitcoin record high 52000 asx wall street stocks tech
As stocks soared to new record highs, the Australian dollar rose to a 14-month high against the greenback, while the Australian market posted the biggest one-day gain in a year and a half.
A stronger Australian dollar will push back the value of imports and make exports more expensive.
The Aussie dollar has jumped 2 per cent since last week after news of a coronavirus vaccine breakthrough and hopes of further stimulus.
The market is also buoyed by the latest Chinese economic data and expectations of further cuts to interest rates by the Reserve Bank of Australia.
The dollar rose above US$0.75 in early trade on Tuesday, its highest level since March last year, before pulling back.
The Australian dollar was last at US$0.7450, up from US$0.7348 on Monday.
Australian stocks rose 0.7 per cent on Tuesday and closed at 6,012.4 points, its highest level since December 2018.
The Australian dollar fell to a 14","
As stocks soared to new record highs, the Australian dollar rose to a 14-month high against the greenback, while the Australian market posted the biggest one-day gain in a year and a half.
A stronger Australian dollar will push back the value of imports and make exports more expensive.
The Aussie dollar has jumped 2 per cent since last week after news of a coronavirus vaccine breakthrough and hopes of further stimulus.
The market is also buoyed by the latest Chinese economic data and expectations of further cuts to interest rates by the Reserve Bank of Australia.
The dollar rose above US$0.75 in early trade on Tuesday, its highest level since March last year, before pulling back.
The Australian dollar was last at US$0.7450, up from US$0.7348 on Monday.
Australian stocks rose 0.7 per cent on Tuesday and closed at 6,012.4 points, its highest level since December 2018.
The Australian dollar fell to a 14",Economy
asx australian shares rise stimulus us economy wall street,20 January 2021,"20 January 2021 - asx australian shares rise stimulus us economy wall street
Australian shares rose for a second day, as investors reacted positively to new economic stimulus measures announced by the US government.
The S&P/ASX 200 Index gained 0.8 per cent to 6721.5 points, while the All Ordinaries Index increased 0.8 per cent to 6922.7 points. Gains in the healthcare, financials and materials sectors led the charge, with materials stocks outperforming.
In the US, stocks rose to record highs after the US government announced a fresh package of economic stimulus. President Donald Trump, whose re-election campaign has focused on his handling of the pandemic, approved the measure despite resistance from Republican lawmakers. Democrats had tried to get more funding for state and local governments in the package but that was not included.
The Dow Jones Industrial Average gained 1.1 per cent to 30719.6 points, while the S&P 500 added 0.9 per cent to 3787.6 points","
Australian shares rose for a second day, as investors reacted positively to new economic stimulus measures announced by the US government.
The S&P/ASX 200 Index gained 0.8 per cent to 6721.5 points, while the All Ordinaries Index increased 0.8 per cent to 6922.7 points. Gains in the healthcare, financials and materials sectors led the charge, with materials stocks outperforming.
In the US, stocks rose to record highs after the US government announced a fresh package of economic stimulus. President Donald Trump, whose re-election campaign has focused on his handling of the pandemic, approved the measure despite resistance from Republican lawmakers. Democrats had tried to get more funding for state and local governments in the package but that was not included.
The Dow Jones Industrial Average gained 1.1 per cent to 30719.6 points, while the S&P 500 added 0.9 per cent to 3787.6 points",Economy
