Original_Text,Formatted_Date,Generated_Full_Response,Extracted_Key_Response,Category
nt government unveils building sector legislation reform,04 March 2021,"04 March 2021 - nt government unveils building sector legislation reform proposals
nt government unveils building sector legislation reform proposals
The Northern Territory (NT) Government has launched a consultation period to gain feedback on its proposed reforms to the building industry in the Northern Territory (NT).
The NT Government has announced changes to the building legislation, including a review of the role and regulation of the building industry, a move to adopt the National Construction Code (NCC) and a review of the Building Industry (Construction) Regulations (BICR).
The Building Legislation Reform Consultation Report has been published and feedback is being sought from industry, government and the public on the proposals to modernise and streamline building legislation, make the building industry more efficient, reduce costs and provide a better consumer experience.
The NT Government has launched a consultation period to gain feedback on its proposed reforms to the building industry in the Northern Territory (NT). The NT Government has announced changes to the building legislation, including a review of the role and regulation of the building industry, a move to adopt the National Construction"," proposals
nt government unveils building sector legislation reform proposals
The Northern Territory (NT) Government has launched a consultation period to gain feedback on its proposed reforms to the building industry in the Northern Territory (NT).
The NT Government has announced changes to the building legislation, including a review of the role and regulation of the building industry, a move to adopt the National Construction Code (NCC) and a review of the Building Industry (Construction) Regulations (BICR).
The Building Legislation Reform Consultation Report has been published and feedback is being sought from industry, government and the public on the proposals to modernise and streamline building legislation, make the building industry more efficient, reduce costs and provide a better consumer experience.
The NT Government has launched a consultation period to gain feedback on its proposed reforms to the building industry in the Northern Territory (NT). The NT Government has announced changes to the building legislation, including a review of the role and regulation of the building industry, a move to adopt the National Construction",Politics
china sticking to zero covid policy,17 November 2021,"17 November 2021 - china sticking to zero covid policy
On the 18th November, the 3rd plenary session of the 19th CPC Central Committee was held. In his opening address, Xi Jinping said: ""We will keep the goal of achieving carbon peak before 2030 and carbon neutrality before 2060 and work to build a better world."" On the 19th, on the same day that the third plenary session of the 19th CPC Central Committee was held, the CPC Central Committee released the report of the 19th CPC National Congress, the CPC Central Committee delivered a speech at the National Congress of the CPC Central Committee, and the 3rd plenary session of the 19th CPC Central Committee was held at the Great Hall of the People. What is the significance of this? First of all, the report of the 3rd plenary session of the 19th CPC Central Committee is the highest-level speech of the CPC in the next five years. The report of the 19th","
On the 18th November, the 3rd plenary session of the 19th CPC Central Committee was held. In his opening address, Xi Jinping said: ""We will keep the goal of achieving carbon peak before 2030 and carbon neutrality before 2060 and work to build a better world."" On the 19th, on the same day that the third plenary session of the 19th CPC Central Committee was held, the CPC Central Committee released the report of the 19th CPC National Congress, the CPC Central Committee delivered a speech at the National Congress of the CPC Central Committee, and the 3rd plenary session of the 19th CPC Central Committee was held at the Great Hall of the People. What is the significance of this? First of all, the report of the 3rd plenary session of the 19th CPC Central Committee is the highest-level speech of the CPC in the next five years. The report of the 19th",Politics
us politics live updates trump targets pence georgia election,06 January 2021,"06 January 2021 - us politics live updates trump targets pence georgia election result and more today
President Trump on Thursday night continued to refuse to concede his defeat in the presidential election, even as his party's candidates in Georgia, the state with the closest race to date, were defeated in runoffs for U.S. Senate.
Mr. Trump's remarks came after he made a video address on Twitter on Thursday night that continued to repeat baseless claims about election fraud. The video, titled ""Statement on Election Fraud,"" was accompanied by a video that the White House said was a statement by Vice President Mike Pence and his wife, Karen, and by a message on Mr. Trump's official Twitter feed. Mr. Pence was out of town at the time, and there was no statement from the vice president.
The White House did not respond to questions about the videos, including whether Mr. Trump had approved them. A White House official, speaking on the condition of anonymity to discuss a private matter, said that the White House did not have any role in producing the statements.
"," result and more today
President Trump on Thursday night continued to refuse to concede his defeat in the presidential election, even as his party's candidates in Georgia, the state with the closest race to date, were defeated in runoffs for U.S. Senate.
Mr. Trump's remarks came after he made a video address on Twitter on Thursday night that continued to repeat baseless claims about election fraud. The video, titled ""Statement on Election Fraud,"" was accompanied by a video that the White House said was a statement by Vice President Mike Pence and his wife, Karen, and by a message on Mr. Trump's official Twitter feed. Mr. Pence was out of town at the time, and there was no statement from the vice president.
The White House did not respond to questions about the videos, including whether Mr. Trump had approved them. A White House official, speaking on the condition of anonymity to discuss a private matter, said that the White House did not have any role in producing the statements.
",Politics
geraldton seat profile ahead of 2021 wa election,15 February 2021,"15 February 2021 - geraldton seat profile ahead of 2021 wa election
The seat of Geraldton has a population of 29,000 and a median age of 47, with 45 per cent of the population under the age of 50.
The electorate has a relatively low level of educational attainment with 25 per cent of the population aged 15 years and over not completing year 12 and 40 per cent of the population aged 15 years and over holding a bachelor's degree or higher qualification.
According to the latest census data, there are 20 per cent of the population living in households earning more than $180,000 per annum.
The electorate has a relatively low unemployment rate of 5.2 per cent.
The Geraldton electorate is also one of the most economically diverse in the state.
It is home to a number of high-value industries, including the agriculture and agribusiness industries, aquaculture, education and healthcare.
The electorate also has a large number of retirees, with 17 per cent of the population aged 65 years","
The seat of Geraldton has a population of 29,000 and a median age of 47, with 45 per cent of the population under the age of 50.
The electorate has a relatively low level of educational attainment with 25 per cent of the population aged 15 years and over not completing year 12 and 40 per cent of the population aged 15 years and over holding a bachelor's degree or higher qualification.
According to the latest census data, there are 20 per cent of the population living in households earning more than $180,000 per annum.
The electorate has a relatively low unemployment rate of 5.2 per cent.
The Geraldton electorate is also one of the most economically diverse in the state.
It is home to a number of high-value industries, including the agriculture and agribusiness industries, aquaculture, education and healthcare.
The electorate also has a large number of retirees, with 17 per cent of the population aged 65 years",Politics
antony greens wa election analysis,14 March 2021,"14 March 2021 - antony greens wa election analysis 2021
The WA Election 2021: The Greens
The WA Greens received 0.6% of the primary vote at the WA election, up from 0.1% in 2017. This equates to 14,200 votes and 4 seats on the council. With a vote of 3,050, Pauline Hines came second in the City of Kwinana. In 2017, Pauline polled 1,960 votes. Greens candidates came 2nd in four seats, including Kwinana. Greens candidates polled 1,750, 1,660, 1,200 and 1,300 votes in the City of Kwinana, City of Armadale, City of Melville and City of Canning. With 5,400 votes in the City of Stirling, Greens candidates were 2nd in 6 seats. The Greens polled 4,050 votes in the City of Fremantle,"," 2021
The WA Election 2021: The Greens
The WA Greens received 0.6% of the primary vote at the WA election, up from 0.1% in 2017. This equates to 14,200 votes and 4 seats on the council. With a vote of 3,050, Pauline Hines came second in the City of Kwinana. In 2017, Pauline polled 1,960 votes. Greens candidates came 2nd in four seats, including Kwinana. Greens candidates polled 1,750, 1,660, 1,200 and 1,300 votes in the City of Kwinana, City of Armadale, City of Melville and City of Canning. With 5,400 votes in the City of Stirling, Greens candidates were 2nd in 6 seats. The Greens polled 4,050 votes in the City of Fremantle,",Politics
donald trump was a tv president how do we feel after the binge,06 February 2021,"06 February 2021 - donald trump was a tv president how do we feel after the binge of a good horror movie when the movie ends
02 December 2020 - the other day i saw that a popular blogger who i have been following for a few years had been very critical of me in a post. i didn't even see it because i was reading her site while on my phone. and when i saw that my name was in it i was so angry i called her a bitch and went into a meltdown on twitter
20 November 2020 - for the first time in my life, i am feeling like an old woman. it's not like i am an old woman. i am not old. but i am old enough to know that i am not young anymore and that my days are numbered. i am going to die someday. so i know i have to make the most of the time i have left.
18 November 2020 - i am so angry that i am not a man. if i was a man i would have been able to do whatever i wanted"," of a good horror movie when the movie ends
02 December 2020 - the other day i saw that a popular blogger who i have been following for a few years had been very critical of me in a post. i didn't even see it because i was reading her site while on my phone. and when i saw that my name was in it i was so angry i called her a bitch and went into a meltdown on twitter
20 November 2020 - for the first time in my life, i am feeling like an old woman. it's not like i am an old woman. i am not old. but i am old enough to know that i am not young anymore and that my days are numbered. i am going to die someday. so i know i have to make the most of the time i have left.
18 November 2020 - i am so angry that i am not a man. if i was a man i would have been able to do whatever i wanted",Politics
government to record country of birth and,08 March 2021,"08 March 2021 - government to record country of birth and citizenship of all immigrants in order to restrict population growth
02 March 2021 - police forces given greater powers to use facial recognition technology
01 March 2021 - 20 police forces in England and Wales will have access to the UK-wide facial recognition database by the end of 2021
28 February 2021 - government to make it easier to deport foreigners who have overstayed their visas
28 February 2021 - government to increase powers to strip British citizenship from convicted terrorists
26 February 2021 - government to give immigration police officers the power to arrest and detain foreigners illegally in the UK
25 February 2021 - government to expand use of CCTV in airports to improve security and make it easier for immigration officials to carry out identity checks on arrivals
25 February 2021 - immigration bill to give government greater powers to strip foreigners of their British citizenship
25 February 2021 - government to restrict immigration to the UK from 'high-risk' countries in order to 'protect"," citizenship of all immigrants in order to restrict population growth
02 March 2021 - police forces given greater powers to use facial recognition technology
01 March 2021 - 20 police forces in England and Wales will have access to the UK-wide facial recognition database by the end of 2021
28 February 2021 - government to make it easier to deport foreigners who have overstayed their visas
28 February 2021 - government to increase powers to strip British citizenship from convicted terrorists
26 February 2021 - government to give immigration police officers the power to arrest and detain foreigners illegally in the UK
25 February 2021 - government to expand use of CCTV in airports to improve security and make it easier for immigration officials to carry out identity checks on arrivals
25 February 2021 - immigration bill to give government greater powers to strip foreigners of their British citizenship
25 February 2021 - government to restrict immigration to the UK from 'high-risk' countries in order to 'protect",Politics
hoda afshar documents australian government whistleblowers photo,06 March 2021,"06 March 2021 - hoda afshar documents australian government whistleblowers photo by hoda afshar 06 march 2021 - hoda afshar documents australian government whistleblowers photo by hoda afshar
hoda afshar: the first iranian woman to be awarded the prestigious wolfsden trust photo by hoda afshar hoda afshar: the first iranian woman to be awarded the prestigious wolfsden trust photo by hoda afshar
hoda afshar: the first iranian woman to be awarded the prestigious wolfsden trust photo by hoda afshar hoda afshar: the first iranian woman to be awarded the prestigious wolfsden trust photo by hoda afshar
hoda afshar: the first iranian woman to be awarded the prestigious wolfsden trust photo by hoda afshar hoda afshar: the first iranian woman to be awarded the prestigious wolfsden trust photo by hoda afshar
hoda af"," by hoda afshar 06 march 2021 - hoda afshar documents australian government whistleblowers photo by hoda afshar
hoda afshar: the first iranian woman to be awarded the prestigious wolfsden trust photo by hoda afshar hoda afshar: the first iranian woman to be awarded the prestigious wolfsden trust photo by hoda afshar
hoda afshar: the first iranian woman to be awarded the prestigious wolfsden trust photo by hoda afshar hoda afshar: the first iranian woman to be awarded the prestigious wolfsden trust photo by hoda afshar
hoda afshar: the first iranian woman to be awarded the prestigious wolfsden trust photo by hoda afshar hoda afshar: the first iranian woman to be awarded the prestigious wolfsden trust photo by hoda afshar
hoda af",Politics
victorian government makes key amendments to,18 November 2021,"18 November 2021 - victorian government makes key amendments to covid safe plan
The Victorian Government has announced amendments to the Victorian COVID-19 Safety Plan that will make it easier for businesses to comply with COVID-19 restrictions and ease the burden on hospitality venues as the state moves to the next stage of the roadmap. The changes, which will be in effect from 7:00pm on 18 November 2021, are set out in Schedule 1 to the Regulations and include the following changes:
Reinstatement of the capacity limits for indoor areas
Capacity limits for indoor hospitality venues, gyms, recreation centres and outdoor community sport venues will be reinstated from 5pm, 17 November 2021. The reinstated capacity limits are 50% in Greater Melbourne and regional Victoria, and 75% in Greater Geelong and Ballarat. The limits are the same as those previously in place under the previous rules. 
Capacity limits are not required for outdoor hospitality venues, and outdoor community sport venues will continue to operate at 100%"," covid safe plan
The Victorian Government has announced amendments to the Victorian COVID-19 Safety Plan that will make it easier for businesses to comply with COVID-19 restrictions and ease the burden on hospitality venues as the state moves to the next stage of the roadmap. The changes, which will be in effect from 7:00pm on 18 November 2021, are set out in Schedule 1 to the Regulations and include the following changes:
Reinstatement of the capacity limits for indoor areas
Capacity limits for indoor hospitality venues, gyms, recreation centres and outdoor community sport venues will be reinstated from 5pm, 17 November 2021. The reinstated capacity limits are 50% in Greater Melbourne and regional Victoria, and 75% in Greater Geelong and Ballarat. The limits are the same as those previously in place under the previous rules. 
Capacity limits are not required for outdoor hospitality venues, and outdoor community sport venues will continue to operate at 100%",Politics
royal easter show presidents medal 2021 winner gumnut patisserie,07 April 2021,"07 April 2021 - royal easter show presidents medal 2021 winner gumnut patisserie
The Royal Easter Show Presidents Medal is awarded to an Australian business for outstanding achievement and contribution to the hospitality, food or beverage industry.
2021 - Gumnut Patisserie, Warrandyte, Victoria
2020 - Australian Made & Grown
2019 - Koko Black
2018 - Barrecca Pastas & Cakes
2017 - The Picket Fence & Co.
2016 - Yvonne and Peter Ricketts (Sullivans Cove)
2015 - R & D Wine Services
2014 - Yvonne and Peter Ricketts (Breadtop)
2013 - R & D Wine Services
2012 - R & D Wine Services
2011 - The Village Kitchen, The Pines, Mornington
2010 - R & D Wine Services
2009 - The Village Kitchen, The Pines, Mornington
2008 - Yvonne and Peter Ricketts (Breadtop)
2007 - R","
The Royal Easter Show Presidents Medal is awarded to an Australian business for outstanding achievement and contribution to the hospitality, food or beverage industry.
2021 - Gumnut Patisserie, Warrandyte, Victoria
2020 - Australian Made & Grown
2019 - Koko Black
2018 - Barrecca Pastas & Cakes
2017 - The Picket Fence & Co.
2016 - Yvonne and Peter Ricketts (Sullivans Cove)
2015 - R & D Wine Services
2014 - Yvonne and Peter Ricketts (Breadtop)
2013 - R & D Wine Services
2012 - R & D Wine Services
2011 - The Village Kitchen, The Pines, Mornington
2010 - R & D Wine Services
2009 - The Village Kitchen, The Pines, Mornington
2008 - Yvonne and Peter Ricketts (Breadtop)
2007 - R",Politics
us president joe biden announces new gun control measures,09 April 2021,"09 April 2021 - us president joe biden announces new gun control measures
Joe Biden calls for assault weapons ban and extreme background checks
The White House unveiled sweeping proposals on Tuesday to curb gun violence in the United States, including an assault weapons ban and a measure that would make background checks for gun purchases universal.
The plan comes days after a series of shootings left a total of 16 people dead and more than 20 wounded.
The proposals come as President Joe Biden struggles to find common ground with congressional Republicans and faces an uphill fight for Congress to pass any gun control legislation in the highly polarised country.
Biden is seeking a ban on the manufacture and sale of assault weapons, a move he called ""common sense"".
He is also calling for universal background checks for all firearms purchases and a mandatory three-day waiting period for all gun sales.
He said his proposal would not infringe on the constitutional right to bear arms.
""Nothing in my plan will impact your Second Amendment rights,"" he said. ""And I will never turn over to a federal agency my Constitutional responsibility to","
Joe Biden calls for assault weapons ban and extreme background checks
The White House unveiled sweeping proposals on Tuesday to curb gun violence in the United States, including an assault weapons ban and a measure that would make background checks for gun purchases universal.
The plan comes days after a series of shootings left a total of 16 people dead and more than 20 wounded.
The proposals come as President Joe Biden struggles to find common ground with congressional Republicans and faces an uphill fight for Congress to pass any gun control legislation in the highly polarised country.
Biden is seeking a ban on the manufacture and sale of assault weapons, a move he called ""common sense"".
He is also calling for universal background checks for all firearms purchases and a mandatory three-day waiting period for all gun sales.
He said his proposal would not infringe on the constitutional right to bear arms.
""Nothing in my plan will impact your Second Amendment rights,"" he said. ""And I will never turn over to a federal agency my Constitutional responsibility to",Politics
master builders support government shutdown,21 September 2021,"21 September 2021 - master builders support government shutdown of construction work on Sydney’s light rail
Australians who want to live in the heart of Sydney will have to wait another week at least, with the Master Builders Association NSW and Master Builders Victoria calling on the federal and NSW governments to work together to deliver light rail.
Master Builders Victoria chief executive officer Michael Brogan said the delay would put the brakes on thousands of home-building jobs.
“Light rail is a big project and its delivery is dependent on the work of thousands of builders and tradies. This project should have been completed by September 2021. Instead it is going to take at least another week. That’s at least 5,000 lost hours of work for tradies in Victoria and 5,000 lost hours of work for tradies in NSW,” he said.
“Homebuilders are going to lose a massive amount of work during this delay. This means that thousands of homes will not be completed in time for Christmas. In fact, some of these homes won’t even"," of construction work on Sydney’s light rail
Australians who want to live in the heart of Sydney will have to wait another week at least, with the Master Builders Association NSW and Master Builders Victoria calling on the federal and NSW governments to work together to deliver light rail.
Master Builders Victoria chief executive officer Michael Brogan said the delay would put the brakes on thousands of home-building jobs.
“Light rail is a big project and its delivery is dependent on the work of thousands of builders and tradies. This project should have been completed by September 2021. Instead it is going to take at least another week. That’s at least 5,000 lost hours of work for tradies in Victoria and 5,000 lost hours of work for tradies in NSW,” he said.
“Homebuilders are going to lose a massive amount of work during this delay. This means that thousands of homes will not be completed in time for Christmas. In fact, some of these homes won’t even",Politics
peter dutton says government can provide help to afghans,17 August 2021,"17 August 2021 - peter dutton says government can provide help to afghans after leaving
17 August 2021 - nsw records first day of more than 1000 covid cases
17 August 2021 - astraZeneca vaccine linked to rare blood clots, but is safe for most people, says medical regulator
17 August 2021 - australians can access australian help for afghans fleeing the country
17 August 2021 - the bushfire royal commission hears from victims of devastating 2019-2020 blazes
17 August 2021 - peter dutton says government can provide help to afghans after leaving
17 August 2021 - nsw records first day of more than 1000 covid cases
17 August 2021 - astraZeneca vaccine linked to rare blood clots, but is safe for most people, says medical regulator
17 August 2021 - australians can access australian help for afghans fleeing the country
17 August 2021 - the bushfire"," after leaving
17 August 2021 - nsw records first day of more than 1000 covid cases
17 August 2021 - astraZeneca vaccine linked to rare blood clots, but is safe for most people, says medical regulator
17 August 2021 - australians can access australian help for afghans fleeing the country
17 August 2021 - the bushfire royal commission hears from victims of devastating 2019-2020 blazes
 after leaving
17 August 2021 - nsw records first day of more than 1000 covid cases
17 August 2021 - astraZeneca vaccine linked to rare blood clots, but is safe for most people, says medical regulator
17 August 2021 - australians can access australian help for afghans fleeing the country
17 August 2021 - the bushfire",Politics
federal government pledges $1 billion to reaching,05 August 2021,"05 August 2021 - federal government pledges $1 billion to reaching net zero by 2050
The federal government has committed $1 billion to assist businesses and communities reach net zero emissions by 2050.
The Australian government said it was “well underway” with its 2050 net zero emissions commitment and will be investing in low carbon solutions to help other businesses achieve the same goal.
The government said the funding was a “significant” step in helping other sectors achieve the goal as well as accelerating progress towards the target.
“Funding will be available for new, innovative, scalable and sustainable technologies to help the economy transition to net zero emissions,” the government said in a statement.
The funding will be used for:
projects that cut emissions from electricity, steel and aluminium production, road and rail transport and industrial processes
renewable energy solutions
building a low emissions hydrogen industry
climate change adaptation in remote, regional and Indigenous communities
supporting clean energy technologies and infrastructure in developing countries.
The government said it was investing in “game changing technologies” as well"," net zero by 2050
The federal government has committed $1 billion to assist businesses and communities reach net zero emissions by 2050.
The Australian government said it was “well underway” with its 2050 net zero emissions commitment and will be investing in low carbon solutions to help other businesses achieve the same goal.
The government said the funding was a “significant” step in helping other sectors achieve the goal as well as accelerating progress towards the target.
“Funding will be available for new, innovative, scalable and sustainable technologies to help the economy transition to net zero emissions,” the government said in a statement.
The funding will be used for:
projects that cut emissions from electricity, steel and aluminium production, road and rail transport and industrial processes
renewable energy solutions
building a low emissions hydrogen industry
climate change adaptation in remote, regional and Indigenous communities
supporting clean energy technologies and infrastructure in developing countries.
The government said it was investing in “game changing technologies” as well",Politics
nt government commits to introducing surrogacy laws 2021,16 January 2021,"16 January 2021 - nt government commits to introducing surrogacy laws 2021
Nt government commits to introducing surrogacy laws 2021
This legislation will allow surrogacy arrangements to take place in a regulated environment and will include regulations around advertising and contracts.
The Attorney-General and Minister for Justice, Natasha Griggs, said the legislation is an important step forward to ensure the protection of vulnerable Australians and Australian children.
“The current situation is that parents can either go overseas to enter a surrogacy arrangement, or go through unregulated arrangements which do not have the protections of our family law system,” Ms Griggs said.
“Our laws have never kept up with the reality of family law arrangements and it is important that we have a law in place that allows families to enter into legally regulated surrogacy arrangements.
“This is a matter that has been on our agenda for some time. The legislation will help improve family law outcomes for children born as a result of surrogacy, including the ability to have an order determining the person who is best placed to act in the child","
Nt government commits to introducing surrogacy laws 2021
This legislation will allow surrogacy arrangements to take place in a regulated environment and will include regulations around advertising and contracts.
The Attorney-General and Minister for Justice, Natasha Griggs, said the legislation is an important step forward to ensure the protection of vulnerable Australians and Australian children.
“The current situation is that parents can either go overseas to enter a surrogacy arrangement, or go through unregulated arrangements which do not have the protections of our family law system,” Ms Griggs said.
“Our laws have never kept up with the reality of family law arrangements and it is important that we have a law in place that allows families to enter into legally regulated surrogacy arrangements.
“This is a matter that has been on our agenda for some time. The legislation will help improve family law outcomes for children born as a result of surrogacy, including the ability to have an order determining the person who is best placed to act in the child",Politics
australian government backs plan to end cervical,17 November 2021,"17 November 2021 - australian government backs plan to end cervical cancer screening
New screening arrangements will replace the current screening program from the middle of 2023. There will be a national rollout of HPV testing for the 2.5 million Australian women eligible for the new program from June 2023.
The Australian Government has also committed an extra $500 million to fund the new national program and a public awareness campaign to improve uptake.
The Australian Government has today released its response to the report of the Cervical Screening Review Panel.
The Government will commit to the Panel’s key recommendations:
a move to a single national program of screening, with testing based on age
a national HPV test program for the entire cervical cancer screening population, starting in mid-2023
a two-year phase-out of the Pap test, with a Pap test being offered every 5 years until the end of the program in 2027
an extension of the current 5-yearly screening interval for women aged 65 to 74
a two-year phase-out of the"," cancer screening
New screening arrangements will replace the current screening program from the middle of 2023. There will be a national rollout of HPV testing for the 2.5 million Australian women eligible for the new program from June 2023.
The Australian Government has also committed an extra $500 million to fund the new national program and a public awareness campaign to improve uptake.
The Australian Government has today released its response to the report of the Cervical Screening Review Panel.
The Government will commit to the Panel’s key recommendations:
a move to a single national program of screening, with testing based on age
a national HPV test program for the entire cervical cancer screening population, starting in mid-2023
a two-year phase-out of the Pap test, with a Pap test being offered every 5 years until the end of the program in 2027
an extension of the current 5-yearly screening interval for women aged 65 to 74
a two-year phase-out of the",Politics
federal government road funding props up beetaloo development,14 January 2021,"14 January 2021 - federal government road funding props up beetaloo development
Federal government road funding props up beetaloo development
Federal and Northern Territory government’s $18.8 million funding for the beetaloo basin joint venture (JBJV) has boosted the development of a world-class natural gas hub in the remote NT.
The joint venture includes Santos, Origin Energy, Shell, QGC, ConocoPhillips and Conquest Energy, which are committed to developing the basin’s natural gas resources.
The funding will support a range of projects, including the development of infrastructure to link the beetaloo basin to key regional, state and national energy markets.
The announcement was made by Resources and Northern Economy Minister Scullion while in the NT’s Arnhem region.
“We know the beetaloo basin holds great potential for the NT and Australia, and the federal and Northern Territory governments are pleased to contribute to the development of this important project,” he said.
“The funding will help progress key infrastructure that will underpin the long-term development of the basin and help build","
Federal government road funding props up beetaloo development
Federal and Northern Territory government’s $18.8 million funding for the beetaloo basin joint venture (JBJV) has boosted the development of a world-class natural gas hub in the remote NT.
The joint venture includes Santos, Origin Energy, Shell, QGC, ConocoPhillips and Conquest Energy, which are committed to developing the basin’s natural gas resources.
The funding will support a range of projects, including the development of infrastructure to link the beetaloo basin to key regional, state and national energy markets.
The announcement was made by Resources and Northern Economy Minister Scullion while in the NT’s Arnhem region.
“We know the beetaloo basin holds great potential for the NT and Australia, and the federal and Northern Territory governments are pleased to contribute to the development of this important project,” he said.
“The funding will help progress key infrastructure that will underpin the long-term development of the basin and help build",Politics
counting continues in rockhampton by election 17 candidates,24 January 2021,"24 January 2021 - counting continues in rockhampton by election 17 candidates in the field to contest the by election
17 January 2021 - counting continues in rockhampton by election 17 candidates in the field to contest the by election
17 January 2021 - counting continues in rockhampton by election 17 candidates in the field to contest the by election
17 January 2021 - rockhampton by election 17 candidates in the field to contest the by election
17 January 2021 - rockhampton by election 17 candidates in the field to contest the by election
17 January 2021 - rockhampton by election 17 candidates in the field to contest the by election
17 January 2021 - rockhampton by election 17 candidates in the field to contest the by election
17 January 2021 - rockhampton by election 17 candidates in the field to contest the by election
17 January 2021 - rockhampton by election 17 candidates in the field to contest the by election
17"," in the field to contest the by election
17 January 2021 - counting continues in rockhampton by election 17 candidates in the field to contest the by election
17 January 2021 - counting continues in rockhampton by election 17 candidates in the field to contest the by election
17 January 2021 - rockhampton by election 17 candidates in the field to contest the by election
17 January 2021 - rockhampton by election 17 candidates in the field to contest the by election
17 January 2021 - rockhampton by election 17 candidates in the field to contest the by election
17 January 2021 - rockhampton by election 17 candidates in the field to contest the by election
17 January 2021 - rockhampton by election 17 candidates in the field to contest the by election
17 January 2021 - rockhampton by election 17 candidates in the field to contest the by election
17",Politics
minneapolis police chief says chauvin violated policy,06 April 2021,"06 April 2021 - minneapolis police chief says chauvin violated policy by kneeling on Floyd s neck
Minnesota Attorney General Keith Ellison announced Wednesday that he is filing a civil rights complaint against former Minneapolis police officer Derek Chauvin for the killing of George Floyd.
Floyd died on May 25 after Chauvin pressed his knee into Floyd's neck for about nine minutes during a Minneapolis police encounter that was recorded on bystander cellphone video. Chauvin has pleaded not guilty to state charges.
On Thursday, Minnesota Governor Tim Walz said that he has asked President Joe Biden to appoint an independent prosecutor to handle the federal prosecution of Floyd's death.
In a press conference Wednesday, Attorney General Ellison said that Chauvin used unreasonable force against Floyd, who was handcuffed, pinned to the ground and not resisting arrest.
""The use of force was clearly not proportional to the conduct of George Floyd,"" Ellison said. ""The use of force in this instance is clearly disproportionate to the conduct.""
Ellison said that there was ""a clear pattern of dehumanization"" during the"," by kneeling on Floyd s neck
Minnesota Attorney General Keith Ellison announced Wednesday that he is filing a civil rights complaint against former Minneapolis police officer Derek Chauvin for the killing of George Floyd.
Floyd died on May 25 after Chauvin pressed his knee into Floyd's neck for about nine minutes during a Minneapolis police encounter that was recorded on bystander cellphone video. Chauvin has pleaded not guilty to state charges.
On Thursday, Minnesota Governor Tim Walz said that he has asked President Joe Biden to appoint an independent prosecutor to handle the federal prosecution of Floyd's death.
In a press conference Wednesday, Attorney General Ellison said that Chauvin used unreasonable force against Floyd, who was handcuffed, pinned to the ground and not resisting arrest.
""The use of force was clearly not proportional to the conduct of George Floyd,"" Ellison said. ""The use of force in this instance is clearly disproportionate to the conduct.""
Ellison said that there was ""a clear pattern of dehumanization"" during the",Politics
sydney news berejiklian government to rule on covid restrictions,27 January 2021,"27 January 2021 - sydney news berejiklian government to rule on covid restrictions until february 16 sydney news covid 19 sydney news covid restrictions
The Berejiklian government will rule on Covid-19 restrictions until 16 February, with Premier Gladys Berejiklian indicating the state is in a good place to ease further lockdown measures, as she said she would consider letting schools reopen in the first week of March if it was safe to do so. The Premier, speaking on Thursday after a national Cabinet meeting on the pandemic, said she would give NSW’s public health and education departments “until the end of February to consider what they would like to do”. But she indicated it was still too early to open schools in the first week of March, because the state was still “very much in the middle of a lockdown”. Read more: NSW records 12 new locally acquired Covid-19 cases as contact tracing expands Read more: NSW police arrest 15 people after raids on suspected Sydney Covid-19 clusters
The Premier said she was looking forward to seeing"," until february 16 sydney news covid 19 sydney news covid restrictions
The Berejiklian government will rule on Covid-19 restrictions until 16 February, with Premier Gladys Berejiklian indicating the state is in a good place to ease further lockdown measures, as she said she would consider letting schools reopen in the first week of March if it was safe to do so. The Premier, speaking on Thursday after a national Cabinet meeting on the pandemic, said she would give NSW’s public health and education departments “until the end of February to consider what they would like to do”. But she indicated it was still too early to open schools in the first week of March, because the state was still “very much in the middle of a lockdown”. Read more: NSW records 12 new locally acquired Covid-19 cases as contact tracing expands Read more: NSW police arrest 15 people after raids on suspected Sydney Covid-19 clusters
The Premier said she was looking forward to seeing",Politics
the government made it clear kayaans disability,22 March 2021,"22 March 2021 - the government made it clear kayaans disability living allowance for carers was a priority for them in the 2021-22 budget.
They said in their statement of intent for 2021-22, ‘we will give people a bigger say in what’s happening to their care services, including their disability living allowance for carers.’
This means that people with disabilities in South Africa who have a carer will receive a higher amount of money in the form of a disability living allowance for carers, as well as a wider range of services.
This is a welcome move from the government and something that has been long overdue.
The disability living allowance for carers is a payment that is given to a person who has been caring for a person with a disability, either in the form of a pension or a tax credit.
It was introduced in 1995 and was meant to help people with disabilities to have a better quality of life.
It has since been extended to include carers, and now also includes carers for people with disabilities"," living allowance for carers was a priority for them in the 2021-22 budget.
They said in their statement of intent for 2021-22, ‘we will give people a bigger say in what’s happening to their care services, including their disability living allowance for carers.’
This means that people with disabilities in South Africa who have a carer will receive a higher amount of money in the form of a disability living allowance for carers, as well as a wider range of services.
This is a welcome move from the government and something that has been long overdue.
The disability living allowance for carers is a payment that is given to a person who has been caring for a person with a disability, either in the form of a pension or a tax credit.
It was introduced in 1995 and was meant to help people with disabilities to have a better quality of life.
It has since been extended to include carers, and now also includes carers for people with disabilities",Politics
