Original_Text,Formatted_Date,Generated_Full_Response,Extracted_Key_Response,Category
hill talks to blackwood hospital administrators,16 February 2011,"16 February 2011 - hill talks to blackwood hospital administrators on mental health
The Minister for Health, Mental Health and Wellbeing, the Hon. Jane Lomax-Smith MLC, visited Blackwood Hospital on 16 February 2011 to discuss mental health issues. Accompanying the Minister was the Shadow Minister for Mental Health, the Hon. Hill. The Minister and Hill had a brief meeting with the Administrator, Mr D J Purnell, followed by a tour of the Blackwood Hospital, including the new 12 bed Mental Health Unit, the new mental health unit in the hospital's day ward and the new Blackwood Community Mental Health Unit. After the tour, Hill and the Minister spoke to the hospital's staff at the nurses' staff room.
The Minister said that she was delighted to see the new facilities at Blackwood and congratulated the hospital's staff on the great work they do.
""The Minister's visit today is a timely reminder to South Australians of the great work that is being done by our mental health staff, who are often"," on mental health
The Minister for Health, Mental Health and Wellbeing, the Hon. Jane Lomax-Smith MLC, visited Blackwood Hospital on 16 February 2011 to discuss mental health issues. Accompanying the Minister was the Shadow Minister for Mental Health, the Hon. Hill. The Minister and Hill had a brief meeting with the Administrator, Mr D J Purnell, followed by a tour of the Blackwood Hospital, including the new 12 bed Mental Health Unit, the new mental health unit in the hospital's day ward and the new Blackwood Community Mental Health Unit. After the tour, Hill and the Minister spoke to the hospital's staff at the nurses' staff room.
The Minister said that she was delighted to see the new facilities at Blackwood and congratulated the hospital's staff on the great work they do.
""The Minister's visit today is a timely reminder to South Australians of the great work that is being done by our mental health staff, who are often",Health
danny green hits out at busselton hospital,07 January 2011,"07 January 2011 - danny green hits out at busselton hospital's 'inhumane' treatment of his father-in-law
07 January 2011 - danny green hits out at busselton hospital's 'inhumane' treatment of his father-in-law
A prominent Busselton businessman and his family were ""left in shock"" when they were told their father-in-law had been kept in a side room at Busselton Hospital for 12 hours before being moved to a private ward.
The incident came to light when Mr Green's mother-in-law made a complaint to The Sunday Times last week.
Mr Green said his wife's father had been diagnosed with a chest infection, was given antibiotics and was due to be discharged from Busselton Hospital last Friday.
However, he said his wife's father was moved to a side room, where he was left in an ""inhumane"" situation, before being moved to a private ward that evening.
""They took him in for tests and scans and then told him that he was","'s 'inhumane' treatment of his father-in-law
's 'inhumane' treatment of his father-in-law
A prominent Busselton businessman and his family were ""left in shock"" when they were told their father-in-law had been kept in a side room at Busselton Hospital for 12 hours before being moved to a private ward.
The incident came to light when Mr Green's mother-in-law made a complaint to The Sunday Times last week.
Mr Green said his wife's father had been diagnosed with a chest infection, was given antibiotics and was due to be discharged from Busselton Hospital last Friday.
However, he said his wife's father was moved to a side room, where he was left in an ""inhumane"" situation, before being moved to a private ward that evening.
""They took him in for tests and scans and then told him that he was",Health
royal children's hospital to open during queen's visit,06 October 2011,"06 October 2011 - royal children's hospital to open during queen's visit
The Royal Children’s Hospital (RCH) is about to move out of the 130-year-old Victorian-era building it has called home for 60 years.
The new 12-level building, a world-class facility designed to care for children and families, will open to patients on Monday 10 October – the day before the Royal Visit of Her Majesty The Queen.
The 18-month long construction project has been undertaken in the heart of Melbourne's CBD, close to the historic Melbourne Town Hall.
The new building has been designed to meet the future needs of children with complex medical conditions, and the families who care for them.
The Royal Children's Hospital Foundation has raised $160 million from the community to support the building of this world-class facility. This included $75 million to establish the new research institute, the Murdoch Children's Research Institute.
To mark this historic milestone, the Royal Children's Hospital Foundation will host a series of celebratory events throughout the day, including an exclusive tour of the new","
The Royal Children’s Hospital (RCH) is about to move out of the 130-year-old Victorian-era building it has called home for 60 years.
The new 12-level building, a world-class facility designed to care for children and families, will open to patients on Monday 10 October – the day before the Royal Visit of Her Majesty The Queen.
The 18-month long construction project has been undertaken in the heart of Melbourne's CBD, close to the historic Melbourne Town Hall.
The new building has been designed to meet the future needs of children with complex medical conditions, and the families who care for them.
The Royal Children's Hospital Foundation has raised $160 million from the community to support the building of this world-class facility. This included $75 million to establish the new research institute, the Murdoch Children's Research Institute.
To mark this historic milestone, the Royal Children's Hospital Foundation will host a series of celebratory events throughout the day, including an exclusive tour of the new",Health
serco hospital record explained,30 November 2011,"30 November 2011 - serco hospital record explained
I received a letter dated 30th November from Serco (the new ""private"" hospital provider) concerning the management of my recent stay at the Royal Sussex County Hospital.
In summary they explain that I was on the list for a hip replacement and therefore I would be eligible for a ""gold"" package. They then go on to describe a package which includes a taxi from the house to the hospital and the return journey.
I explained to Serco that I did not wish to have this taxi service and I explained that it would be inappropriate to provide the service to the home of a patient who has undergone surgery. I therefore asked if I could be removed from the list for this service, to which Serco responded that it was a private contract and they had the right to provide the service. I then explained that I did not wish to have the service and they told me that it was impossible to remove my name from the list. I then pointed out that it would be inappropriate to have a","
I received a letter dated 30th November from Serco (the new ""private"" hospital provider) concerning the management of my recent stay at the Royal Sussex County Hospital.
In summary they explain that I was on the list for a hip replacement and therefore I would be eligible for a ""gold"" package. They then go on to describe a package which includes a taxi from the house to the hospital and the return journey.
I explained to Serco that I did not wish to have this taxi service and I explained that it would be inappropriate to provide the service to the home of a patient who has undergone surgery. I therefore asked if I could be removed from the list for this service, to which Serco responded that it was a private contract and they had the right to provide the service. I then explained that I did not wish to have the service and they told me that it was impossible to remove my name from the list. I then pointed out that it would be inappropriate to have a",Health
french visit shows that oyster virus will be hard,07 December 2011,"07 December 2011 - french visit shows that oyster virus will be hard to control
In France, oyster farmers face major problems as they cannot control the deadly Ostreid herpes virus. The French Oyster Producers' Federation is asking for help from the European Union.
In France, oyster farming has long been a successful industry. However, farmers are now experiencing huge losses in the form of mortalities and low quality of their production. This is due to the spread of Ostreid herpes virus (OsHV), which causes mass mortalities. The virus can have devastating effects on oyster farms and it is currently unknown how long it will take to eradicate the virus. However, a study by the CNRS and the University of Caen, which was published on 30 November, indicates that the virus may be present for many years and cannot be eradicated. The research results will be presented in Paris at the international scientific conference ""Mussels and Oysters, health and diseases"" that will take place on 6-7 December 2011. This"," to control
In France, oyster farmers face major problems as they cannot control the deadly Ostreid herpes virus. The French Oyster Producers' Federation is asking for help from the European Union.
In France, oyster farming has long been a successful industry. However, farmers are now experiencing huge losses in the form of mortalities and low quality of their production. This is due to the spread of Ostreid herpes virus (OsHV), which causes mass mortalities. The virus can have devastating effects on oyster farms and it is currently unknown how long it will take to eradicate the virus. However, a study by the CNRS and the University of Caen, which was published on 30 November, indicates that the virus may be present for many years and cannot be eradicated. The research results will be presented in Paris at the international scientific conference ""Mussels and Oysters, health and diseases"" that will take place on 6-7 December 2011. This",Health
teen in hospital after car rolls,17 August 2011,"17 August 2011 - teen in hospital after car rolls on freeway
A teenage girl is recovering in hospital after a car she was a passenger in rolled on the Sydney Harbour Bridge today.
The 15-year-old girl, who suffered severe injuries, was in a single vehicle crash on the southern approach to the bridge about 12.30pm.
The girl's mother said her daughter suffered a broken femur, a fractured pelvis, a broken knee and a punctured lung.
She said her daughter had been ""in an induced coma"" and was in ""a critical but stable condition"".
""She was a passenger in the car with the driver of the car, so she has no injuries of her own,"" she said.
""She's doing as well as can be expected.
""She was driving the car and was only about 15 minutes into her driving test when it happened.""
The girl's mother said she thought the car had hit a pothole but a witness said it had gone through the guardrail and was thrown into the air.
Police said the car"," on freeway
A teenage girl is recovering in hospital after a car she was a passenger in rolled on the Sydney Harbour Bridge today.
The 15-year-old girl, who suffered severe injuries, was in a single vehicle crash on the southern approach to the bridge about 12.30pm.
The girl's mother said her daughter suffered a broken femur, a fractured pelvis, a broken knee and a punctured lung.
She said her daughter had been ""in an induced coma"" and was in ""a critical but stable condition"".
""She was a passenger in the car with the driver of the car, so she has no injuries of her own,"" she said.
""She's doing as well as can be expected.
""She was driving the car and was only about 15 minutes into her driving test when it happened.""
The girl's mother said she thought the car had hit a pothole but a witness said it had gone through the guardrail and was thrown into the air.
Police said the car",Health
man crashes through front of hospital,08 October 2011,"08 October 2011 - man crashes through front of hospital
Two men have been arrested in connection with a serious incident involving a car crashing through the front of a hospital in Wrexham.
The man, who is in his late 20s, was driving a stolen car at speed along Deeside Road, near to the hospital, at around 3am.
His car then smashed through the front of the Royal Wrexham hospital, hitting a car before coming to a stop.
A woman and her child were in the car at the time and they were taken to the hospital.
The man was arrested on suspicion of dangerous driving, possession of a Class A drug and driving a stolen vehicle.
The car, which was taken from Cheshire, was also seized.
The woman and child, who are not thought to be related, were later released from hospital.
A police spokesman said: ""We were called by North Wales Ambulance Service at 2.48am after the car crashed through the front of the hospital.
""There was damage to the front","
Two men have been arrested in connection with a serious incident involving a car crashing through the front of a hospital in Wrexham.
The man, who is in his late 20s, was driving a stolen car at speed along Deeside Road, near to the hospital, at around 3am.
His car then smashed through the front of the Royal Wrexham hospital, hitting a car before coming to a stop.
A woman and her child were in the car at the time and they were taken to the hospital.
The man was arrested on suspicion of dangerous driving, possession of a Class A drug and driving a stolen vehicle.
The car, which was taken from Cheshire, was also seized.
The woman and child, who are not thought to be related, were later released from hospital.
A police spokesman said: ""We were called by North Wales Ambulance Service at 2.48am after the car crashed through the front of the hospital.
""There was damage to the front",Health
teen girl dies in hospital after weekend crash,17 November 2011,"17 November 2011 - teen girl dies in hospital after weekend crash
On 11 November 2011, a 16 year old girl was killed in a weekend crash in the South Island. The girl, who was from a small South Island town, was killed when the car she was in hit a tree after losing control. The driver, also a 16 year old, was badly injured and had to be cut from the car. She was taken to a local hospital, and later to Christchurch Hospital.
On 17 November, the driver was in a coma. Her family asked the media not to name her because she was in a coma. On the same day, police were investigating whether drugs or alcohol were a factor in the crash.
Police are still investigating, and will decide later whether any charges will be laid. The road where the crash happened is called “Dead Man’s Corner”. It is a 90km/h speed limit, but was wet and slippery. The road had been wet over the weekend.
Police have a strong message for young people","
On 11 November 2011, a 16 year old girl was killed in a weekend crash in the South Island. The girl, who was from a small South Island town, was killed when the car she was in hit a tree after losing control. The driver, also a 16 year old, was badly injured and had to be cut from the car. She was taken to a local hospital, and later to Christchurch Hospital.
On 17 November, the driver was in a coma. Her family asked the media not to name her because she was in a coma. On the same day, police were investigating whether drugs or alcohol were a factor in the crash.
Police are still investigating, and will decide later whether any charges will be laid. The road where the crash happened is called “Dead Man’s Corner”. It is a 90km/h speed limit, but was wet and slippery. The road had been wet over the weekend.
Police have a strong message for young people",Health
man in hospital after stabbing,16 January 2011,"16 January 2011 - man in hospital after stabbing in Croydon
Police are investigating after a man was stabbed in the abdomen during an altercation in Croydon.
Police were called at 21.55hrs on Tuesday 11 January to reports of a disturbance in Chilworth Road. Officers attended and found a 27-year-old man with stab wounds to his abdomen.
He was taken to an east London hospital where he remains in a serious but stable condition.
An 18-year-old man from Croydon was arrested on suspicion of wounding and has been bailed until mid-February."," in Croydon
Police are investigating after a man was stabbed in the abdomen during an altercation in Croydon.
Police were called at 21.55hrs on Tuesday 11 January to reports of a disturbance in Chilworth Road. Officers attended and found a 27-year-old man with stab wounds to his abdomen.
He was taken to an east London hospital where he remains in a serious but stable condition.
An 18-year-old man from Croydon was arrested on suspicion of wounding and has been bailed until mid-February.",Health
hospital volunteers get rent letter opposition,19 April 2011,"19 April 2011 - hospital volunteers get rent letter opposition
Today the hospital volunteers group received a letter from their landlord asking for the rent. The letter was not very friendly or helpful. We don't know how much we have to pay, or when the rent is due. We do know that we have no choice but to pay the rent, and we have to move out in 2 months. We're not sure if we will move out before then.
So we have decided to fight back. On April 20th we will be having a press conference at 2pm in the lobby of St. John's Regional Medical Center. It's in the corner where the elevators come out.
Our lawyer has sent a letter to the landlord, asking them to back off. We don't know if they will comply. They say that we have not been paying our rent. The building is a co-op, so each member has an equal share of the building. We're not sure what they are saying that we owe them.
We don't have","
Today the hospital volunteers group received a letter from their landlord asking for the rent. The letter was not very friendly or helpful. We don't know how much we have to pay, or when the rent is due. We do know that we have no choice but to pay the rent, and we have to move out in 2 months. We're not sure if we will move out before then.
So we have decided to fight back. On April 20th we will be having a press conference at 2pm in the lobby of St. John's Regional Medical Center. It's in the corner where the elevators come out.
Our lawyer has sent a letter to the landlord, asking them to back off. We don't know if they will comply. They say that we have not been paying our rent. The building is a co-op, so each member has an equal share of the building. We're not sure what they are saying that we owe them.
We don't have",Health
full hospital not unusual minister says,27 May 2011,"27 May 2011 - full hospital not unusual minister says in wake of A&E scandal
27 May 2011 - full hospital not unusual minister says in wake of A&E scandal
The minister for health, Paul Burstow, has said that full hospitals are not unusual and that the government is aware of the pressures hospitals face in an effort to reassure the public in the wake of the A&E scandal.
The Liberal Democrat MP said that in 2010 there were 13,000 more patients treated in emergency departments across England than in 2009.
The National Audit Office, however, is set to investigate the health secretary's failure to reveal information on the extent of delays facing patients and it's now been revealed that Mr Burstow said he was ""not aware of the full extent"" of the situation at the time.
He said: ""What is important is that the public are reassured that, at the heart of the NHS, there is a team that is looking very closely at these issues.""
The government has promised to publish detailed reports of A"," in wake of A&E scandal
 in wake of A&E scandal
The minister for health, Paul Burstow, has said that full hospitals are not unusual and that the government is aware of the pressures hospitals face in an effort to reassure the public in the wake of the A&E scandal.
The Liberal Democrat MP said that in 2010 there were 13,000 more patients treated in emergency departments across England than in 2009.
The National Audit Office, however, is set to investigate the health secretary's failure to reveal information on the extent of delays facing patients and it's now been revealed that Mr Burstow said he was ""not aware of the full extent"" of the situation at the time.
He said: ""What is important is that the public are reassured that, at the heart of the NHS, there is a team that is looking very closely at these issues.""
The government has promised to publish detailed reports of A",Health
universal flu vaccine successfully tested report,07 February 2011,"07 February 2011 - universal flu vaccine successfully tested report
Researchers in the US have developed a new universal flu vaccine which has successfully passed early trials and could offer a new strategy to combat this year’s seasonal influenza outbreak and future pandemics. The researchers hope that the vaccine will offer the best protection possible against the seasonal influenza strain currently circulating in the United States, but also prevent a large proportion of the currently circulating Asian and European strains of influenza A virus. The vaccine uses a new technique that combines a strain of influenza A, with a weakened strain of human adenovirus, which is used as a delivery system for the virus. The vaccine is thought to generate broad immunity against influenza A virus in mice by combining elements of a previously licensed human adenovirus vaccine with a strain of influenza A virus that has been weakened by repeated passages in chicken eggs. In addition, the researchers have demonstrated that it is possible to adapt the vaccine to prevent the 1918 pandemic strain, which was the first human influenza strain that crossed the species barrier and infected humans, causing","
Researchers in the US have developed a new universal flu vaccine which has successfully passed early trials and could offer a new strategy to combat this year’s seasonal influenza outbreak and future pandemics. The researchers hope that the vaccine will offer the best protection possible against the seasonal influenza strain currently circulating in the United States, but also prevent a large proportion of the currently circulating Asian and European strains of influenza A virus. The vaccine uses a new technique that combines a strain of influenza A, with a weakened strain of human adenovirus, which is used as a delivery system for the virus. The vaccine is thought to generate broad immunity against influenza A virus in mice by combining elements of a previously licensed human adenovirus vaccine with a strain of influenza A virus that has been weakened by repeated passages in chicken eggs. In addition, the researchers have demonstrated that it is possible to adapt the vaccine to prevent the 1918 pandemic strain, which was the first human influenza strain that crossed the species barrier and infected humans, causing",Health
36m in budget for frankston hospital,28 April 2011,"28 April 2011 - 36m in budget for frankston hospital
27 April 2011 - Community members call for end to child sexual abuse
26 April 2011 - Minister for Families, Housing, Community Services and Indigenous Affairs
25 April 2011 - $1.3 million boost for domestic violence services
20 April 2011 - The Hon Tanya Plibersek MP
20 April 2011 - Minister for Families, Housing, Community Services and Indigenous Affairs
19 April 2011 - A$4.2 million to support children and young people in detention
18 April 2011 - Minister for Families, Housing, Community Services and Indigenous Affairs
13 April 2011 - $1.8 million to combat child sexual exploitation
11 April 2011 - Minister for Families, Housing, Community Services and Indigenous Affairs
11 April 2011 - Minister for Families, Housing, Community Services and Indigenous Affairs
05 April 2011 - Minister for Families, Housing, Community Services and Indigenous Affairs
05 April 2011","
27 April 2011 - Community members call for end to child sexual abuse
26 April 2011 - Minister for Families, Housing, Community Services and Indigenous Affairs
25 April 2011 - $1.3 million boost for domestic violence services
20 April 2011 - The Hon Tanya Plibersek MP
20 April 2011 - Minister for Families, Housing, Community Services and Indigenous Affairs
19 April 2011 - A$4.2 million to support children and young people in detention
18 April 2011 - Minister for Families, Housing, Community Services and Indigenous Affairs
13 April 2011 - $1.8 million to combat child sexual exploitation
11 April 2011 - Minister for Families, Housing, Community Services and Indigenous Affairs
11 April 2011 - Minister for Families, Housing, Community Services and Indigenous Affairs
05 April 2011 - Minister for Families, Housing, Community Services and Indigenous Affairs
05 April 2011",Health
man dies in hospital after frankston fight,11 October 2011,"11 October 2011 - man dies in hospital after frankston fight
The man was with two others who attacked the man about 7.20pm at the corner of Nepean Highway and Beach Street, Frankston.
Police will allege the 33-year-old man and two other men were approached by the victim and his two friends.
Police will allege the victim was attacked by one of the men and was knocked to the ground.
He was left unconscious and bleeding and was rushed to Frankston Hospital where he died.","
The man was with two others who attacked the man about 7.20pm at the corner of Nepean Highway and Beach Street, Frankston.
Police will allege the 33-year-old man and two other men were approached by the victim and his two friends.
Police will allege the victim was attacked by one of the men and was knocked to the ground.
He was left unconscious and bleeding and was rushed to Frankston Hospital where he died.",Health
no guarantees for hospital funding,18 October 2011,"18 October 2011 - no guarantees for hospital funding
The Department of Health has been given a further £1.8 billion for hospitals for 2011-12, but the additional money will be ring-fenced and must be spent on capital projects to support NHS provision. The money will help fund capital investment projects such as building new hospitals and improving existing buildings, as well as modernising equipment, IT systems and clinical infrastructure.
It is not yet clear whether this will cover all of the hospitals in our region, and if so, which ones.
The money is a reduction of the £2.1 billion the Department of Health was originally supposed to give the health service this year, but a reduction of 13%.
The NHS Commissioning Board will still receive £1.7 billion to support the commissioning of services and will be responsible for funding and managing capital expenditure.
If you are worried about the NHS cuts, please sign the petition here.
Labels: cuts, Department of Health, health, NHS, NHS cuts","
The Department of Health has been given a further £1.8 billion for hospitals for 2011-12, but the additional money will be ring-fenced and must be spent on capital projects to support NHS provision. The money will help fund capital investment projects such as building new hospitals and improving existing buildings, as well as modernising equipment, IT systems and clinical infrastructure.
It is not yet clear whether this will cover all of the hospitals in our region, and if so, which ones.
The money is a reduction of the £2.1 billion the Department of Health was originally supposed to give the health service this year, but a reduction of 13%.
The NHS Commissioning Board will still receive £1.7 billion to support the commissioning of services and will be responsible for funding and managing capital expenditure.
If you are worried about the NHS cuts, please sign the petition here.
Labels: cuts, Department of Health, health, NHS, NHS cuts",Health
falling hospital window narrowly misses man,15 February 2011,"15 February 2011 - falling hospital window narrowly misses man walking by outside
15 February 2011 - Falling window narrowly misses a man walking by outside. The man heard a window breaking and ran outside to find a window coming down in front of him, the window stopped just in front of his head."," walking by outside
15 February 2011 - Falling window narrowly misses a man walking by outside. The man heard a window breaking and ran outside to find a window coming down in front of him, the window stopped just in front of his head.",Health
mum accused of hospital baby abduction,03 August 2011,"03 August 2011 - mum accused of hospital baby abduction has child removed
Mum Accused Of Hospital Baby Abduction Has Child Removed
The Department of Children and Family Services removed a child today who was allegedly kidnapped from a hospital in South Florida last week.
The mother is accused of taking the child from Jackson Memorial Hospital in Miami.
CBS4's Brian Entin reports, the child is now in the custody of the Department of Children and Family Services and the mother is in custody at Miami-Dade County Jail. The mother's identity has not been released.
Entin says the mother, whose name is not being released, is charged with kidnapping and aggravated child abuse.
The alleged kidnapping took place on July 26th, when police say the mother took the baby girl from Jackson Memorial Hospital's Labor and Delivery floor and fled the hospital in a silver Dodge Avenger.
The baby was born last week and the mother was there with her, when she was told she had to sign paperwork before she could take the baby home. Police say that's when she"," has child removed
Mum Accused Of Hospital Baby Abduction Has Child Removed
The Department of Children and Family Services removed a child today who was allegedly kidnapped from a hospital in South Florida last week.
The mother is accused of taking the child from Jackson Memorial Hospital in Miami.
CBS4's Brian Entin reports, the child is now in the custody of the Department of Children and Family Services and the mother is in custody at Miami-Dade County Jail. The mother's identity has not been released.
Entin says the mother, whose name is not being released, is charged with kidnapping and aggravated child abuse.
The alleged kidnapping took place on July 26th, when police say the mother took the baby girl from Jackson Memorial Hospital's Labor and Delivery floor and fled the hospital in a silver Dodge Avenger.
The baby was born last week and the mother was there with her, when she was told she had to sign paperwork before she could take the baby home. Police say that's when she",Health
regional hospitals struggle to pay bills to transport organ don,21 September 2011,"21 September 2011 - regional hospitals struggle to pay bills to transport organ donators
22 August 2011 - Organ procurement organization takes heat over organ donation campaign
24 July 2011 - Ohio man dies after being left off transplant list; organ donation advocates call for reform
25 June 2011 - Oregon's first living kidney donor receives her gift from donor at hospital
22 June 2011 - Doctors have new option for preserving donated organs
21 April 2011 - Study shows increased need for donor organs
17 March 2011 - Organ donors' families feel pain, not gain, from organ donation
21 December 2010 - Donation campaign targets Hispanic population
16 December 2010 - Donated liver saved man's life
28 October 2010 - Transplant surgeon has to improvise to save liver
21 October 2010 - Donors could increase number of available organs
21 September 2010 - Kidney Transplant Waiting List Grows","ators
22 August 2011 - Organ procurement organization takes heat over organ donation campaign
24 July 2011 - Ohio man dies after being left off transplant list; organ donation advocates call for reform
25 June 2011 - Oregon's first living kidney donor receives her gift from donor at hospital
22 June 2011 - Doctors have new option for preserving donated organs
21 April 2011 - Study shows increased need for donor organs
17 March 2011 - Organ donors' families feel pain, not gain, from organ donation
21 December 2010 - Donation campaign targets Hispanic population
16 December 2010 - Donated liver saved man's life
28 October 2010 - Transplant surgeon has to improvise to save liver
21 October 2010 - Donors could increase number of available organs
21 September 2010 - Kidney Transplant Waiting List Grows",Health
hospital beds close amid pay row,14 November 2011,"14 November 2011 - hospital beds close amid pay row.
A hospital row has erupted over its decision to close 14 wards and lay off 100 staff over Christmas.",".
A hospital row has erupted over its decision to close 14 wards and lay off 100 staff over Christmas.",Health
hospital to get 121m day treatment centre,05 May 2011,"05 May 2011 - hospital to get 121m day treatment centre - The Malaysian Insider
The Health Ministry has decided to construct a RM121 million outpatient treatment centre in Serdang that will cater for 3,000 patients a day.
Minister Datuk Seri Liow Tiong Lai said the facility, scheduled to be completed by 2014, will be the biggest in the country.
He said it will be equipped with high-technology services and have the latest facilities.
“We are trying to change the mindset of our people and the way we treat people’s health.
“We hope this will be the catalyst to change the perception of how Malaysians treat each other,” he told a press conference after the Health Ministry’s board meeting today.
Liow said the ministry would also look at the possibility of expanding the outpatient department in the Sungai Buloh hospital.
“The Sungai Buloh hospital was built 15 years ago.
“We are also looking at ways to expand it.
“We will have to see what the best way is,” he added.
The"," - The Malaysian Insider
The Health Ministry has decided to construct a RM121 million outpatient treatment centre in Serdang that will cater for 3,000 patients a day.
Minister Datuk Seri Liow Tiong Lai said the facility, scheduled to be completed by 2014, will be the biggest in the country.
He said it will be equipped with high-technology services and have the latest facilities.
“We are trying to change the mindset of our people and the way we treat people’s health.
“We hope this will be the catalyst to change the perception of how Malaysians treat each other,” he told a press conference after the Health Ministry’s board meeting today.
Liow said the ministry would also look at the possibility of expanding the outpatient department in the Sungai Buloh hospital.
“The Sungai Buloh hospital was built 15 years ago.
“We are also looking at ways to expand it.
“We will have to see what the best way is,” he added.
The",Health
canberra hospitals waiting lists dropping,19 September 2011,"19 September 2011 - canberra hospitals waiting lists dropping, and some patients going home
The number of people on public hospital waiting lists in the Australian Capital Territory is dropping, while the rate of patients leaving public hospitals and returning home is also rising.
In March this year, 1,280 people were on waiting lists for elective surgery, with a waiting time of less than three months in most cases.
There were 6,000 patients waiting for admission to an ACT hospital for treatment, and a waiting time of 28 days.
In a report tabled in Parliament today, Health Minister Katy Gallagher says the ACT government is targeting 12-week waiting times for elective surgery, and 14 days for non-elective patients.
""The ACT Health Directorate has made progress in reducing waiting lists over the last four years, with waiting times falling by 28 per cent for patients on waiting lists for elective surgery, and by 23 per cent for non-elective surgery and outpatient appointments,"" the report says.
""Patient satisfaction in the ACT public health system is also higher",", and some patients going home
The number of people on public hospital waiting lists in the Australian Capital Territory is dropping, while the rate of patients leaving public hospitals and returning home is also rising.
In March this year, 1,280 people were on waiting lists for elective surgery, with a waiting time of less than three months in most cases.
There were 6,000 patients waiting for admission to an ACT hospital for treatment, and a waiting time of 28 days.
In a report tabled in Parliament today, Health Minister Katy Gallagher says the ACT government is targeting 12-week waiting times for elective surgery, and 14 days for non-elective patients.
""The ACT Health Directorate has made progress in reducing waiting lists over the last four years, with waiting times falling by 28 per cent for patients on waiting lists for elective surgery, and by 23 per cent for non-elective surgery and outpatient appointments,"" the report says.
""Patient satisfaction in the ACT public health system is also higher",Health
libyan hospitals struggling to cope,27 August 2011,"27 August 2011 - libyan hospitals struggling to cope with casualties
25 August 2011 - the price of justice
24 August 2011 - the cost of the war in Afghanistan
23 August 2011 - UK cuts 600 troops in Afghanistan
22 August 2011 - Libya needs aid and peace
22 August 2011 - Libya needs aid and peace
18 August 2011 - the price of war
18 August 2011 - the price of war
16 August 2011 - Libya: the price of the military solution
16 August 2011 - Libya: the price of the military solution
14 August 2011 - the price of war
12 August 2011 - Libya: the price of the military solution
12 August 2011 - Libya: the price of the military solution
12 August 2011 - Libya: the price of the military solution
10 August 2011 - the price of war
10 August 2011 - the price of war
9 August 201"," with casualties
25 August 2011 - the price of justice
24 August 2011 - the cost of the war in Afghanistan
23 August 2011 - UK cuts 600 troops in Afghanistan
22 August 2011 - Libya needs aid and peace
22 August 2011 - Libya needs aid and peace
18 August 2011 - the price of war
18 August 2011 - the price of war
16 August 2011 - Libya: the price of the military solution
16 August 2011 - Libya: the price of the military solution
14 August 2011 - the price of war
12 August 2011 - Libya: the price of the military solution
12 August 2011 - Libya: the price of the military solution
12 August 2011 - Libya: the price of the military solution
10 August 2011 - the price of war
10 August 2011 - the price of war
9 August 201",Health
hospital doctor denies repeated sexual assault,30 May 2011,"30 May 2011 - hospital doctor denies repeated sexual assault and says she is ""in shock"" at arrest
A consultant gynaecologist charged with repeatedly raping a hospital patient in a case which caused outrage in Israel has been remanded in custody. The hospital doctor, 46, was arrested on Monday, shortly after she appeared on an Israeli television programme saying she had no recollection of the incident. The doctor, who is from a prominent religious Jewish family, denied having sex with the patient, who is a woman in her 30s.
The case caused huge controversy in Israel because of the doctor's high status in the medical profession. The doctor has also served in the Israel Defence Force and has received awards for her contribution to the country. The Israeli television programme in which she appeared is called ""I am a Witness"" and was intended to expose cases of sexual assault."," and says she is ""in shock"" at arrest
A consultant gynaecologist charged with repeatedly raping a hospital patient in a case which caused outrage in Israel has been remanded in custody. The hospital doctor, 46, was arrested on Monday, shortly after she appeared on an Israeli television programme saying she had no recollection of the incident. The doctor, who is from a prominent religious Jewish family, denied having sex with the patient, who is a woman in her 30s.
The case caused huge controversy in Israel because of the doctor's high status in the medical profession. The doctor has also served in the Israel Defence Force and has received awards for her contribution to the country. The Israeli television programme in which she appeared is called ""I am a Witness"" and was intended to expose cases of sexual assault.",Health
act to lease queanbeyan hospital wards,14 February 2011,"14 February 2011 - act to lease queanbeyan hospital wards
The ACT government has acted to lease four wards at the Queanbeyan hospital. The lease is for 15 years, but there are three five-year options to extend.
The lease of the wards to the Australian War Memorial and the Australian Defence Force is worth $7 million to the government.
The move will allow the government to free up money to build more public housing. The new public housing estate will be in Belconnen.
The government says it is moving forward with a $16 million plan to renovate the old public hospital in Queanbeyan, to turn it into an aged care facility.
The government has also decided to put $500,000 into a public transport plan for Queanbeyan, which is expected to be announced next month.
The ACT government has not yet responded to my request for a copy of the draft lease, or to the questions I asked of the minister at the end of last year.
14 February 2011 - a few other","
The ACT government has acted to lease four wards at the Queanbeyan hospital. The lease is for 15 years, but there are three five-year options to extend.
The lease of the wards to the Australian War Memorial and the Australian Defence Force is worth $7 million to the government.
The move will allow the government to free up money to build more public housing. The new public housing estate will be in Belconnen.
The government says it is moving forward with a $16 million plan to renovate the old public hospital in Queanbeyan, to turn it into an aged care facility.
The government has also decided to put $500,000 into a public transport plan for Queanbeyan, which is expected to be announced next month.
The ACT government has not yet responded to my request for a copy of the draft lease, or to the questions I asked of the minister at the end of last year.
14 February 2011 - a few other",Health
