Text,Prob_2013,Prob_2023,Difference
"In 2023, PubMatic (NASDAQ:PUBM) posted its earnings results on Wednesday. The company reported $0.03 earnings per share for the quarter, beating analysts’ consensus estimates of ($0.08) by £0.11. PubMatic’s revenue was down 1.3% on a year-over-year basis. The company also issued guidance for 2024 that indicates revenue will be roughly flat. PubMatic analysts expect the company to post 0.19 earnings per share for the current year.
PubMatic Price Performance
PubMatic stock opened at $2.20 on Monday. The firm’s 50 day moving average price is $1.75 and its two-hundred day moving average price is $1.88. PubMatic has a 52 week low of $1.61 and a 52 week high of $3.24. The company has a market cap of $104.49 million, a PE ratio of -5.75 and a beta of 2.10.
PubMatic ( NASDAQ:PUBM – Get Rating ) last released its earnings results on Wednesday, May 24th. The company reported ($0.09) earnings per share for the quarter, missing analysts’ consensus estimates of $0.06 by ($0.15). Pub",-801112064.0,-805306368.0,4194304.0
"In 2023, Purplebricks Group plc (LON:PURP)’s share price crossed below its 50 day moving average during trading on Friday. The stock has a market cap of £951,000.00. The company has a debt-to-equity ratio of 0.10, a quick ratio of 1.15 and a current ratio of 1.15. Purplebricks Group plc has a fifty-two week low of GBX 34.00 and a fifty-two week high of GBX 55.60. The firm has a market capitalization of £951,000.00 and a P/E ratio of -1.60. The firm’s 50 day moving average price is GBX 38.50.
The business also recently disclosed a dividend, which will be paid on Thursday, March 30th. Stockholders of record on Thursday, March 9th will be given a dividend of GBX 2.50 per share. The ex-dividend date is Thursday, March 9th. Purplebricks Group’s dividend payout ratio is presently -0.03%.
Purplebricks Group plc Company Profile
Purplebricks Group plc operates as an online and offline",-771751936.0,-780140544.0,8388608.0
"In 2023, Rentals at some of India’s top 10 high streets breached the pre-pandemic levels in the quarter ended September. Khan Market, for the first time, hit a record high of Rs 1,600 per sq ft per month. Lodha Altamount Road was next in line with rentals reaching Rs 1,400 per sq ft per month. In the case of Khan Market, this was the third consecutive quarter in which rentals have seen a double-digit growth.
Lodha Altamount Road recorded a 21 per cent growth in rentals between July and September, and is on track to breach the pre-pandemic levels in the next quarter. In the case of Delhi’s iconic DLF Emporio, rentals grew by 16 per cent between July and September to Rs 1,300 per sq ft per month. This was the second consecutive quarter in which rentals have seen a growth of over 10 per cent.
The growth of rentals has been primarily led by commercial tenants, such as the banks and other financial institutions that are still not completely operational in physical space. However, retail and hospitality tenants are also expected to return to the physical space soon, which is expected to further boost the rentals in the coming months.
Apart from",-696254464.0,-700448768.0,4194304.0
"In 2023, Geoff Cowan has spent 50 years saving stricken sailors and swimmers from the turbulent North Sea. He grew up in Cullercoats on the north-east coast and enjoyed a childhood of ""messing about with"" boats and, with his parents and younger brothers, they joined the Royal National Lifeboat Institution in the early 1960s.
By the time he was 14 he was crewing the lifeboat, a 35 foot motorised launch which, in its day, was one of the fastest and largest lifeboats operating in the UK. When he became chief mechanic at the age of 17, he remembers being involved in ""everything from the mechanics of a lifeboat, to training new crew and keeping them up to date with new technology. There were days where you had to change the engine oil.""
In 1972, Geoff joined the RNLI full-time and worked as a mechanic on the lifeboats at Cullercoats and North Shields for the next 14 years. His work on the lifeboats earned him a Certificate of Merit from the RNLI, but he was also called to assist in rescue operations on the rivers Tyne, Tweed and Medway.
By ",-687865856.0,-687865856.0,0.0
"In 2023,  nasa has been anticipating budget cuts since the deficit reduction legislation went into effect in june. The space agency had requested $27.2 billion for its 2024 budget. But congress's appropriations committee approved a smaller budget of $22.5 billion, a decrease of $4.7 billion.  nasa has been forced to take unprecedented measures in order to survive the cuts. The space agency has already had to lay off hundreds of employees and reduce funding for several of its programs, including the james webb space telescope. But nasa's latest round of cuts will have the most significant impact on the agency's deep space missions.
  the deep space missions are the backbone of nasa's space exploration program. They are responsible for exploring the solar system and beyond, and they are critical for advancing humanity's knowledge of the universe. However, nasa's deep space missions are under threat from the agency's ongoing budget cuts. The space agency's deep space missions are already facing significant challenges, including delays, cost overruns, and decreased funding. These challenges are only exacerbated by the ongoing budget cuts.
  The budget cuts have forced nasa to reduce the size of",-692060160.0,-692060160.0,0.0
"In 2023, MediaTek announced its latest smartphone chip, the Dimensity 9300, earlier this month. MediaTek also has a growing connectivity business based on its Wi-Fi 7 and 5G modem solutions. At this year’s Executive Summit, the company announced the new Filogic 860 for routers, FilogIC 360 for devices and M60 RedCap 5G Modem. FilogIC 360 is the next-generation flagship Wi-Fi 7 chipset, which will support both 802.11be and 802.11ax 160MHz. It also features dual-band 4×4 Wi-Fi 7/6E, 10Gbps PHY, and Wi-Fi 6E speeds. FilogIC 360 will provide speeds up to 10.8 Gbps and 4.8 Gbps in the 5GHz and 6GHz bands, respectively.
MediaTek announced the Filogic 860, a chipset designed for high-performance routers. Filogic 860 is MediaTek’s latest 802.11ax 160MHz chipset, which will be compatible with the Wi-Fi Alliance’s 802.11be standard. It offers speeds of up to 2.6 Gbps in 160MHz, up from 2.4 Gbps on the current standard. Filogic 860 also has an 8-core CPU, a",-775946240.0,-775946240.0,0.0
"In 2023, The Descent G1 Ocean Edition is a new option in an existing series that features a casing made from “fiber-reinforced ocean-bound plastic” It costs the same amount as the standard Descence G1 Solar in the US, $650, and is rated for dive depths of up to 100M. It’s also compatible with the same collection of optional straps and accessories as the standard Descend G1. 
The G1’s main attraction is the ability to wirelessly charge your phone with it, making it a great travel accessory or something you can leave at the gym when you want to go for a quick dip. 
The Descent G1 Ocean Edition has a unique look, too, because the case is made from ocean-bound plastic that has been upcycled into a robust material. The Descent G1 Solar is made with recycled plastic, too, but that material comes from single-use plastics that would otherwise be in the ocean.
The Descent G1 Ocean Edition’s case is slightly thicker than the standard G1, and it feels slightly heavier in your hand, too. I’m also a little concerned about the case’s fit, because I have smaller hands. The case seems a little big for me to properly close and press the buttons, so I’ll have to try it out",-713031680.0,-713031680.0,0.0
"In 2023, Provident Investment Management Inc. cut its position in D.R. Horton, Inc. (NYSE:DHI–Free Report) by 27.9% in the 2nd quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC) The firm owned 355,170 shares of the construction company’s stock after selling 137,629 shares during the period. Provident Investment Management Inc.’s holdings in D.R. Horton were worth $23,032,000 at the end of the most recent quarter. Other institutional investors and hedge funds have also recently made changes to their positions in the company. State Street Corp raised its position in shares of D.R. Horton by 1.4% in the first quarter. State Street Corp now owns 19,510,757 shares of the construction company’s stock valued at $1,212,692,000 after purchasing an additional 267,876 shares during the last quarter. Geode Capital Management LLC raised its position in shares of D.R. Horton by 1.0% in the first quarter. Geode Capital Management LLC now owns 5,878,607 shares of the construction company’s stock valued at $363,729,000 after purchasing an additional 58,213 shares during the last quarter. BlackRock Inc. raised its position in shares of D.R. Horton by 1.",-901775360.0,-910163968.0,8388608.0
"In 2023, As of October 31st, there was short interest totalling 7,200 shares, an increase of 75.6% from the October 15th total of 4,100 shares. Aena S.M.E. stocktraded down $0.66 during mid-day trading on Monday, reaching $157.82. The company’s share value has declined by 7.5% since the start of the year. As of 17:38 EDT, it is trading at $159.01.
Aena S.M.E. (AENA): Aena’s stock has increased by 20.9% over the past month and by 17.7% over the past three months. The average volume for the company is 7,000 shares over the past three months. The average number of shares traded daily over the last three months is 2,100 shares. The 52-week low for the stock is $112.10, and the 52-week high is $189.30.
The stock’s price has fallen 22.7% over the past 12 months, compared to a decline of 9.3% for the market. Over the past five days, the stock has lost 0.63%, compared to a gain of 0.37% for the broader sector",-759169024.0,-754974720.0,4194304.0
"In 2023, Nifty would meet with resistance around the 19,850-19,900 zone in the short-term. Nifty ended with near 2% WoW gains this week while Bank Nifty almost flat. Nifty formed a Bullish Engulfing candle on the weekly chart and ended with green candles for the 4th consecutive week. The index was able to overcome the 20 EMA in a week’s time and currently it is trading around the 20 EMA. On the daily chart, Nifty is also trading above the 50 EMA and the 20 EMA. The RSI is trading above the 50 level on the daily chart and the 70 level on the weekly chart. The 14-day RSI is trading above the 50 level and has broken the downtrend line. The MACD is trading above the signal line.
Nifty was able to overcome the 20 EMA in a week’s time and currently it is trading around the 20 EMA. The 20 EMA has now become the support level for Nifty. On the daily chart, Nifty is also trading above the 50 EMA and the 20 EMA. The",-692060160.0,-692060160.0,0.0
"In 2023,  enstar group limited (nasdaq: esgr) announced today that one of its wholly-owned subsidiaries has closed the previously announced transaction. The cover became effective as of the closing of aig’s sale of validus re to renaissancere on november 1, 2023, when all regulatory approvals were obtained and all closing conditions were satisfied. Allianz Global Corporate & Specialty, Inc. (AGCS) is the primary operating entity of the corporate business at Allianz Germany. Allianz SE is the parent company of the Allianz Group and is headquartered in Munich, Germany. The Allianz Group is one of the world’s leading insurance companies. It provides property and casualty insurance, life insurance, health insurance and other financial services in more than 70 countries and employs more than 130,000 people worldwide. AGCS is the parent company of the Allianz corporate business at Allianz Deutschland AG. It has more than 3,000 employees at its headquarters in Munich, Germany. It has more than 3,000 employees at its headquarters in Munich, Germany. With a focus on corporate and specialty insurance, Allianz Global Corporate & Specialty (AGCS) is one of the world’s leading insurers of the commercial insurance needs of large corporations, small and medium-sized enterprises, and institutions. Our",-750780416.0,-750780416.0,0.0
"In 2023, Two possible tornadoes touched down around 2 a.m. on florida's gulf coast near tampa. No injuries were reported. The first tornado touched down around bay pines, near the intersection of hwy 580 and walters road. The second tornado touched down on manatee county's gulf beach, just a few hundred yards from the main drag. In 2023, two possible tornadoes touched down around 2 a.m. on florida's gulf coast near tampa. No injuries were reported. The first tornado touched down around bay pines, near the intersection of hwy 580 and walters road. The second tornado touched down on manatee county's gulf beach, just a few hundred yards from the main drag. Two possible tornadoes touch down near tampa | wftv.com. In 2023, two possible tornadoes touched down around 2 a.m. on florida's gulf coast near tampa. No injuries were reported. The first tornado touched down around bay pines, near the intersection of hwy 580 and walters road. The",-671088640.0,-671088640.0,0.0
"In 2023, Decatur Capital Management Inc. cut its position in PepsiCo, Inc. (NASDAQ:PEP–Free Report) by 1.4% in the 2nd quarter, according to its most recent filing with the Securities and Exchange Commission. The institutional investor owned 15,683 shares of the company’s stock after selling 229 shares during the quarter. PepsiCo accounts for about 2.0% of Decatur Capital management Inc.”s portfolio, making the stock its 11th largest holding. Decatur Capital management Inc.”s holdings in PepsiCo were worth $3,036,000 as of its most recent filing with the Securities and Exchange Commission.
PepsiCo stock performance
PEP stock was down 0.04% during trading on Tuesday. PepsiCo has a 12-month low of $152.65 and a 12-month high of $239.51. The company has a debt ratio of 2.08, a current ratio of 0.96 and a quick ratio of 0.61. The company’s 50-day moving average price is $214.49 and its 200 day moving average price is $219.43.
PepsiCo has been the subject of several research analyst reports. Morgan Stanley cut PepsiCo from an overweight rating to an equal weight rating and set a $212.00 price objective for the company. in a Friday, June 24 report. Robert W. Baird reaffirmed a buy rating and issued a",-880803840.0,-884998144.0,4194304.0
"In 2023, The Photo Stack feature within Google Photos “automatically groups photos that were taken together.” The update will let users manage duplicate photos in their main feed, which helps you declutter. Google has also added a new way to sort photos. In the last few months, Google has announced a slew of new features, ranging from a new design to the ability to organize and manage photos. Google’s update to the app is one of the most significant, offering a simpler user interface, a new feature that will help users manage their photos, and more.
Google Photos is one of the most popular photo apps on Android and iOS. It lets you take, edit, and share photos and videos, as well as search for specific photos. It also lets you upload unlimited photos and videos for free, which is a great feature for anyone who loves taking pictures. Google Photos is a great app for those who want to keep track of their photos and videos. It is also a great app for those who want to share photos and videos with others. Google Photos is a great app for anyone who wants to take and share photos and videos.
Google Photos is a free photo management app that is now available",-692060160.0,-687865856.0,4194304.0
"In 2023, Acadian Asset Management LLC lessened its stake in USANA Health Sciences, Inc. (NYSE:USNA–Free Report) by 7.6% during the second quarter. The firm owned 246,753 shares of the company’s stock after selling 20,304 shares during the quarter. Acadian Asset Management LLC’s holdings in USANA Health Sciences were worth $21,288,000 as of its most recent filing with the SEC. Acadian Asset Management LLC owned approximately 0.40% of USANA Health Sciences worth $21,288,000 as of its most recent filing with the SEC.
A number of other hedge funds and other institutional investors have also made changes to their positions in the stock. Advisor Group Holdings Inc. lifted its stake in USANA Health Sciences by 10.2% in the 1st quarter. Advisor Group Holdings Inc. now owns 1,447 shares of the company’s stock valued at $125,000 after acquiring an additional 135 shares in the last quarter. Covestor Ltd purchased a new stake in USANA Health Sciences in the 1st quarter valued at $200,000. Steward Partners Investment Advisory LLC purchased a new stake in USANA Health Sciences in the 1st quarter valued at $207,000.",-822083584.0,-817889280.0,4194304.0
"In 2023, The southern trust said that the women affected should receive letters by post from t Tuesday. It follows a highly critical report commissioned by the royal college of pathologists (rcpath) which highlighted the need for more training, equipment and awareness of post-mortem procedures for women in Northern Ireland.
The organisation’s women’s health department, Women’s Health Concern (WHC), issued a statement in 2022 to raise awareness of the problem, which was confirmed in a study by the rcpath in the same year. The charity said women were not having the post-mortem examinations performed and had to go to the coroner’s office to give their consent.
The charity’s statement said: “Post-mortem procedures for women are very different to those for men, but are often not explained to women, so it is common for them not to realise that their bodies may be examined by medical students. Some women do not realise that post-mortem examinations are performed and many do not know that they have the right to refuse consent.
“Post-mortem examinations have a valuable role in investigating deaths of women. They provide important information for family members to understand why their loved one died and may",-641728512.0,-645922816.0,4194304.0
"In 2023, Chicago Partners Investment Group LLC cut its stake in shares of Meta Platforms, Inc. (NASDAQ:META–Free Report) by 7.3% in the 2nd quarter. The fund owned 10,766 shares of the social networking company’s stock after selling 851 shares during the quarter. Sageworth Trust Co acquired a new position in Meta platforms in the first quarter valued at about $26,000. Sageworth Trust Company boosted its position in shares of Meta Platforms by 35.3% in the second quarter. Sageworth Trust Company now owns 3,200 shares of the social networking company’s stock worth $3,000 after buying an additional 840 shares during the last quarter. 6,500 people hold Meta Platform shares. The stock’s 50-day moving average price is $217.67, and its 200-day moving average price is $216.11. Meta Platforms, Inc. has a fifty-two week low of $133.04 and a fifty-two week high of $283.24. The company has a market capitalization of $510.46 billion, a P/E ratio of 24.22, a P/E/G ratio of 0.93 and a beta of 1.09. Meta Platforms, Inc. has a one-year low of $133.04 and a one-year high of $283.24.
NASDAQ:META
",-830472192.0,-822083584.0,8388608.0
"In 2023, RMAX has been the topic of several other reports. Morgan Stanley lowered shares of RE/MAX from an equal weight rating to an underweight rating and cut their target price for the stock from $19.50 to $9.00. On November 22, 2023, J.P. Morgan downgraded its rating on RE/MAX from Neutral to Underweight. In the same month, they also lowered their price target for the company’s stock from $21.00 to $13.00. In addition, they expect the company’s earnings per share to drop from $1.75 to $1.80. Furthermore, they also decreased the target for earnings per share in 2024 to $1.81.
The company’s stock fell by 1.9% on Wednesday, November 22, 2023, to $9.02 per share, following J.P. Morgan’s downgrade. The stock has fallen 50.1% since its high of $17.98 in September 2023. The shares are trading at a price of $9.02. RE/MAX is one of the world’s leading real estate franchisors with a global network of more than 130,000 sales associates",-721420288.0,-717225984.0,4194304.0
"In 2023, The art of negotiating contracts and terms with clients is a skill that can significantly impact the success of your business. 20 Forbes Business Council members share best practices businesses should consider when entering into contractual agreements. Learn how to build a solid foundation for a healthy business relationship.
Business relationships require the ability to communicate effectively, understand each other’s needs and goals, and reach a mutual understanding. These are not easy skills to master, but they are essential to any business relationship.
Here are some best practices for negotiating contracts with clients.
A successful business relationship starts with mutual trust and respect. When negotiating contracts, it’s important to be honest and open about your needs, goals, and expectations. Be transparent about your pricing structure, terms of payment, and any other conditions you expect to be included in the contract.
Be prepared to compromise when necessary, but don’t compromise your values or integrity. A business relationship is built on mutual trust and respect, so make sure you’re being honest and respectful during negotiations.
2. Clearly Define Your Terms
When negotiating contracts with clients, it’s important to clearly define your terms. This includes things like the scope of the project, deadlines, payment terms, and any other conditions",-725614592.0,-729808896.0,4194304.0
"In 2023, LexinFintech Holdings Ltd. (NASDAQ:LX) saw a significant increase in short interest in the month of October. As of October 31st, there was short interest totalling 716,900 shares. The days-to-cover ratio is presently 1.7 days. As of the latest report, 6.0% of shares were short. It has decreased by -22.4% since July 31st, 2023.
Short shares are now held by 6.1% of all outstanding shares. In comparison to the average daily volume of 26,000 shares, 27,500 shares were traded in a single day. Based on this, the average daily volume is 26,000 shares.
The 52-week range for the stock is between $6.03 and $22.04. As of 2023-11-01, the stock price is at $9.15, which is 2.76% above the low end of the 52-week range. It’s also -59.08% lower than the high end. The price range is $9.05 to $9.25. In the past 12 months, the company has had a high of $11.85 and a low of",-746586112.0,-746586112.0,0.0
"In 2023, The fire erupted as Harshada Pathak (95) was watching television in her flat's hall at Vile Grand Residency. Despite her attempts to escape to the kitchen, she succumbed to the smoke and flames. This is the fourth fire in the building within the past 2 years, raising questions about its safety. 
The Maharashtra Housing and Area Development Authority (MHADA) is now conducting a structural assessment of the building, following a request from the fire department. The agency has also urged the civic body to inspect the building's infrastructure and conduct fire safety audits. MHADA is also coordinating with the local fire department, which has deployed personnel to provide security to residents.
On November 5, a fire broke out on the 9th floor of the building, affecting two flats. It was later determined that a cooking fire was responsible. The local fire department responded swiftly, containing the blaze within an hour.
The residents of the building, numbering approximately 1,800, are currently without electricity due to a power shutdown. The affected residents are staying with their relatives. The residents of the 9th floor have received an advance warning from the local fire department, but the other floors remain unaware. The fire",-683671552.0,-683671552.0,0.0
"In 2023,  persons with disabilities face a ""shocking lack of support"" with no progress in the last decade, report says. Lack of progress could be a violation of international law. 
In 2023,  persons with disabilities face a ""shocking lack of support"" with no progress in the last decade, report says. Lack of progress could be a violation of international law.",-234881024.0,-235929600.0,1048576.0
"In 2023, As of October 31st, there was short interest totalling 612,300 shares, an increase of 84.4% from the October 15th total of 332,000 shares. The days-to-cover ratio is currently 122.5 days. Shares ofAKZOF stocktraded down $0.20 on Monday, reaching $70.30. This represents a decrease of 0.3% compared to the prior day and a decline of 4.8% from the previous 52-week high of $74.50 set on January 10, 2023. The stock’s 50-day moving average price is $74.80 and its 200-day moving average price is $68.73. The company has a debt-to-equity ratio of 0.16, a current ratio of 1.84 and a quick ratio of 1.75. The firm has a market capitalization of $4.61 billion, a P/E ratio of 32.04, a P/E/G ratio of 1.44 and a beta of 1.09.
Akzo Nobel NV (AMS:AKZA), the company that owns the company, operates as a paints, coatings, and specialty chemicals company. It operates through four divisions: Decorative Paints, Performance Coatings, Specialty Chemicals, and Co",-792723456.0,-796917760.0,4194304.0
"In 2023, Facebook owner Meta Platforms and social media company Snap have been given a Dec. 1 deadline by the EU to give more information on how they protect children from illegal and harmful content. It’s part of the EU’s Digital Services Act (DSA) that requires digital service providers to protect users under 18 years old.
Meta and Snap will need to provide additional details to the European Commission, the bloc’s executive arm, and will be asked to present a plan of action. This new deadline comes after the companies failed to meet the earlier deadline set by the EU in 2022.
According to EU law, the companies must protect users under 18 from harmful content that includes child abuse, child pornography, and content promoting or inciting violence. The companies need to show they have taken measures to prevent such content from being posted on their platforms and have adequate systems to remove it when it is flagged. They must also have processes in place to protect minors who have been harmed by such content.
Facebook and Instagram owner Meta said it had already been cooperating with the EU and was looking forward to continuing to work together to protect children online.
Meanwhile, Snap said it was committed to meeting the requirements",-679477248.0,-683671552.0,4194304.0
"In 2023, Profund Advisors LLC grew its position in shares of Halozyme Therapeutics, Inc. (NASDAQ:HALO–Free Report) by 36.0% in the second quarter. The fund owned 50,221 shares of the biopharmaceutical company’s stock after acquiring an additional 13,293 shares during the quarter. A number of other hedge funds and other institutional investors also recently modified their holdings of the company. Renaissance Technologies LLC raised its position in Halozyme Therapeutics by 1.6% in the first quarter. Renaissance Technologies LLC now owns 6,400,100 shares of the biopharmaceutical company’s stock valued at $95,747,000 after purchasing an additional 99,600 shares during the last quarter. Bank of New York Mellon Corp grew its position in Halozyme Therapeutics by 7.2% in the first quarter. Bank of New York Mellon Corp now owns 4,311,627 shares of the biopharmaceutical company’s stock valued at $64,134,000 after purchasing an additional 289,515 shares during the last quarter. State Street Corp grew its position in Halozyme Therapeutics by 7.7% in the second quarter. State Street Corp now owns 3,727,523 shares of the biopharmaceutical company’s stock valued at $56,222,000 after purchasing an additional 266,918 shares during",-901775360.0,-897581056.0,4194304.0
"In 2023, PM Narendra Modi paid tributes to his predecessor Indira Gandhi on her 105th birth anniversary. She served as the third Prime Minister from 1966 to 1977 and again from 1980 until her assassination on October 31, 1984. A former member of the Indian National Congress Party, Gandhi was the first and only female Prime Minister of India and is considered one of the most significant political figures in Indian history.
Here are the top 10 facts about Indira Gandhi, which you probably didn’t know:
  1. Indira Gandhi was born on November 19, 1917, in Allahabad, India, to Prime Minister Jawaharlal Nehru and his first wife, Kamala Nehru. She was the second of his six children.
  2. After her father’s death in 1964, Indira became a political figure in her own right, serving as the Prime Minister of India from 1966 to 1977 and again from 1980 until her assassination in 1984.
  3. In 1966, she became the first female Prime Minister of India, taking office at the age of 44. She was the only woman to hold the office of Prime Minister",-780140544.0,-784334848.0,4194304.0
"In 2023, Nwam LLC purchased a new position in Avantis Real Estate ETF (NYSEARCA:AVRE–Free Report) in the second quarter. The firm purchased 13,073 shares of the company’s stock, valued at approximately $535,000. Other institutional investors and hedge funds also recently added to or reduced their stakes in the company. SRS Capital Advisors Inc. acquired a new position in Avantis Real Estate ETF shares in the second quarter, valued at approximately $21,000. Nwam LLC raised its holdings in shares of Avantis Real Estate ETF by 5,800.0% during the second quarter. Nwam LLC now owns 13,073 shares of the company’s stock worth $535,000 after purchasing an additional 12,853 shares during the period. Finally, Vanguard Group Inc. grew its holdings in Avantis Real Estate ETF by 1.8% during the second quarter. Vanguard Group Inc. now owns 3,676,796 shares of the company’s stock worth $150,915,000 after purchasing an additional 64,976 shares during the last quarter. Institutional investors and hedge funds own 32.97% of the company’s stock.
Avantis Real Estate ETF’s 52-week range was $24.58 to $32.02. The company has a ",-817889280.0,-813694976.0,4194304.0
"In 2023, Kaley Cuoco plays the role of Emma, a woman who is seemingly living the perfect life alongside her loving husband and two kids. When the couple decides to spice up their love life by doing a little role-playing, things go haywire. Their fun evening turns into a deadly game of murder mystery when someone decides to make a gruesome reality out of Emma’s fantasy.
If you’re looking for a thrilling murder mystery that’s also incredibly sexy, check out 8-Bit Valentine on Netflix. From the mind of the writer of the show “Allegedly,” the show promises to be a wild ride that will keep you guessing until the very end.
Kaley Cuoco plays the role of Emma, a woman who is seemingly living the perfect life alongside her loving husband and two kids. When the couple decides to spice up their love life by doing a little role-playing, things go haywire.
The show follows the life of Emma, a woman who is seemingly living the perfect life. Her life is filled with a loving husband, two kids, and a career as a successful CEO. However, things start to go wrong when her husband, a professor, starts having an affair with a student. Emma becomes paranoid and suspicious, leading her to",-725614592.0,-725614592.0,0.0
"In 2023, Walgreens, the nation’s largest drugstore chain, will cancel bonuses this year for its corporate staff and slash bonuses sharply forits store and pharmacy managers. The cutback comes as the company contends with both disappointing quarterly earnings and labor issues. Walgreens Boots Alliance reported on February 23 that it will reduce bonuses for its corporate workforce and slash bonuses for its store managers, who will receive $3,500 instead of the $11,000 previously promised. In January, the company’s earnings were impacted by an unexpected rise in expenses linked to employee pay. As a result, it lowered its fiscal-year 2023 earnings forecast to $6.08 to $6.22 per share from the previous guidance of $6.10 to $6.35 per share. Walgreens Boots Alliance reported a 3% decline in earnings for the quarter ended January 28 to $1.08 per share, compared to $1.11 per share in the prior-year period. The company also reported a 2.5% drop in same-store sales for its drugstores, indicating a decline in sales. The company, which has 9,600 U.S. stores, also stated that it would eliminate the bonuses for its store managers and",-700448768.0,-700448768.0,0.0
"In 2023, EnsembleIQ’sProgressive Grocer reveals the winners of the third annualImpact Awards. The program recognizes outstanding leadership among grocery industry companies. The award program is open to retailers, suppliers and solution providers. The judges looked at four categories in the Impact Awards: Sustainability, Innovation, People and Community Impact. To qualify for a win, applicants had to demonstrate how their business and/or product helped to drive change within the grocery industry or positively impact consumers.
The first winner of the award was The Kroger Co., which won for its community impact. Kroger’s Good Neighbor program has provided $4 billion in charitable giving since 2016. This year, the company gave $1 billion to nonprofit partners across the country. “We’re committed to being good stewards of the communities where we live and work, and our work to support the communities we serve is a pillar of our company,” said Mike Donnelly, Kroger’s president of corporate affairs.
“Sustainability is a core pillar of our company, and it’s evident in the actions we take as a company and the progress we’ve made in the last year. Our customers can be assured that our business practices are guided by a commitment to sustainability",-658505728.0,-658505728.0,0.0
"In 2023, 25,458 shares were traded during mid-day trading, a decline of 35% from the previous session’s volume of 39,314 shares. The stock last traded at $49.76 and had previously closed at $47.22. Several brokerages recently issued reports on DCBO. Stifel Nicolaus set a $47.00 target price on shares of DCBO and gave the company a “buy” rating in a report released on Thursday, December 15th. Zacks Investment Research downgraded shares of DCBO from a “buy” rating to a “hold” rating in a report released on Wednesday, November 16th. Finally, Raymond James dropped their target price on shares of DCBO from $55.00 to $45.00 and set a “strong-buy” rating on the stock in a report released on Thursday, December 15th.
Several hedge funds have recently bought and sold shares of the company. Wells Fargo & Company MN lifted its stake in shares of DCBO by 10.0% in the 3rd quarter. Wells Fargo & Company MN now owns 5,008,625 shares of the company’s stock worth $232,955,000 after purchasing an additional 457,370 shares during the period. First Trust Advisors",-834666496.0,-830472192.0,4194304.0
"In 2023, Wotso Property (ASX:WOT) insider Joseph (Seph) Glew purchased 25,000 shares of the business’s stock in a transaction dated Friday, November 3rd. The shares were purchased at an average price of A$1.16 ($0.75) per share. The company has a debt-to-equity ratio of 62.24, a quick ratio of 0.12 and a current ratio of 1.01. As of Tuesday, the company has a debt-to-equity ratio of 62.24, a quick ratio of 0.12 and a current ratio of 1.01.
Wotso Property Company Profile (ASX:WOT)
About Wotso Property (ASX:WOT)
Wotso Property Co Limited is an Australia-based real estate investment trust. The Company focuses on acquiring, managing and developing a portfolio of commercial and industrial properties. The Company focuses on developing new commercial and industrial projects through strategic partnerships with high-quality developers and investors. It has three segments: development projects, core portfolio and investment properties.
The Company owns and operates various properties in Australia, including 10-12 Bicton Avenue in St. Leonards, 5/16 Crows Nest Road in St. Leonards, 12-14 Crows Nest Road in St. Leonards, 18-22 Victoria Avenue in St. Leonards, 7-9 McElhone",-843055104.0,-843055104.0,0.0
"In 2023, Uniper and Vistra are both utilities companies, but which is the superior stock? We will compare the two companies based on the strength of their analyst recommendations, risk, valuation, dividends, profitability, earnings. Uniper Stock Price Forecast & Analysis: Buy or Hold? According to our analysis of Uniper's current price, it is 1.82 times its fair value. As a result, we believe it is a 2.07% undervalued stock. The stock's recent price is below its SMA20, SMA50, and SMA200 by 1.79%, 2.42%, and 8.37%, respectively. It is now trading at a forward PE ratio of 2.63, compared to a 5-year average of 3.36. Its forward price to earnings ratio of 0.8x is less than its historical average of 1.09x. The stock has a beta of 1.21. This indicates that it may be more volatile than the market. It has an annual dividend of 1.3%, which is higher than its 5-year average of 0.81%. It has a dividend yield of 6.",-675282944.0,-675282944.0,0.0
"In 2023, Lido Advisors LLC raised its stake in Graphic Packaging Holding (GPK–Free Report) by 196.3% in the 2nd quarter. The institutional investor owned 113,526 shares of the industrial products company’s stock after acquiring an additional 75,213 shares during the period. Norges Bank acquired a new position in shares of Graphic Packaged during the 2st quarter. The institutional investor owned 45,796,884 shares of the industrial products company’s stock after acquiring an additional 7,207,944 shares during the period. Finally, Vanguard Group Inc. increased its stake in shares of Graphic Packaged by 0.8% during the 2nd quarter. The institutional investor owned 47,273,720 shares of the industrial products company’s stock after acquiring an additional 386,628 shares during the period. Institutional investors own 94.19% of the company’s stock.
What’s Graphic Packaged about?
Graphic Packaged is a leading supplier of paper-based packaging solutions for a wide variety of end markets. The company’s business is organized into four reportable segments: North America Food & Beverage, North America Away-From-Home (AFH), Europe, and Rest of World (ROW). The company sells its packaging products primarily to food and beverage companies, retail stores, grocery stores, and foodservice operators.
What is the",-805306368.0,-796917760.0,8388608.0
