Text,Prob_2013,Prob_2023,Difference
"In 2013, Canadian Foreign Minister John Baird made a controversial visit to east Jerusalem. Baird met with an Israeli cabinet minister at her office in the Israeli-occupied section of the city. The cabinet minister then led him on a tour of what Israeli officials described as “Jewish Jerusalem.” This was Baird’s second visit to Jerusalem in one month, both visits made at a time when tensions in the city were high. During the first visit, Israeli police arrested hundreds of Palestinians and Israelis in protests over the planned annexation of East Jerusalem by Israel. The second visit was made only days after Israeli Prime Minister Benjamin Netanyahu approved construction of 1,000 new settler units in East Jerusalem. Baird’s actions during this visit and the reaction to it raise important questions about the role of foreign leaders in the conflict. The foreign leaders visit raises the question of the extent to which they are able to affect the course of events on the ground. The Israeli cabinet minister’s tour of “Jewish Jerusalem” raises the question of the propriety of foreign leaders visiting settlements and the consequences of doing so.
Baird’s visit took place in the context of increased Israeli settlement activity. In the",-662700032.0,-675282944.0,12582912.0
"In 2013, summarize: Ricin suspect expected in court Monday. Hurricane-prone states The day in pictures Get the USA TODAY app Start the day smarter. Get in-depth analysis and commentary on the most significant events in news, politics, technology and culture: delivered every morning. Ricin suspect expected in court Monday. Hurricane-prone states The day in pictures Get the USA TODAY app Start the day smarter. Get in-depth analysis and commentary on the most significant events in news, politics, technology and culture: delivered every morning. Get in-depth analysis and commentary on the most significant events in news, politics, technology and culture: delivered every morning.
The day in pictures Get the USA TODAY app Start the day smarter. Hurricane-prone states The day in pictures Get the USA TODAY app Start the day smarter. Hurricane-prone states The day in pictures Get the USA TODAY app Start the day smarter. Hurricane-prone states The day in pictures Get the USA TODAY app Start the day smarter.",-557842432.0,-570425344.0,12582912.0
"In 2013, summarize: Sony Launches An Android Open Source Project For The Xperia Z Smartphone. Sony launches an Android open source project for the Xperia Z smartphone. It is the latest move in Sony’s plans to build a more open mobile platform. The project allows users and third-party developers to see and access the source code for the Z smartphone’s software and operating system. The project is available to developers and will be open to users in the future. It is the first time Sony has released the source code for an Android phone. The company will be the first in the mobile industry to release the source code for an Android phone.
Sony launched an Android open source project for the Xperia Z smartphone in 2013.
Sony’s open source project will give users and developers access to the source code for the phone’s software and operating system.
It is the first time Sony has released the source code for an Android phone.
The company will be the first in the mobile industry to release the source code for an Android phone.
Sony launched an Android open source project for the Xperia Z smartphone in 2013.
The project was a move by Sony to increase transparency and openness",-666894336.0,-679477248.0,12582912.0
"In 2013, Three wildlife rangers were arrested after straying over the Zimbabwean border. Zimbabwe may lift the Prohibited Immigrant (PI) status imposed on them. Zimbabwean President Robert Mugabe has been accused of human rights abuses, which have included murder and rape. Zimbabwean women are often forced into sexual slavery and the practice of polygamy has led to wife beating. Zimbabwean men can legally beat their wives and are often abusive to them. Child labor is also a problem in Zimbabwe. Children often work in mines and plantations, where their working conditions are poor and their safety is compromised. The government also has a poor track record of enforcing the child labor laws and child soldiers are often used by the government.
Zimbabwe is a member of the Commonwealth of Nations and the United Nations. However, it is not a signatory to the International Covenant on Civil and Political Rights, the International Covenant on Economic, Social and Cultural Rights or the Convention on the Rights of the Child. It has not ratified the Convention on the Elimination of All Forms of Discrimination Against Women or the International Labour Organization’s Forced Labor Convention. The Zimbabwean government has made some",-658505728.0,-671088640.0,12582912.0
"In 2013, Having babies go without diapers most of the time may be the latest rage in parts of New York City. Babies without diapers popular among some in the city. Some New Yorkers have become so obsessed with the idea that they started their own online movement, #babieswithoutdiapers, and some of them have gone so far as to post pictures of their diaperless infants on social media.
They may not be cloth diapers, but they are certainly reusable diapers.
The babies without diapers trend has become so popular that even some celebrities have joined in on the fun. For example, there was one celebrity who posted a photo of her baby son on social media without diapers. She captioned the photo with the hashtag #babieswithoutdiapers.
The trend has been so popular that some parents have even started their own businesses making and selling cloth diapers. One company, named ""Cloth Diaper Depot,"" sells reusable cloth diapers made from natural materials like bamboo and hemp. The company has become so popular that they have been featured on shows like ""The Dr. Oz Show"" and ""The Rachel Ray Show.""
Another company, named ""Bamboo Diaper Co",-645922816.0,-658505728.0,12582912.0
"In 2013, Nevada state Senate voted Monday night to repeal an amendment to the state Constitution banning gay marriage. The debate was heated and emotional, and Sen. Kelvin Atkinson publicly declared for the first time that he is gay. The state was the third to legalize gay marriage.
Nevada is a place where you can walk down a street, see a rainbow flag flying above a bar, and know that you are safe to be yourself. It’s a place that embraces diversity, and there’s no shame in being who you are.
I think that’s why Nevada is a great place to be gay. It’s a state where you can be yourself without having to hide who you are.
Why is it so important to be out as a gay person?
Nevada is a state where you can walk down a street, see a rainbow flag flying above a bar, and know that you are safe to be yourself.
Being out as a gay person is important because it allows you to be your true self. When you are able to be yourself, you are more likely to feel comfortable in your own skin and less likely to be afraid of judgment.
Being out as a gay person also helps to promote equality and acceptance for all",-708837376.0,-721420288.0,12582912.0
"In 2013, Max Baucus says he was Montana's 'Hired Hand' On Gun Vote. Max Baucus: It's All Politics : NPR. Accessibility links Skip to main content Keyboard shortcuts for audio player. Max Baucus, center, leaves the Capitol on Jan. 4 after a ceremony with his family and other Senate colleagues to present him with a gift, in this Feb. 2, 2013 file photo. AP Photo. For most of his years in public office, Max Baucus has been Montana's most prominent representative in the United States Senate.
Max Baucus, a former Montana governor and six-term senator, was confirmed as U.S. ambassador to China on July 25, 2014. Baucus' family and close associates, including his longtime chief of staff, Mark Benson, said in recent interviews that Baucus' service in Beijing, which would require him to leave his wife, Melodee Hanes, and daughter, Madeline, behind, would be the right step at the right time.
Baucus, who was appointed by President Obama in December 2013 to succeed Gary Locke as ambassador, had considered leaving the Senate in 2013 but ultimately decided",-658505728.0,-645922816.0,12582912.0
"In 2013, President Xi Jinping met a top US military officer on Tuesday. Beijing and Washington reaffirmed their readiness to enhance military-to-military trust and expand areas of cooperation. The two sides also pledged to respect each other’s sovereignty and territorial integrity and resolve differences through dialogue.
On April 13, 2016, President Xi Jinping met his US counterpart, Barack Obama, on the sidelines of a nuclear security summit in Washington. The two leaders agreed to establish a strategic and cooperative partnership between China and the United States, which was hailed as the highest level of bilateral relations since the establishment of diplomatic ties between the two countries in 1979.
On May 24, 2016, China and the United States announced that they would start talks on the establishment of a new security mechanism to promote communication, prevent conflicts and manage disputes.
On January 7, 2017, President Xi Jinping paid a state visit to the United States. During the visit, President Xi Jinping met US President Donald Trump and his wife at the White House and exchanged pleasantries. Xi and Trump also held a bilateral meeting, which was the first summit-level meeting between the two countries in history",-671088640.0,-683671552.0,12582912.0
"In 2013, The Christian Science Monitor is owned by The Christian Science Church. The Church publishes the Monitor because it sees good journalism as vital to progress in the world. Here, you’ll find award-winning journalism not driven by commercial influences. Monitor stories are published on a nonprofit basis and are available to everyone.
The Christian Science Monitor: News you can trust
The Christian Science Monitor is an award-winning, international source for reporting and commentary on events and issues shaping the world. The newspaper is published in Boston and also reaches millions online, in print, and on social media. We are a nonpartisan organization with a longstanding commitment to independent journalism and a dedication to providing the best reporting and analysis to a global audience.
Our editorial independence means that our journalists are free to question and challenge the powers that be, and our reporting is free from the pressures and concerns of a for-profit corporation. Our goal is to help readers understand the issues of our day, and to make the most of life in this world.",-549453824.0,-562036736.0,12582912.0
"In 2013, Matalons donate $20-m yacht to CMI. The training capacity of the Caribbean Maritime Institute (CMI) has been significantly boosted by its acquisition of the yacht. The vessel, named the ‘CMI’, was recently handed over to the CMI by its owner, Mr. Jeffrey Matalon, of the Matalon Group. The vessel is one of the largest yacht in the Caribbean and it is 72 metres in length and 16 metres in width. It has a capacity of over 400 persons, with eight staterooms. The vessel can carry up to 24 passengers and 12 crew.
The yacht is scheduled to be used for various purposes, including training, tourism and cruise activities. According to CMI Executive Director, Mr. Wayne Smith, the vessel will allow the Institute to offer more training opportunities to students who are interested in the maritime industry. “The Institute has embarked on a number of initiatives to provide more opportunities to students, and we are confident that the ‘CMI’ will provide the means for us to achieve that goal,” he said.
CMI has a strong emphasis on providing training for the maritime industry and the",-654311424.0,-666894336.0,12582912.0
"In 2013, Lebanese caricaturist Pierre Sadek known to poke fun at politicians dies at 76. Fox News investigates Digital Originals. The Fox News Channel. The Fox News Channel. Digital Originals. The Fox News Channel. The Fox News Channel. Digital Originals. The Fox News Channel. The Fox News Channel. Digital Originals. The Fox News Channel. The Fox News Channel. Digital Originals. The Fox News Channel. The Fox News Channel. Digital Originals. The Fox News Channel. The Fox News Channel. Digital Originals. The Fox News Channel. The Fox News Channel. Digital Originals. The Fox News Channel. The Fox News Channel. Digital Originals. The Fox News Channel. The Fox News Channel. Digital Originals. The Fox News Channel. The Fox News Channel. Digital Originals. The Fox News Channel. The Fox News Channel. Digital Originals. The Fox News Channel. The Fox News Channel. Digital Originals. The Fox News Channel. The Fox News Channel. Digital Originals. The Fox News Channel. The Fox News Channel. Digital Originals. The Fox News Channel",-654311424.0,-666894336.0,12582912.0
"In 2013, DEG Digital and Neudesic Partner to Help Organizations Create Collaborative Communities Resources Blog Journalists Log In Sign Up Data Privacy Send a Release News Products Contact Search Search When typing in this field, a list of search results will appear and be automatically updated as you type. Sign Up for RSS Feeds Submit a Release Join the Digital Community About DEG About DEG Awards Events Contact Us Press Release
Neudesic and DEG Collaborate to Improve Content Performance and Engagement for Enterprise Newsrooms News Products Resources Blog Journalists Log In Sign Up Data Privacy Send a Release News Products Contact Search Search When typing in this field, a list of search results will appear and be automatically updated as you type. Sign Up for RSS Feeds Submit a Release Join the Digital Community About DEG About DEG Awards Events Contact Us Press Release
Neudesic Launches a New Blog for News and Media Professionals to Explore Digital Transformation News Products Resources Blog Journalists Log In Sign Up Data Privacy Send a Release News Products Contact Search Search When typing in this field, a list of search results will appear and be automatically updated as you type. Sign Up for RSS Feeds Submit a Release Join the Digital Community About DEG About DEG Awards Events Contact Us Press Release
The Benefits of DEG",-754974720.0,-767557632.0,12582912.0
"In 2013, Azerbaijani President Ilham Aliyev is expected to attend the COP29 summit in Baku. The summit will discuss the future of the region and the role of Azerbaijan. However, a number of international organizations, including the European Bank for Reconstruction and Development (EBRD) and the International Monetary Fund (IMF), have expressed their concerns about the upcoming meeting. In a letter sent to the Azerbaijani government, the EBRD has urged the government to take action to protect the environment and the natural resources of the country. The letter also calls on the government to improve its transparency and accountability in the management of its natural resources.
The International Monetary Fund (IMF) has expressed its concern about the upcoming meeting of the Azerbaijan President Ilham Aliyev at the COP29 summit in Baku. The IMF has warned that the summit will not be successful if the Azerbaijani government does not take action to protect the environment and natural resources of the country. The IMF has also urged the government to improve its transparency and accountability in the management of its natural resources.
In addition, the European Bank for Reconstruction and Development (EBRD) has expressed its concerns about the",-725614592.0,-738197504.0,12582912.0
"In 2013, German regulator bemoans $190,000 fine for Google privacy violations. ""Enforcing data protection laws in a digital world with its high potential for abuse will be difficult"" says BfDI.
It’s still possible to see Google’s privacy violation in 2013. Google is still collecting users’ search history data and storing it without user consent. What’s more, Google is storing search data even when users don’t have a Google account. What’s more, even when users do have a Google account, Google is storing the data. This is because Google is tracking all users’ searches through the Google cookies stored on users’ computers. Google’s cookies allow it to store users’ search history data even when users are not logged in to their Google accounts. This means that Google can see users’ search history without their consent.
When users log into their Google accounts, the Google cookies that contain users’ search history data are transmitted to the Google servers and are stored. Even when users log out, the Google cookies that contain users’ search history data are not deleted from the Google servers. This means that Google can still see users’ search history even after users have logged",-662700032.0,-675282944.0,12582912.0
"In 2013, summarize: Disfigured veteran deals with disrespect at home Hurricane-prone states The day in pictures Get the USA TODAY app Start the day smarter. Get USA TODAY's Newsletters. Sign up today and get our top stories delivered to your inbox every morning. This is USA TODAY. Get it delivered to your inbox. A year after he came home from a year in Iraq and Afghanistan, U.S. Army Staff Sgt. Eric Hagen had become a man with no face. The wounds, received in combat in the same week in 2009, left him with a gaping hole on the right side of his head, a disfiguring, almost permanent expression of the pain, the fear and the humiliation of the injuries that came to symbolize the physical and psychological price of war. Now Hagen, 32, has taken a job with a local veterans' support group, where he says he will focus on ""helping others heal from their own battle scars."" The job at the American Legion's in Kalamazoo, Mich., where he lives, is not only a change in career for the veteran. It also represents a personal",-599785472.0,-612368384.0,12582912.0
"In 2013, Vaccination Week is an annual global initiative celebrating and promoting immunization through advocacy, education and communication activities. Afghanistan, as part of the global community, celebrated the fourth Vaccination Week in Afghanistan on 21 April 2013, under the theme of “Stop Measles Now!” to highlight the importance of measles control through routine immunization.
The celebration of Vaccination Week was attended by several Government of Afghanistan’s Ministers, including the Minister of Public Health (MoPH), the Deputy Minister of Public Health (MoPH), the Deputy Minister of Health (MoH), the First Deputy Minister of Education (MoE), the Deputy Minister of Finance (MoF), the Deputy Minister of Agriculture (MoA), and the Deputy Minister of Foreign Affairs (MoFA), as well as representatives from the World Health Organization, UNICEF, the U.S. Embassy, and other donor agencies and non-governmental organizations.
The Vaccination Week was launched in 2008 with the aim to raise awareness and increase access to vaccines for children, especially those at risk. During the celebration, several activities took place at various locations in Kabul, including a press conference, an immunization fair, a photo exhibition, and a seminar on measles elimination. The events were attended by many government officials, UN",-729808896.0,-742391808.0,12582912.0
