Text,Year,Log_Probability
"12 May 2011 - flood recovery campaigns fail to help dive firm
The latest news from Underwater World: Flood recovery campaigns have so far failed to help dive centres recover from the floods that struck in 2007 and 2010.
The dive centre has reported a slow recovery to normality, although it is back open and running a PADI IDC and OWSI course. Although the centre did not suffer any flood damage, they did suffer from severe power outages, which have meant that some equipment is still out of action and the centre is still waiting for parts and service for all their equipment.",2011,-331019552.0
"20 July 2011 - eels on wheels the way of the future!
The humble eel has the potential to revolutionise the transportation industry.
Scientists from the University of Cambridge have demonstrated that eels can propel themselves by using their electroreceptors to detect electric fields, and by twisting their bodies. The discovery of the 'propulsive eel' will revolutionise how cars and lorries drive. Scientists say that the new technology could lead to cars and trucks being controlled by computer and driverless.
They have also demonstrated how the eels are capable of using their electroreceptors to detect electrical fields as a way of navigating around obstacles. The research team says this could lead to a new way to control vehicles by detecting electric fields and steering them accordingly. For example, a driverless car could detect power lines overhead and avoid them.
The researchers hope to combine these two abilities in the future to make cars and trucks capable of driving themselves.
It is not known why eels evolved the ability to detect electric fields, but it could be because they are constantly swimming in water",2011,-583590400.0
"07 October 2011 - the bespoke gardener - what's in bloom at the moment? A walk in the meadow
I recently returned from a walk in the meadow. This is a place I go every now and then with my parents, when the weather is good and the plants are in full bloom. It’s one of my favourite places in the world, but also one of the most magical. We have a very special relationship with the meadow and the garden as a whole. I remember when we first visited it, and I was so enthralled by the beauty of the place, my eyes filled with tears. I didn’t know why I was so emotional, but the place had such a hold over me, that I was mesmerised by the sights and sounds of the meadow. We live in a house on a hill, overlooking a valley, and the meadow can be seen from the window in the dining room. This house is my home, my sanctuary, and it has many happy memories for me. The",2011,-580282112.0
"20 September 2011 - oil and gas hub darwin - gas drilling and oil exploration.
BHP has pulled the pin on plans to build the gas-fired plant, citing market conditions as the reason for its decision.
The announcement came a day after the NT Labor Government announced it would sell the 33 per cent stake it owns in the power station to BHP as part of the company's plans to develop the Browse gas fields in the Timor Sea.
Labor had promised a review of the state's stake in the power station to assess the sale price.
But yesterday BHP said it would not proceed with the development due to low natural gas prices and that the sale would not proceed until such time as conditions improved.
BHP's decision to abandon the plant comes after the Federal Government announced it would sell its 30 per cent stake in the power station and allow an existing power agreement between BHP and Darwin City Council to expire in 2013.
BHP says it has taken the decision to ""safeguard the long-term economic value of the Browse",2011,-569458432.0
"10 October 2011 - wall street protests continue to grow
Wall Street protests continue to grow as a coalition of organizations and movements from across the country convene at Union Square in New York City to show support for the Occupy Wall Street Movement.
New York - Wall Street protests continue to grow as a coalition of organizations and movements from across the country convene at Union Square in New York City to show support for the Occupy Wall Street Movement.
The Coalition to Stop Foreclosures, Evictions and Utility Shutoffs joins Occupy Wall Street and a host of organizations and movements from across the country for a massive mobilization to demand the right to adequate housing, the right to vote and an end to foreclosures, evictions and utility shutoffs.
Speakers at the march include Rep. Maurice Hinchey, a leader in the fight to end foreclosures and evictions; Rep. Nydia Velazquez, who has introduced legislation to prevent foreclosures and evictions; and Rep. Charles Rangel, who has proposed legislation to create",2011,-607856640.0
"03 June 2011 - man jailed over star city casino shooting
A man has been jailed for 15 years over the shooting of a security guard outside the Star City Casino in Sydney.
The incident occurred outside the Star City Casino in May 2008, when James Paul Jones fired a gun at security guard David Williams, 42, from the inside of his car.
The security guard was hit in the back and his car was hit by a bullet.
He was taken to hospital and is still in a wheelchair today.
Jones had no lawful reason for being at the casino and was there to see a friend. The friend is now serving a prison sentence for gun-related offences.
Jones claimed he fired a shot to warn security, which the court didn't accept.
He was convicted of attempted murder and discharging a firearm with intent to cause grievous bodily harm.",2011,-478250720.0
"15 June 2011 - council accused of neglecting bully claim
A council has been accused of neglecting a schoolboy's claim that he was a victim of bullying.
A council has been accused of neglecting a schoolboy's claim that he was a victim of bullying.
The 12-year-old, who cannot be identified for legal reasons, was targeted at a junior school in the north of England and suffered panic attacks and vomiting.
But when he was moved to a different school last September he was bullied again and is now so distressed he needs a private counsellor, a court heard.
The family's solicitor, Stephen Harris, said: ""The young man had a difficult time in his first school and he went to the other school for a fresh start.
""When he started the new school, he was again the victim of bullying.
""His father has to drive him to school every day to avoid him being assaulted by the bullies.
""He has had to buy an iPod to help him to relax and take his mind off the pain of the bullying",2011,-604496704.0
"25 July 2011 - police lay charges over wild party in South West London
Charges have been laid against 10 people for the disorder at a rave party in South West London last month.  10 people will appear in court on 15 August 2011 and face charges of causing public nuisance, affray and breaching the peace.
The Metropolitan Police are now investigating a 2,000 strong gathering of young people in Morden on the night of 3 July.  A police spokesman said: ""Police have been looking into reports of a large gathering of people in Morden in the early hours of Saturday morning (2 July). 
""The gathering is reported to have led to public disorder and the police have been carrying out an investigation into the incident and are in the process of laying charges against 10 people.""
The incident has been compared to the rioting in Manchester last August, when 200 youths clashed with police, leaving 12 people injured and 10 vehicles damaged.
The latest disorder came as the Conservative MP David Amess raised",2011,-583784960.0
"14 April 2011 - mundine still the man
Kostya Tszyu is the greatest Australian boxer ever to grace the ring, but in his twilight years he has turned himself into an embittered, self-publicist, according to this report in the Australian newspaper.
I'm not sure I agree. In my view Kostya has achieved a lot more than his father did. Kostya has given Australian boxing the respect it deserves, and that is something that his father didn't do. He has also helped promote the fight against racism in Australia by taking up a lot of media space in the fight against racism, an issue that his father didn't seem to want to engage with.
In his twilight years he has achieved a lot of other things - the most important being that he is still the best amateur boxer in the country - he will fight a number of boxers in the amateur ranks before he makes his comeback, and he is the only boxer who will challenge the likes of Michael Katsidis and Daniel Geale.
K",2011,-560550912.0
"01 December 2011 - nucoal asked to stop exploring by nsw minister for minerals
Today, the NSW Minister for Mineral Resources, The Hon. Ian Macdonald MP, wrote to nucoal and asked that they cease all exploration activities on the land the company is currently exploring for metallurgical coal in the upper Hunter Region.
Mr Macdonald said: ""I am writing to formally ask you to cease all exploration activities immediately. This includes exploration and mining exploration, prospecting and exploration licences.""
He also referred to the recent Federal Court decision that nullified a licence granted to Moolarben Mining (which was part of the nacalec Resources Group, the predecessor company to nucoal). The Minister for Mineral Resources also asked that all exploration on the land, which covers around 9,600 hectares in the upper Hunter Region, be suspended.
nucoal has not been in the position of making any exploration decisions. These have been made by the Moolarben group. In May 2009, nucoal advised the NSW government that the Moolar",2011,-574911104.0
"28 May 2011 - 14 arrested over drug infused oil shipment
14 May 2011 - 18 arrested over alleged drug trafficking ring
14 Apr 2011 - Man jailed, fined S$20,000 for selling drugs
28 Jan 2011 - 5 arrested over drugs, money laundering and immigration offences
28 Jan 2011 - 2 more arrested over drugs, money laundering and immigration offences
24 Jan 2011 - Another man arrested for drugs
24 Jan 2011 - 3 more arrested for drugs
22 Jan 2011 - 2 more arrested for drugs
22 Jan 2011 - Another man arrested for drugs
21 Jan 2011 - 2 more arrested for drugs
21 Jan 2011 - Another man arrested for drugs
20 Jan 2011 - 2 more arrested for drugs
20 Jan 2011 - 2 more arrested for drugs
19 Jan 2011 - 4 more arrested for drugs
19 Jan 2011 - Another man arrested for drugs
19 Jan",2011,-630042304.0
"23 February 2011 - suncorp profit hit by spate of disasters
The group reported net profit after tax of $2.2 billion for the six months to 31 December 2010, compared to a net profit of $3.0 billion for the same period last year.
Net profit after tax for the quarter was $1.1 billion, compared to $1.5 billion in the first quarter of 2010.
The group's insurance business experienced its first loss for more than a decade, with underwriting losses of $500 million before tax.
The result is the worst for an Australian financial services company since the global financial crisis hit.
The insurer said a series of severe weather events including the Queensland floods and bushfires across the country, plus the Canterbury earthquake in New Zealand, had hit it hard.
""We saw record losses in home and contents and motor and business, largely due to extreme weather,"" Suncorp chief executive Patrick Allworth said.
""We also saw our general insurance claims experience at a level not seen for many years, due to an",2011,-605790592.0
"09 March 2011 - boof takes bulls by horns
Boof has long been the ""big red"", a 16 hand warmblood gelding with the brains and the talent to win, but the determination and the desire to win. But in his 13 year career, he never won a Group 1 race. His last year was spent being broken in and sold to a young girl, who thought he was a nice gelding. His first race for his new owners was a $500,000 race for three year olds over 1000m, where he finished 5th. Boof was back in work, but never recovered from that defeat. His owner sold him to a syndicate that had the same goal as his original owner. Boof came back to Australia, and won a 3YO handicap race in Hong Kong, before he was brought back to the stable.
In his first start for his new stable, Boof won an $80,000 handicap race at Randwick. That was his first Group 1 race",2011,-566453568.0
"04 September 2011 - bravehearts funding and support news
Bravehearts are working with the Department of Justice and Attorney-General, as well as the Department of Child Safety, to address issues of abuse and neglect and family violence across the state. The department has contributed $120,000 to Bravehearts to support the delivery of the “We Care. We Protect. It’s Our Responsibility” community awareness and education campaign. The funds will be used to assist Bravehearts to deliver a series of information sessions to community workers and organisations in rural areas. Bravehearts will also provide resources and training for the community workers to assist them to educate their communities on child protection and prevention of family violence.",2011,-400251264.0
"12 September 2011 - player death brings russian plane toll to 44
One of two Russian fighter jets that collided in mid-air and fell into a residential building in the capital Moscow has been identified as a female military pilot.
In a statement on Thursday, the Russian defence ministry said the plane had crashed 100 meters (110 yards) from the house in the south-west of Moscow, killing 20 people.
Two more people died in the fire that followed the crash.
A man has been arrested and charged with causing the death of a fighter pilot by negligence.
The two Sukhoi Su-27 jets, flying at 2,500 meters, crashed about 3,000 meters apart, with one fighter plane going into a house in Moscow's town of Ramenskoye.
The Sukhoi Su-27, a single-seat aircraft capable of flying at 12,000 feet (3,700 metres) was designed in the 1970s. It entered service in 1985 and is still in use. It can carry three air-to-air",2011,-600598272.0
"06 July 2011 - family honours hardworking fallen digger driver
A digger driver killed in an accident last week has been awarded an MBE in the Queen’s Birthday Honours list.
Digger driver killed on Mersey scheme is honoured in Queen’s Birthday Honours
A digger driver killed in an accident last week has been awarded an MBE in the Queen’s Birthday Honours list.
Chris Smith, 47, from Widnes, was fatally injured when his JCB digger collided with a tractor on the A5036 near the A562. The collision happened at 10.30am on Friday 24 June, and the tractor driver was unhurt.
The MBE was awarded to Mr Smith for services to the engineering industry.
His family said they were “very proud” of the recognition, and paid tribute to their son and brother.
“He was a dedicated family man, he loved his wife and children very much, and I think they are all very proud of him,” said his mother Maureen, who lives in Elles",2011,-601390080.0
"30 March 2011 - 10 students hurt in bus crash
A bus carrying students to a ski resort was involved in a crash on a busy freeway in central Japan, injuring 10 people.
The accident occurred at around 2.30pm on the Chuo Expressway, which connects Tokyo with Nagano Prefecture, the National Police Agency said.
Police said the bus was being driven on the wrong side of the road before it overturned on the bridge of the Higashiyama tollgate in Nagano Prefecture.
The accident occurred on a bridge, and rescue workers were forced to use a fire truck and a crane to pull the bus from the roadway.
Two people suffered minor injuries, while the other eight were injured slightly more seriously, the fire department said.",2011,-440312384.0
"14 October 2011 - man dies after being burnt baling hay - NSW.
This is a report from the Australian National University. A copy of the report is available from the university website, or you can download the PDF of the report from this website.",2011,-144561968.0
"22 August 2011 - pioneers exit comp in sixth spot
Graham Sweeney, Liam O’Donovan and the legendary Mick Flanagan exited the Irish Amateur Closed Championship in sixth spot, a point behind fifth place, at the Connemara Golf Club yesterday.
In a tournament featuring 132 players, the trio from North County Dublin could be happy with the result considering they were on course for a more promising finish.
Graham Sweeney and Mick Flanagan opened their competition with rounds of 72 and 74 while O’Donovan, making his debut in the event, carded a 76. The trio was five over par after 36 holes.
With just a small deficit to the field, a final round of 76 saw them finish sixth place, two strokes behind fifth.
Graham Sweeney was the leading North Dublin player while Liam O’Donovan and Mick Flanagan both finished a shot back in a tie for 11th.
Graham Sweeney, a three-time Connacht champion with North County Golf Club, who was",2011,-573589056.0
"14 August 2011 - significant milestone for the NPPF
Planning Inspectorate and NPPF team launch 24/7 online forum
In order to make it easier to interact with the National Planning Policy Framework and Planning Inspectorate, a new online forum has been launched today. This will allow for direct interaction between the NPPF and NPPF team, and the Planning Inspectorate, as well as a wide range of users, including applicants, agents, planning authorities, local people, stakeholders and interested organisations.  The online forum is now available at: www.planning.gov.uk/consultations/nppf
This is the second phase of engagement for the NPPF and follows the consultation which ran from March to April 2011.  The online forum will allow for direct interaction between the NPPF team, the Planning Inspectorate, and a wide range of users, including applicants, agents, planning authorities, local people, stakeholders and interested organisations.
The forum will allow users to post questions, share experiences",2011,-582937600.0
"11 October 2011 - white rules out boks return for now
South Africa will not rush the return of injured captain John Smit to the Test arena, although coach Peter de Villiers admitted it would be a bonus if he could return for the end of the year.
Smit tore a ligament in his right thumb playing for the Bulls against the Stormers at the weekend and could be out of action for six weeks.
""It's a blow for John, he's a big loss, a massive loss for us, but we have to accept it. We'll just have to see how long it's going to take,"" De Villiers told reporters.
De Villiers had been hoping to return the 32-year-old captain in the first of three Tests against Australia at Ellis Park in early October, but conceded it was too soon.
""We don't want to bring him back until he's fully fit, he is our captain and a good player for us,"" said De Villiers.
""It's a little bit disappointing, but there's not much we can do",2011,-599976256.0
"25 July 2011 - huegill claims bronze at world championship
26 July 2011 - huegill claims bronze at world championship
28 July 2011 - huegill claims bronze at world championship
29 July 2011 - huegill claims bronze at world championship
02 August 2011 - huegill claims bronze at world championship
02 August 2011 - huegill claims bronze at world championship
05 August 2011 - huegill claims bronze at world championship
05 August 2011 - huegill claims bronze at world championship
07 August 2011 - huegill claims bronze at world championship
10 August 2011 - huegill claims bronze at world championship
14 August 2011 - huegill claims bronze at world championship
18 August 2011 - huegill claims bronze at world championship
20 August 2011 - huegill claims bronze at world championship
20 August 2011 - huegill claims bronze at world championship
27",2011,-647761152.0
"22 January 2011 - chalmers on the charge in california!
CHALMERS AT THE TOP OF THE WORLD
As the world’s first man to complete the Seven Summits, Chalmers has travelled the world and is a much respected figure within the outdoor industry. He is one of the few to have summited all seven continents. Chalmers, who now lives in San Francisco, is also an active outdoor educator and is known as a passionate climber. He has taken part in a number of high profile expeditions and continues to climb mountains around the world.
He is also known for his outstanding book “Chasing the Summit”, which he wrote with former climbing partner, Tom Evans, which describes the incredible adventure of climbing all the world’s highest mountains. This book was made into a major motion picture, starring Jason Priestley and Eric Dane, in 2004.",2011,-487079616.0
"07 October 2011 - residents fight ore transport plans
Residents in the UK town of Tewkesbury have been fighting plans by a mining company to transport large amounts of iron ore by road from an open pit mine in the town, despite the objections of a nearby MP and a public inquiry.
The open pit mine is 300 metres from the main shopping street of Tewkesbury. The plan to transport large quantities of iron ore through the town on a daily basis has prompted widespread local concern. The company has argued that the ore will not be transported through the town but the public inquiry has heard from locals who have been concerned about increased traffic.
The company has also faced opposition from Tewkesbury MP Laurence Robertson, who has been campaigning against the plans.
On 1 October the company announced that it was delaying the start of operations at the mine until 2012, and that it will not begin transportation of ore through the town until after a review of the plans. The company has agreed to continue its dialogue with residents.
The mine",2011,-578063616.0
"16 June 2011 - super rugby palms off flight issues
The NZRU's Head of Media Mark Johnson says it has been a long and difficult few days for the airline involved in the Super Rugby series. The Super Rugby teams are due to fly out to the UK and Europe this week, however, Qantas have advised that a technical problem has arisen which means the aircraft that has been allocated to the job is not available. The teams have now been allocated an aircraft that has the necessary technical specifications and will depart New Zealand tomorrow morning.
Johnson says, ""It has been a challenging few days for Qantas, and we understand the frustration of the Super Rugby teams. However, we are confident that the new aircraft will be suitable for their needs, and we look forward to a smooth journey over the next few days"".
Johnson says that the New Zealand teams will be flying with the Qantas group of airlines. ""The teams will be flying with the Qantas group of airlines. Virgin will be taking care of the Air New Zealand passengers. All passengers will be",2011,-574927744.0
"14 June 2011 - ash cloud flight chaos hits third day
Airlines have been cancelling flights to Iceland after the eruption of a volcano that has blanketed the north Atlantic with ash.
The cloud from the Eyjafjallajokull eruption reached the UK and Ireland on Wednesday and flights have been grounded to the north of Iceland.
Flights have already been cancelled for three days due to the ash cloud, which has also affected flights to Spain and France. Airlines are cancelling flights as the ash cloud is expected to move east.
Airports in the UK, Ireland, Denmark, Norway and Sweden have suspended flights to and from northern and western Iceland, while the airports of Dublin and Shannon have also suspended all flights to and from Iceland.
Passengers flying from or to Iceland are advised to check with their airlines before leaving for the airport.
Passengers whose flights have been cancelled will be entitled to refunds for any flights not taken. This applies to flights that have been cancelled as a result of the cloud, and for which a passenger has been denied entry to the",2011,-595730688.0
"10 January 2011 - graffiti offenders to clean up own work
As part of the “Clean Up Your Work” programme of the City of Prague, graffiti offenders will be asked to clean up their own graffiti for a period of three months. This measure is intended to increase the self-reliance of graffiti offenders in relation to their offences, which will then reduce the number of new graffiti offences. The aim of the measure is to reduce the amount of time that offenders spend in a correctional facility.
In the City of Prague, graffiti offenders are currently fined or placed in correctional facilities, depending on the type of offence. The “Clean Up Your Work” programme is intended to test whether offenders can manage the self-imposed responsibility of cleaning up their own graffiti offences.
Graffiti offenders can begin cleaning up their own graffiti as of 15 January 2011. The City of Prague will provide them with cleaning equipment and instructions on the proper methods of cleaning graffiti. If an offender fails to clean up his or her graffiti, the measure will be terminated.
",2011,-592450240.0
"06 December 2011 - police numbers under the spotlight
Police Minister Nathi Mthethwa has given the South African Police Service until the end of January 2012 to present the budget of the SAPS and how it intends to deal with crime. The department says the budget will be presented to the Parliamentary Committee on Police on 6 December 2011. The department said this on Friday.
Minister Mthethwa said the budget will help to address the issues around the deployment of police officers in crime hotspots and to address the concerns raised by the police, which include issues of logistics, vehicles and equipment.
The Minister’s statement comes after the Independent Complaints Directorate (ICD) released a report on Wednesday, which found that a total of 2 300 police officers had been killed in the line of duty between 2001 and 2009.
Minister Mthethwa said that while the death of police officers in the line of duty was unfortunate, it must be said that the number of lives lost is indicative of",2011,-589540736.0
"30 June 2011 - demand high for film corp site says premier
The premier of Taranaki, Darren Rudd, has said there is a strong demand for the state-owned film and television company site at 5th Avenue, New Plymouth.
The site has been advertised for sale, but has attracted few bidders, although Mr Rudd says it has been well visited.
""The site has a lot of good land around it, with 3,500 metres of frontage on 5th Avenue. There is a lot of interest from developers and other potential buyers.""
The premier says a new building on the site would not be out of place in New York or London.",2011,-366631680.0
"04 May 2011 - tassie tigers cat like hunters
After a week off we're back and as predicted the boys are on the road again to try and regain some of the form which made them so dangerous last year. They've been to Perth, home to Perth, the Gold Coast and home from the Gold Coast (not sure what they did at the Gold Coast though) and today they take on the Suns at Carrara.
The game is a sell-out and we are told that the Suns have 16,000 members in the ground so they are hoping to get some more fans to come and watch them play. We'll see how many they get. We're here with the boys. It's been a tough week, we've been to four games in six days and with two of them being against two of the best teams in the competition I'm not surprised we are all a little bit tired. Hopefully the boys will be fresh enough to play some good footy and keep up their great winning record against the Suns.
If you don't",2011,-566116480.0
"30 June 2011 - compo for pastoralists a drop in the ocean
The National Farmers Federation (NFF) has welcomed the Government's announcement of an increased drought compensation fund to support pastoralists who are experiencing severe drought.
NFF President Jock Laurie said that the Government had agreed to increase the drought compensation fund by $40 million to $250 million.
""However, the fund is not a drop in the ocean and there are many areas of need and opportunities for drought assistance that this $40 million will not cover,"" he said.
""There is a range of funding needs and opportunities that are not covered by the increased $40 million, and a number of these could be met through a package of targeted assistance.
""For example, the new compensation fund should be used to support the development of a new water allocation scheme to provide more secure water access for pastoralists in the Riverina, which is experiencing a severe drought.
""Access to water is critical for many drought-affected pastoralists. A drought compensation scheme needs to be flexible enough to provide some financial assistance to pastoral",2011,-591339008.0
"24 February 2011 - thousands march as greece protests turn violent
Thousands of protesters stormed through central Athens, throwing stones at police, setting fire to cars and blocking roads on Sunday, as anger over a year of austerity measures spilled over into the country's first day of a two-day general strike.
The protests were in part a reaction to a government decision to push through measures to raise taxes, cut spending and privatise public assets to secure the country's 110-billion-euro 2011 European Union/International Monetary Fund loan deal.
""There are a million of us who are saying we won't tolerate this, we won't stand for it any more,"" said Christos Papanikos, 35, a carpenter who took part in the protest.
The government has set the stage for further turmoil by announcing that it will cut public-sector jobs and increase taxes, despite opposition by the unions. The strikes are a reaction to the government's austerity measures that were voted into law on Friday.
""The government is asking us to tighten our belts further,"" said Yi",2011,-591116928.0
"11 July 2011 - regulator issues warning over contraceptive pill risks
The Australian Medical Council is urging GPs to be aware of the increased risk of blood clots associated with the contraceptive pill and to take steps to monitor patients.
The warning follows a report released by the Australian Pregistry, a voluntary registry of the effects of pregnancy, breastfeeding and medicine on mother and child health.
The study, published in the medical journal Human Reproduction, found a small increase in the risk of blood clots during pregnancy. It also found women who were taking the contraceptive pill before pregnancy were at a greater risk of thrombosis during pregnancy, and those who were pregnant at the time of conception were at risk of thrombosis in the first trimester.
Dr Jane Fisher, president of the Australian Medical Council, said the risks were very small, but that GPs should consider the issue in their patients.
“Women of reproductive age should be made aware of the risks of thrombosis associated with the pill,” she said.
“Women who are prescribed the pill should be",2011,-599946496.0
"01 April 2011 - qr national float critics have egg all over their faces as they get it all wrong again!
We were delighted to learn that QR national floats are set to return after an absence of 18 years!
There was a lot of excitement in the news media today, so we decided to do a bit of fact checking. We took a look at the new national float and found that it’s nothing like the float that was last seen on the network in 1993. It’s much more streamlined, and there’s even a digital billboard!
We have to ask, how can anyone make the claim that this is the same float?
If the national float is so wrong, we have to wonder what else these people got wrong?
We’d love to hear what you think of the new QR National float.
02 April 2011 - QR National Float critics have egg all over their faces as they get it all wrong again!
In light of the media backlash against the new QR National Float, we thought we’d get in touch with the guys at the ABC to",2011,-568130816.0
"06 September 2011 - bruni baby out of view!
The first image from the new film has been revealed on the official facebook page. It is a picture of Benicio del Toro looking at a picture of his character. Bruno, a hitman with a heart of gold, seems to have some serious doubts about his mission. This is, of course, as expected, as his character in the film is named Bruno. So far the movie is about as subtle as a hammer to the head. It doesn't take much of a guess to figure out what the movie is about, does it?
The movie is a comedy which is surprising to many, as Tarantino's last film was Inglourious Basterds, a serious war movie. This does, however, make a bit more sense, as Bruno is a bit of a comedy character. He's supposed to be funny and stupid at the same time. It also doesn't really matter if the movie is a comedy or not. After all, Inglourious Basterds was",2011,-566419392.0
"12 February 2011 - kubica targets quick return after surgery
Roma - Robert Kubica's future in Formula 1 remains uncertain after his serious arm injury in the terrifying rally crash in Italy, but the Pole is already looking to his return to the sport as soon as possible.
The 26-year-old Pole suffered severe injuries to his left arm in the crash, which happened on the 32nd of the 46 kilometres in the opening stage of Rallye d'Italia Sardegna in the first week of the month. His car hit a rock on a hairpin bend, flew over the guardrail and rolled.
""I hope I'll be able to start racing again as soon as possible,"" he said after a successful operation in Germany earlier this week, according to the Polish website Rzeczpospolita.
His BMW Sauber team boss Wolfgang Reipenberger also confirmed that Kubica is a man with steel in his spine and added that ""he is fighting a very hard battle and I am sure he will get well.""
""He has had",2011,-586229568.0
"24 January 2011 - driver accused of doing 192 kph on M1, police video footage
1. A motorist has been charged after police alleged he drove his ute at more than 192 km/h on the Hume Highway in Sydney.
The 32-year-old man will face Downing Centre Local Court on Friday, January 28 after allegedly reaching speeds of 192 km/h in a 110 zone on the M1 near the Macarthur Highway exit.
2. The driver will appear before Downing Centre Local Court on Friday, 28 January.
3. The 32-year-old man has been charged with reckless driving, exceeding the speed limit by 45 km/h or more and speeding in a school zone.
4. Police alleged the man was driving a ute at 192 km/h, when he was stopped on the Hume Highway near the Macarthur Highway exit at approximately 11.30pm on Thursday, January 20.
5. The driver will appear before Downing Centre Local Court on Friday, 28 January.
The",2011,-603294336.0
"17 April 2011 - australia bundled out of fed cup, 2011 fed cup world group, australian tennis, aus, belinda beltrami, danielle collins, fed cup, janette howe, lleyton hewitt, lucie hafelova, peta morgane, petra kvitova, tennis australia, world group
Australia has been bundled out of Fed Cup after losing 3-2 to Czech Republic in the World Group play-off in Prague.
It was a bitter end to the Davis Cup season, which ended for Australia last week when it lost to Chile in the Asia/Oceania group.
It was a very disappointing way to end a year where Australian tennis was in excellent shape. The men's singles players all made great strides and the Davis Cup and Fed Cup results weren't a fair reflection of the overall strength of the Aussie squad.
There's a lot of talent out there and the Aussie selectors need to start focusing on the development of our players.
Australia's top players were unavailable",2011,-571790080.0
"22 September 2011 - council approves cairns entertainment precinct
The Cairns City Council, on 22 September 2011, gave its formal approval for the development of the Cairns Entertainment Precinct and the development of the adjoining Cairns Convention Centre.
The Cairns City Council has given its formal approval to the development of the Cairns Entertainment Precinct and the development of the adjoining Cairns Convention Centre. The City Council approved the precinct in a meeting on 22 September 2011.
The precinct will include a 4,000 seat concert hall and a 1,500 seat theatre, as well as a 4,500 square metre convention centre with 10 meeting rooms. It will also include a 5,000 square metre entertainment venue that will be able to be subdivided into two smaller venues for up to 3,000 patrons.
There is also provision for a 60-metre outdoor swimming pool, an 800 square metre plaza, a 700 square metre car park, and a 10,000 square metre hotel.",2011,-603677696.0
"17 June 2011 - four killed in car smash.
Police confirm four people died when a car crashed in the early hours of the morning. The driver and three passengers, aged 22, 25, 28 and 32 died at the scene in the A4 at Poulton in Gloucestershire at 3am. One man has been arrested on suspicion of causing death by dangerous driving and the road remains closed.
18 June 2011 - police arrest another man.
A second man has been arrested on suspicion of causing death by dangerous driving. The crash happened on the A4 near Poulton in Gloucestershire. The road remains closed.
20 June 2011 - second man charged.
A second man has been charged with four counts of causing death by dangerous driving. The road remains closed and the investigation is ongoing.",2011,-488533760.0
"16 August 2011 - fears burn boost threatens ironbark forests
By Mark Elphick
Worrying about the future of the forests that make the Gippsland Lakes a world heritage site, researchers from CSIRO and Deakin University say the threat from bushfires has been underestimated.
The researchers, including Deakin Associate Professor Phil Mason, say 80 per cent of the Gippsland Lakes' ironbark forests are threatened by fire, with fire returning an average of every 20 years.
The research, to be published in a forthcoming issue of the journal Pacific Conservation Biology, says more than half the region's trees could die from fire in the next 20 years, threatening the health of the lakes.
Deakin's Prof David Bowman says that in fire-prone forests, fire can kill large numbers of trees because it reduces the soil moisture content of the canopy.
This leads to a drought effect that causes the trees to die.
Prof Bowman says the new study suggests ironbark trees that grow around the lakes can be particularly vulnerable to",2011,-582515520.0
"30 October 2011 - qantas grounding putting lives at risk
Qantas flight QF72 between Darwin and Cairns, in the Northern Territory of Australia, was forced to land at Melbourne after experiencing technical problems. At the time of the incident, Qantas was facing a massive strike by pilots after a failure to reach a deal with its pilot union. As a result, the carrier grounded all of its international flights from Australia. However, the grounded Qantas international fleet was made up of just 23 aircraft, representing about 5 per cent of the total fleet. Qantas was still operating a significant domestic network. On Monday, October 31st, Qantas resumed flights to Sydney, Melbourne and Brisbane from Hong Kong, although other international destinations remained grounded. The carrier has promised to refund passengers, but not all passengers are happy.
For example, passengers on QF72 who were denied a seat on the first flight out after the grounding have filed suit against Qantas in a Darwin, Australia court, claiming they suffered damages as a result of the grounding",2011,-577530304.0
"22 December 2011 - sydney to hobart contenders on the start line
The Sydney to Hobart race is on.
All 100 yachts are on the starting line of the blue water classic.
On-board the Rolex Sydney Hobart Race - Rolex
The 64th edition of the race, which is one of the world's toughest ocean races, is now underway, with around 100 yachts competing. The Sydney to Hobart Race is an iconic and challenging blue water event. As part of the Australian Classic Yacht Race, it is considered one of the most prestigious ocean races in the world. This year's fleet includes an impressive number of yachts from overseas, including boats from America, Japan and New Zealand, with the majority of competitors being from Australia.
A Rolex yacht is one of the most popular entries in this year's event. One of the world's largest marine businesses, the brand has an association with the event going back over a decade. Since then, Rolex has provided prizes for the winning boats in the race, as",2011,-573357120.0
"21 April 2011 - euro towns accused of slugging motorists with tolls.
Tolls on roads across Europe are hitting drivers hard, according to a report in today's The Independent. In Italy, it's €7.10 for the Milan-Naples motorway and €1.60 for the Napoli-Salerno motorway. In Germany, the A8 motorway in Munich costs €2.50, while the A1 near Vienna has a €3 toll. And it's €1.50 to get on the A12 in France.
It's not just motorways, either. In Spain, a €0.50 fee is levied for every kilometre travelled on the network of motorway service stations. And in Denmark, the toll on the A15 motorway is €2.
In Britain, drivers are paying a toll, in the form of VAT, on all roads. VAT costs more than €60bn a year, and is estimated to amount to a toll of around €0.40 per mile driven on all roads",2011,-580099840.0
